"","cell_id","group"
"aadililh-1","aadililh-1","Not-mapped"
"aadjgmlp-1","aadjgmlp-1","Not-mapped"
"aadkijif-1","aadkijif-1","Not-mapped"
"aadnlbon-1","aadnlbon-1","Pre-B"
"aaecagjj-1","aaecagjj-1","Not-mapped"
"aaecfffm-1","aaecfffm-1","Not-mapped"
"aaeckjba-1","aaeckjba-1","Adipo-MSC"
"aaedbfkk-1","aaedbfkk-1","Not-mapped"
"aaeelmnl-1","aaeelmnl-1","Pre-B"
"aaeenglg-1","aaeenglg-1","Not-mapped"
"aaefjgeg-1","aaefjgeg-1","Not-mapped"
"aaefnpmb-1","aaefnpmb-1","Late Erythroid"
"aaefonid-1","aaefonid-1","Not-mapped"
"aaejpdke-1","aaejpdke-1","Not-mapped"
"aaekhiaa-1","aaekhiaa-1","Not-mapped"
"aaeldipp-1","aaeldipp-1","RBC"
"aaeoaifh-1","aaeoaifh-1","Not-mapped"
"aafacmbl-1","aafacmbl-1","Mature B"
"aafcfpff-1","aafcfpff-1","Not-mapped"
"aafdamem-1","aafdamem-1","Not-mapped"
"aafgleii-1","aafgleii-1","Not-mapped"
"aafkjmkb-1","aafkjmkb-1","Late Myeloid"
"aafkmpde-1","aafkmpde-1","Plasma Cell"
"aafmioja-1","aafmioja-1","Not-mapped"
"aafncbim-1","aafncbim-1","Not-mapped"
"aafnfmpn-1","aafnfmpn-1","Not-mapped"
"aafnkeaj-1","aafnkeaj-1","Mature B"
"aafoidcd-1","aafoidcd-1","Not-mapped"
"aafpcnpc-1","aafpcnpc-1","HSC"
"aagehdie-1","aagehdie-1","Osteoblast"
"aageifoh-1","aageifoh-1","Not-mapped"
"aagflaje-1","aagflaje-1","Not-mapped"
"aagghmmc-1","aagghmmc-1","Not-mapped"
"aagieagk-1","aagieagk-1","Not-mapped"
"aagjiapc-1","aagjiapc-1","Not-mapped"
"aagkgkkh-1","aagkgkkh-1","Not-mapped"
"aagkimgk-1","aagkimgk-1","Not-mapped"
"aagliphp-1","aagliphp-1","Not-mapped"
"aagmjnop-1","aagmjnop-1","AEC"
"aagnbmcd-1","aagnbmcd-1","Not-mapped"
"aagngljp-1","aagngljp-1","Not-mapped"
"aagpjjad-1","aagpjjad-1","Not-mapped"
"aahabbeh-1","aahabbeh-1","Not-mapped"
"aahajdhf-1","aahajdhf-1","Not-mapped"
"aahalhad-1","aahalhad-1","Not-mapped"
"aahcmlcj-1","aahcmlcj-1","Not-mapped"
"aahcmopj-1","aahcmopj-1","Not-mapped"
"aahdgkfk-1","aahdgkfk-1","Not-mapped"
"aahdlkde-1","aahdlkde-1","Plasma Cell"
"aahebaol-1","aahebaol-1","Not-mapped"
"aahehkeo-1","aahehkeo-1","CD8+ T-Cell"
"aaheicmj-1","aaheicmj-1","Not-mapped"
"aaheleka-1","aaheleka-1","GMP"
"aahfflgl-1","aahfflgl-1","Not-mapped"
"aahgcaae-1","aahgcaae-1","SEC"
"aahgppld-1","aahgppld-1","Not-mapped"
"aahhigne-1","aahhigne-1","Not-mapped"
"aahmpkhg-1","aahmpkhg-1","Not-mapped"
"aahnlkeh-1","aahnlkeh-1","Not-mapped"
"aaholcej-1","aaholcej-1","Not-mapped"
"aahpimfe-1","aahpimfe-1","Early Myeloid Progenitor"
"aaibcpkc-1","aaibcpkc-1","Late Erythroid"
"aaibpnen-1","aaibpnen-1","Late Erythroid"
"aaickngd-1","aaickngd-1","Not-mapped"
"aaididhd-1","aaididhd-1","Late Erythroid"
"aaifamfm-1","aaifamfm-1","Early Myeloid Progenitor"
"aaifbbkn-1","aaifbbkn-1","Not-mapped"
"aaigpeek-1","aaigpeek-1","GMP"
"aaiijkke-1","aaiijkke-1","GMP"
"aaijgibe-1","aaijgibe-1","Not-mapped"
"aaijjamd-1","aaijjamd-1","Late Erythroid"
"aaikcgge-1","aaikcgge-1","Not-mapped"
"aaillnfe-1","aaillnfe-1","Not-mapped"
"aailoipg-1","aailoipg-1","CD8+ T-Cell"
"aainjjdg-1","aainjjdg-1","Not-mapped"
"aaioaeho-1","aaioaeho-1","Not-mapped"
"aajapccg-1","aajapccg-1","Not-mapped"
"aajcmlhe-1","aajcmlhe-1","RBC"
"aajcobeb-1","aajcobeb-1","Not-mapped"
"aajeeeco-1","aajeeeco-1","Not-mapped"
"aajeelej-1","aajeelej-1","SEC"
"aajjceek-1","aajjceek-1","Not-mapped"
"aajkpclb-1","aajkpclb-1","Late Erythroid"
"aajlcnoo-1","aajlcnoo-1","Early Myeloid Progenitor"
"aajonaco-1","aajonaco-1","Late Erythroid"
"aajpmnbg-1","aajpmnbg-1","Not-mapped"
"aakbnieo-1","aakbnieo-1","Late Erythroid"
"aakcdkai-1","aakcdkai-1","Not-mapped"
"aakdjamh-1","aakdjamh-1","Monocyte"
"aakikgcl-1","aakikgcl-1","Late Erythroid"
"aakjbome-1","aakjbome-1","Not-mapped"
"aakngfkc-1","aakngfkc-1","Not-mapped"
"aakniich-1","aakniich-1","Adipo-MSC"
"aakpaknp-1","aakpaknp-1","Not-mapped"
"aakpckkh-1","aakpckkh-1","Not-mapped"
"aakpjpkf-1","aakpjpkf-1","GMP"
"aaladeif-1","aaladeif-1","Not-mapped"
"aalbgaod-1","aalbgaod-1","Neutrophil"
"aalddjcj-1","aalddjcj-1","pDC"
"aaldglpc-1","aaldglpc-1","Late Myeloid"
"aalimagk-1","aalimagk-1","Not-mapped"
"aaljdeef-1","aaljdeef-1","Not-mapped"
"aalohldo-1","aalohldo-1","Not-mapped"
"aamajhcg-1","aamajhcg-1","GMP"
"aamcamgd-1","aamcamgd-1","Not-mapped"
"aamcfgol-1","aamcfgol-1","Macrophages"
"aamcpglh-1","aamcpglh-1","Not-mapped"
"aamdhlgn-1","aamdhlgn-1","Not-mapped"
"aamedand-1","aamedand-1","RBC"
"aamgpeji-1","aamgpeji-1","Late Myeloid"
"aamicgik-1","aamicgik-1","Not-mapped"
"aamiodmc-1","aamiodmc-1","Not-mapped"
"aamlbmjo-1","aamlbmjo-1","RBC"
"aammjpck-1","aammjpck-1","Neutrophil"
"aampkabn-1","aampkabn-1","CD8+ T-Cell"
"aanalmje-1","aanalmje-1","Not-mapped"
"aanamlnd-1","aanamlnd-1","Not-mapped"
"aancgmmj-1","aancgmmj-1","Late Erythroid"
"aancjomp-1","aancjomp-1","Not-mapped"
"aandccic-1","aandccic-1","Not-mapped"
"aanfanhh-1","aanfanhh-1","Not-mapped"
"aanflfop-1","aanflfop-1","Not-mapped"
"aaniebcg-1","aaniebcg-1","Not-mapped"
"aanjpokg-1","aanjpokg-1","Late Erythroid"
"aanldhih-1","aanldhih-1","Not-mapped"
"aanmflnj-1","aanmflnj-1","Late Erythroid"
"aanpiipp-1","aanpiipp-1","Not-mapped"
"aaoabeol-1","aaoabeol-1","Not-mapped"
"aaoakgag-1","aaoakgag-1","Early Myeloid Progenitor"
"aaocogfc-1","aaocogfc-1","Late Erythroid"
"aaoconff-1","aaoconff-1","Not-mapped"
"aaodfmog-1","aaodfmog-1","Monocyte"
"aaofepma-1","aaofepma-1","Monocyte"
"aaofjdje-1","aaofjdje-1","Not-mapped"
"aaohacoc-1","aaohacoc-1","CD8+ T-Cell"
"aaohkiki-1","aaohkiki-1","RBC"
"aaoidbke-1","aaoidbke-1","Late Erythroid"
"aaokapce-1","aaokapce-1","Not-mapped"
"aaonldid-1","aaonldid-1","CD8+ T-Cell"
"aapacmbe-1","aapacmbe-1","Late Erythroid"
"aapcdfcl-1","aapcdfcl-1","Not-mapped"
"aapcimdi-1","aapcimdi-1","Late Erythroid"
"aapddmlh-1","aapddmlh-1","Not-mapped"
"aapelnoo-1","aapelnoo-1","Late Erythroid"
"aaplbcfa-1","aaplbcfa-1","Not-mapped"
"aapmdakn-1","aapmdakn-1","Not-mapped"
"aapmffof-1","aapmffof-1","Late Erythroid"
"aapmkanf-1","aapmkanf-1","Not-mapped"
"aapojjgj-1","aapojjgj-1","Late Erythroid"
"aapoomjb-1","aapoomjb-1","Not-mapped"
"abadbpio-1","abadbpio-1","Late Erythroid"
"abadjnnn-1","abadjnnn-1","Not-mapped"
"abadmooo-1","abadmooo-1","Not-mapped"
"abafennp-1","abafennp-1","Late Erythroid"
"abahgnfi-1","abahgnfi-1","Not-mapped"
"abahihdb-1","abahihdb-1","Not-mapped"
"abajjmch-1","abajjmch-1","Late Erythroid"
"abajllfm-1","abajllfm-1","Late Erythroid"
"abalhini-1","abalhini-1","Late Erythroid"
"abambnmo-1","abambnmo-1","Not-mapped"
"abamjoog-1","abamjoog-1","Not-mapped"
"abaogfed-1","abaogfed-1","SEC"
"abaolobl-1","abaolobl-1","Not-mapped"
"abapclke-1","abapclke-1","Not-mapped"
"abapdggi-1","abapdggi-1","Not-mapped"
"abbbekod-1","abbbekod-1","Not-mapped"
"abbbgclj-1","abbbgclj-1","Not-mapped"
"abbbjmac-1","abbbjmac-1","Not-mapped"
"abbcpdjm-1","abbcpdjm-1","Not-mapped"
"abbdpfan-1","abbdpfan-1","Late Erythroid"
"abbenala-1","abbenala-1","Late Erythroid"
"abbhmdjm-1","abbhmdjm-1","Not-mapped"
"abbidhbp-1","abbidhbp-1","Late Erythroid"
"abbiehok-1","abbiehok-1","RBC"
"abbiiobo-1","abbiiobo-1","Not-mapped"
"abbjfncb-1","abbjfncb-1","CD8+ T-Cell"
"abbkjpjf-1","abbkjpjf-1","Not-mapped"
"abblmbjo-1","abblmbjo-1","Late Erythroid"
"abbmbmah-1","abbmbmah-1","Late Erythroid"
"abbooapf-1","abbooapf-1","Late Erythroid"
"abcffajo-1","abcffajo-1","Not-mapped"
"abchlacf-1","abchlacf-1","Ba/Eo/Ma"
"abcidhbm-1","abcidhbm-1","Late Erythroid"
"abcipmip-1","abcipmip-1","Ba/Eo/Ma"
"abckmipm-1","abckmipm-1","Late Erythroid"
"abcmcepj-1","abcmcepj-1","Not-mapped"
"abcmhigd-1","abcmhigd-1","Late Erythroid"
"abcnblkg-1","abcnblkg-1","Not-mapped"
"abcngbih-1","abcngbih-1","CD8+ T-Cell"
"abcoaomm-1","abcoaomm-1","Not-mapped"
"abdchkai-1","abdchkai-1","RBC"
"abddhaip-1","abddhaip-1","Not-mapped"
"abdeinmd-1","abdeinmd-1","Not-mapped"
"abdfepgp-1","abdfepgp-1","Not-mapped"
"abdifkae-1","abdifkae-1","Not-mapped"
"abdjokpl-1","abdjokpl-1","Osteoblast"
"abdkbdkp-1","abdkbdkp-1","Not-mapped"
"abdmelfl-1","abdmelfl-1","Not-mapped"
"abdmeoph-1","abdmeoph-1","Not-mapped"
"abdpgcbp-1","abdpgcbp-1","Late Erythroid"
"abebdmbo-1","abebdmbo-1","Not-mapped"
"abeckgal-1","abeckgal-1","CD8+ T-Cell"
"abefiebc-1","abefiebc-1","Not-mapped"
"abefjnmh-1","abefjnmh-1","Not-mapped"
"abegnebf-1","abegnebf-1","Not-mapped"
"abejedff-1","abejedff-1","Not-mapped"
"abejhcgb-1","abejhcgb-1","Not-mapped"
"abejnmoo-1","abejnmoo-1","Late Erythroid"
"abemkgma-1","abemkgma-1","Not-mapped"
"abenncmk-1","abenncmk-1","Not-mapped"
"abeokffh-1","abeokffh-1","Not-mapped"
"abeopgke-1","abeopgke-1","Not-mapped"
"abepcifn-1","abepcifn-1","Late Erythroid"
"abepfocl-1","abepfocl-1","Not-mapped"
"abepgeom-1","abepgeom-1","Not-mapped"
"abepplcb-1","abepplcb-1","GMP"
"abfbmjfo-1","abfbmjfo-1","Not-mapped"
"abfcdkff-1","abfcdkff-1","Late Erythroid"
"abfcpkcl-1","abfcpkcl-1","Not-mapped"
"abfffbjm-1","abfffbjm-1","Not-mapped"
"abfgdken-1","abfgdken-1","Not-mapped"
"abfgfgei-1","abfgfgei-1","Early Myeloid Progenitor"
"abfjajoi-1","abfjajoi-1","Not-mapped"
"abfkeeel-1","abfkeeel-1","Late Erythroid"
"abfknbag-1","abfknbag-1","Not-mapped"
"abfldacl-1","abfldacl-1","Not-mapped"
"abflgcmi-1","abflgcmi-1","Late Erythroid"
"abflhmop-1","abflhmop-1","Not-mapped"
"abflohdc-1","abflohdc-1","Not-mapped"
"abfmdknk-1","abfmdknk-1","Not-mapped"
"abfmhcpi-1","abfmhcpi-1","Late Erythroid"
"abfmnfmg-1","abfmnfmg-1","Fibro-MSC"
"abfnfobb-1","abfnfobb-1","Late Erythroid"
"abfnoicd-1","abfnoicd-1","Not-mapped"
"abgbhimb-1","abgbhimb-1","Not-mapped"
"abgbnolj-1","abgbnolj-1","RBC"
"abgcgghj-1","abgcgghj-1","Not-mapped"
"abgdjkhb-1","abgdjkhb-1","Not-mapped"
"abgfbjkk-1","abgfbjkk-1","Not-mapped"
"abgfgdfc-1","abgfgdfc-1","Late Erythroid"
"abgfjjgg-1","abgfjjgg-1","Not-mapped"
"abgicdib-1","abgicdib-1","Osteoblast"
"abgljdfe-1","abgljdfe-1","Not-mapped"
"abgmcckb-1","abgmcckb-1","CD4+ T-Cell"
"abgmcklh-1","abgmcklh-1","Late Erythroid"
"abgmnalo-1","abgmnalo-1","Neutrophil"
"abgmobje-1","abgmobje-1","Not-mapped"
"abgnehij-1","abgnehij-1","Not-mapped"
"abgopaai-1","abgopaai-1","Not-mapped"
"abgponnf-1","abgponnf-1","Not-mapped"
"abhbfpmo-1","abhbfpmo-1","Not-mapped"
"abhdnbji-1","abhdnbji-1","Not-mapped"
"abhfchpc-1","abhfchpc-1","Not-mapped"
"abhgfapp-1","abhgfapp-1","Not-mapped"
"abhgmhdn-1","abhgmhdn-1","Not-mapped"
"abhhldck-1","abhhldck-1","Not-mapped"
"abhmdbim-1","abhmdbim-1","Late Erythroid"
"abhmefbh-1","abhmefbh-1","Late Erythroid"
"abhndlmd-1","abhndlmd-1","Not-mapped"
"abhonilg-1","abhonilg-1","Not-mapped"
"abhplbhi-1","abhplbhi-1","Late Erythroid"
"abiaphbn-1","abiaphbn-1","Monocyte"
"abibnhfl-1","abibnhfl-1","Not-mapped"
"abicedce-1","abicedce-1","Not-mapped"
"abiciokg-1","abiciokg-1","Not-mapped"
"abicpbha-1","abicpbha-1","Not-mapped"
"abieollh-1","abieollh-1","Not-mapped"
"abiglgcc-1","abiglgcc-1","Osteoblast"
"abilocpj-1","abilocpj-1","Late Erythroid"
"abinpimo-1","abinpimo-1","Not-mapped"
"abipokpe-1","abipokpe-1","Not-mapped"
"abjabeni-1","abjabeni-1","CD4+ T-Cell"
"abjddokk-1","abjddokk-1","Late Erythroid"
"abjdnkjg-1","abjdnkjg-1","Late Erythroid"
"abjhipaj-1","abjhipaj-1","Monocyte"
"abjhlfck-1","abjhlfck-1","Not-mapped"
"abjiakno-1","abjiakno-1","Osteoblast"
"abjlceic-1","abjlceic-1","Late Erythroid"
"abjmaogl-1","abjmaogl-1","Not-mapped"
"abjngkac-1","abjngkac-1","Late Erythroid"
"abjofilf-1","abjofilf-1","Late Erythroid"
"abjogojl-1","abjogojl-1","Late Erythroid"
"abkfjpkp-1","abkfjpkp-1","Not-mapped"
"abkgjdbe-1","abkgjdbe-1","Not-mapped"
"abkhcibe-1","abkhcibe-1","Monocyte"
"abkhdncb-1","abkhdncb-1","Not-mapped"
"abkigein-1","abkigein-1","Late Erythroid"
"abkjnkpg-1","abkjnkpg-1","Late Erythroid"
"abkkabjl-1","abkkabjl-1","Not-mapped"
"abkkddbm-1","abkkddbm-1","Late Erythroid"
"abklnkje-1","abklnkje-1","Monocyte"
"abkmdebf-1","abkmdebf-1","Not-mapped"
"abkndnak-1","abkndnak-1","Not-mapped"
"abkocakl-1","abkocakl-1","Not-mapped"
"abkofhji-1","abkofhji-1","Late Erythroid"
"abkoophl-1","abkoophl-1","Late Erythroid"
"abkpgecn-1","abkpgecn-1","Not-mapped"
"ablddnoa-1","ablddnoa-1","Late Erythroid"
"ablfakld-1","ablfakld-1","Late Erythroid"
"ablfefpp-1","ablfefpp-1","Late Erythroid"
"ablgchpa-1","ablgchpa-1","Not-mapped"
"abliipdi-1","abliipdi-1","Not-mapped"
"abljiflc-1","abljiflc-1","Not-mapped"
"ablldhon-1","ablldhon-1","Neutrophil"
"ablmihem-1","ablmihem-1","GMP"
"ablmmfpi-1","ablmmfpi-1","Not-mapped"
"ablmpdnd-1","ablmpdnd-1","Not-mapped"
"ablnkdgp-1","ablnkdgp-1","Early Myeloid Progenitor"
"abloiipi-1","abloiipi-1","Late Erythroid"
"abmaafnj-1","abmaafnj-1","Late Myeloid"
"abmdifkj-1","abmdifkj-1","Late Erythroid"
"abmdlnio-1","abmdlnio-1","Neutrophil"
"abmgalma-1","abmgalma-1","Late Erythroid"
"abmgcfpk-1","abmgcfpk-1","Not-mapped"
"abmgdnll-1","abmgdnll-1","Not-mapped"
"abmggeim-1","abmggeim-1","pDC"
"abmgokih-1","abmgokih-1","Not-mapped"
"abmhfang-1","abmhfang-1","Neutrophil"
"abmicino-1","abmicino-1","Not-mapped"
"abmjcppk-1","abmjcppk-1","Late Erythroid"
"abmmjpde-1","abmmjpde-1","Not-mapped"
"abmnfdgh-1","abmnfdgh-1","Late Erythroid"
"abmnmboc-1","abmnmboc-1","Not-mapped"
"abmnneik-1","abmnneik-1","Late Erythroid"
"abmohmee-1","abmohmee-1","Late Erythroid"
"abmolddl-1","abmolddl-1","Late Erythroid"
"abmpbgol-1","abmpbgol-1","Late Erythroid"
"abncleke-1","abncleke-1","Not-mapped"
"abnfhoad-1","abnfhoad-1","Late Erythroid"
"abngkelc-1","abngkelc-1","Not-mapped"
"abnhhndd-1","abnhhndd-1","Late Erythroid"
"abnhpiob-1","abnhpiob-1","Not-mapped"
"abnmdjnk-1","abnmdjnk-1","Not-mapped"
"abnmelci-1","abnmelci-1","Late Erythroid"
"abnmpmbh-1","abnmpmbh-1","Ba/Eo/Ma"
"abnnbjjm-1","abnnbjjm-1","Not-mapped"
"abnomcce-1","abnomcce-1","GMP"
"abnpjapd-1","abnpjapd-1","Not-mapped"
"aboakmmg-1","aboakmmg-1","Late Erythroid"
"abocejmb-1","abocejmb-1","Not-mapped"
"abocmoda-1","abocmoda-1","RBC"
"abodanfa-1","abodanfa-1","Late Erythroid"
"aboeafoh-1","aboeafoh-1","Late Erythroid"
"abofclmj-1","abofclmj-1","RBC"
"abofkioe-1","abofkioe-1","Late Erythroid"
"aboiedhc-1","aboiedhc-1","Not-mapped"
"abokbbnk-1","abokbbnk-1","Not-mapped"
"abokjkoh-1","abokjkoh-1","Late Erythroid"
"abolbnop-1","abolbnop-1","Late Erythroid"
"abomomol-1","abomomol-1","Late Erythroid"
"abonfafi-1","abonfafi-1","Late Erythroid"
"abonjoji-1","abonjoji-1","Not-mapped"
"aboojbcp-1","aboojbcp-1","Not-mapped"
"abpadbgp-1","abpadbgp-1","RBC"
"abpbcpck-1","abpbcpck-1","Not-mapped"
"abpbhhck-1","abpbhhck-1","Late Erythroid"
"abpdogld-1","abpdogld-1","Late Erythroid"
"abpegefp-1","abpegefp-1","CD4+ T-Cell"
"abpgjpof-1","abpgjpof-1","RBC"
"abplhegf-1","abplhegf-1","Not-mapped"
"abpmdilh-1","abpmdilh-1","CD8+ T-Cell"
"abpobain-1","abpobain-1","Cycling HSPC"
"acaaljln-1","acaaljln-1","Ba/Eo/Ma"
"acacibke-1","acacibke-1","Late Erythroid"
"acaconpa-1","acaconpa-1","Not-mapped"
"acaejeha-1","acaejeha-1","RBC"
"acaeklce-1","acaeklce-1","Late Erythroid"
"acaeledk-1","acaeledk-1","Not-mapped"
"acafhkgp-1","acafhkgp-1","Late Erythroid"
"acafjajo-1","acafjajo-1","RBC"
"acafkogh-1","acafkogh-1","AEC"
"acaiggac-1","acaiggac-1","Late Erythroid"
"acajclpo-1","acajclpo-1","Neutrophil"
"acajdfek-1","acajdfek-1","RBC"
"acajolkp-1","acajolkp-1","Not-mapped"
"acalplcp-1","acalplcp-1","Not-mapped"
"acanliej-1","acanliej-1","pDC"
"acaoajnn-1","acaoajnn-1","Not-mapped"
"acbaipgg-1","acbaipgg-1","Not-mapped"
"acbcgkpg-1","acbcgkpg-1","Not-mapped"
"acbdanef-1","acbdanef-1","Cycling HSPC"
"acbdgalj-1","acbdgalj-1","CD8+ T-Cell"
"acbdlbdj-1","acbdlbdj-1","Not-mapped"
"acbehoge-1","acbehoge-1","Not-mapped"
"acbfmdco-1","acbfmdco-1","Not-mapped"
"acbgfkpo-1","acbgfkpo-1","Macrophages"
"acbichab-1","acbichab-1","Cycling HSPC"
"acbijhma-1","acbijhma-1","Not-mapped"
"acbjheof-1","acbjheof-1","Not-mapped"
"acblodif-1","acblodif-1","RBC"
"acbmkecl-1","acbmkecl-1","pDC"
"acbpdjmp-1","acbpdjmp-1","AEC"
"accebmio-1","accebmio-1","Not-mapped"
"accecnml-1","accecnml-1","Neutrophil"
"accfjjnj-1","accfjjnj-1","CD8+ T-Cell"
"accfmncc-1","accfmncc-1","AEC"
"accgckel-1","accgckel-1","Early Myeloid Progenitor"
"accggkgk-1","accggkgk-1","Not-mapped"
"accgmodk-1","accgmodk-1","Not-mapped"
"accgplko-1","accgplko-1","Not-mapped"
"accihmhe-1","accihmhe-1","Early Myeloid Progenitor"
"accijbal-1","accijbal-1","Not-mapped"
"accijfeg-1","accijfeg-1","Not-mapped"
"accjcgpk-1","accjcgpk-1","Neutrophil"
"accjpfam-1","accjpfam-1","Not-mapped"
"acclfdgc-1","acclfdgc-1","Not-mapped"
"accmgoeb-1","accmgoeb-1","Not-mapped"
"accoackl-1","accoackl-1","Adipo-MSC"
"accpgolm-1","accpgolm-1","Not-mapped"
"acdboogj-1","acdboogj-1","Not-mapped"
"acdddjne-1","acdddjne-1","Late Erythroid"
"acdgjnip-1","acdgjnip-1","CD4+ T-Cell"
"acdgpmdo-1","acdgpmdo-1","Not-mapped"
"acdhajef-1","acdhajef-1","Not-mapped"
"acdhdaaj-1","acdhdaaj-1","Not-mapped"
"acdiglom-1","acdiglom-1","SEC"
"acdkobee-1","acdkobee-1","Not-mapped"
"acdoplpj-1","acdoplpj-1","Not-mapped"
"acdpgmlm-1","acdpgmlm-1","AEC"
"acebapfi-1","acebapfi-1","Not-mapped"
"acedldjn-1","acedldjn-1","Not-mapped"
"acedllcb-1","acedllcb-1","Not-mapped"
"acefflaa-1","acefflaa-1","Not-mapped"
"acefobcf-1","acefobcf-1","Cycling HSPC"
"acegmpck-1","acegmpck-1","Not-mapped"
"acehfoec-1","acehfoec-1","Late Erythroid"
"acekmebp-1","acekmebp-1","Not-mapped"
"acelbjkf-1","acelbjkf-1","Not-mapped"
"acelnjmp-1","acelnjmp-1","Late Erythroid"
"acemgghk-1","acemgghk-1","Late Erythroid"
"acenhbco-1","acenhbco-1","Not-mapped"
"aceninkp-1","aceninkp-1","Late Erythroid"
"aceobkid-1","aceobkid-1","Not-mapped"
"acfcjlmc-1","acfcjlmc-1","Not-mapped"
"acfegdmf-1","acfegdmf-1","Late Erythroid"
"acfgmmfk-1","acfgmmfk-1","Early Myeloid Progenitor"
"acfgpibj-1","acfgpibj-1","Late Erythroid"
"acfinhnk-1","acfinhnk-1","Not-mapped"
"acfipllc-1","acfipllc-1","Late Erythroid"
"acfjhfaf-1","acfjhfaf-1","Not-mapped"
"acfkaloa-1","acfkaloa-1","Late Erythroid"
"acflgpek-1","acflgpek-1","Early Myeloid Progenitor"
"acflkpcj-1","acflkpcj-1","Not-mapped"
"acgaibpp-1","acgaibpp-1","Not-mapped"
"acgcnfna-1","acgcnfna-1","Neutrophil"
"acgefocn-1","acgefocn-1","Neutrophil"
"acgeijjl-1","acgeijjl-1","Not-mapped"
"acgfhkbm-1","acgfhkbm-1","Not-mapped"
"acgghngo-1","acgghngo-1","Not-mapped"
"acgiacef-1","acgiacef-1","Not-mapped"
"acgkclnc-1","acgkclnc-1","Not-mapped"
"acglabng-1","acglabng-1","Not-mapped"
"acgmcifl-1","acgmcifl-1","Late Erythroid"
"acgnamkb-1","acgnamkb-1","Not-mapped"
"acgnblod-1","acgnblod-1","Not-mapped"
"acgndddp-1","acgndddp-1","AEC"
"acgnhjhi-1","acgnhjhi-1","Not-mapped"
"acgomdch-1","acgomdch-1","Not-mapped"
"achajjhj-1","achajjhj-1","Late Erythroid"
"achajnbi-1","achajnbi-1","RBC"
"achbgaml-1","achbgaml-1","Not-mapped"
"achchjdd-1","achchjdd-1","Late Erythroid"
"achhfgje-1","achhfgje-1","Not-mapped"
"achhmnjj-1","achhmnjj-1","Not-mapped"
"achklmph-1","achklmph-1","Late Erythroid"
"achldacf-1","achldacf-1","Not-mapped"
"achmaepo-1","achmaepo-1","Not-mapped"
"achnmmae-1","achnmmae-1","Not-mapped"
"aciccbbm-1","aciccbbm-1","Not-mapped"
"acicckok-1","acicckok-1","Not-mapped"
