"","cell_id","group"
"abiaphbn-1","abiaphbn-1","LEPRhi_MSC"
"abibnhfl-1","abibnhfl-1","Osteoclast"
"abicedce-1","abicedce-1","Unk"
"abiciokg-1","abiciokg-1","Granulo"
"abicpbha-1","abicpbha-1","Unk"
"abieollh-1","abieollh-1","Unk"
"abiglgcc-1","abiglgcc-1","Fibro"
"abilocpj-1","abilocpj-1","Unk"
"abinpimo-1","abinpimo-1","Unk"
"abipokpe-1","abipokpe-1","LEPRhi_MSC"
"abjabeni-1","abjabeni-1","T_NK"
"abjddokk-1","abjddokk-1","Unk"
"abjdnkjg-1","abjdnkjg-1","Endo_1"
"abjhipaj-1","abjhipaj-1","Mono_MP"
"abjhlfck-1","abjhlfck-1","T_NK"
"abjiakno-1","abjiakno-1","Fibro"
"abjlceic-1","abjlceic-1","Ery"
"abjmaogl-1","abjmaogl-1","Unk"
"abjngkac-1","abjngkac-1","Ery"
"abjofilf-1","abjofilf-1","Ery"
"abjogojl-1","abjogojl-1","Ery"
"abkfjpkp-1","abkfjpkp-1","Endo_2"
"abkgjdbe-1","abkgjdbe-1","Granulo"
"abkhcibe-1","abkhcibe-1","PC"
"abkhdncb-1","abkhdncb-1","Mono_MP"
"abkigein-1","abkigein-1","Ery"
"abkjnkpg-1","abkjnkpg-1","Ery"
"abkkabjl-1","abkkabjl-1","Osteoclast"
"abkkddbm-1","abkkddbm-1","Ery"
"abklnkje-1","abklnkje-1","Granulo"
"abkmdebf-1","abkmdebf-1","Ery"
"abkndnak-1","abkndnak-1","Unk"
"abkocakl-1","abkocakl-1","Unk"
"abkofhji-1","abkofhji-1","Ery"
"abkoophl-1","abkoophl-1","Unk"
"abkpgecn-1","abkpgecn-1","LEPRhi_MSC"
"ablddnoa-1","ablddnoa-1","Ery"
"ablfakld-1","ablfakld-1","Ery"
"ablfefpp-1","ablfefpp-1","Unk"
"ablgchpa-1","ablgchpa-1","Endo_1"
"abliipdi-1","abliipdi-1","T_NK"
"abljiflc-1","abljiflc-1","LEPRhi_MSC"
"ablldhon-1","ablldhon-1","Unk"
"ablmihem-1","ablmihem-1","Unk"
"ablmmfpi-1","ablmmfpi-1","Endo_1"
"ablmpdnd-1","ablmpdnd-1","T_NK"
"ablnkdgp-1","ablnkdgp-1","Mono_MP"
"abloiipi-1","abloiipi-1","Unk"
"abmaafnj-1","abmaafnj-1","Unk"
"abmdifkj-1","abmdifkj-1","Ery"
"abmdlnio-1","abmdlnio-1","Granulo"
"abmgalma-1","abmgalma-1","Ery"
"abmgcfpk-1","abmgcfpk-1","Unk"
"abmgdnll-1","abmgdnll-1","Unk"
"abmggeim-1","abmggeim-1","Unk"
"abmgokih-1","abmgokih-1","Ery"
"abmhfang-1","abmhfang-1","Granulo"
"abmicino-1","abmicino-1","LEPRhi_MSC"
"abmjcppk-1","abmjcppk-1","Ery"
"abmmjpde-1","abmmjpde-1","Granulo"
"abmnfdgh-1","abmnfdgh-1","Unk"
"abmnmboc-1","abmnmboc-1","Granulo"
"abmnneik-1","abmnneik-1","Ery"
"abmohmee-1","abmohmee-1","Ery"
"abmolddl-1","abmolddl-1","Ery"
"abmpbgol-1","abmpbgol-1","Unk"
"abncleke-1","abncleke-1","Unk"
"abnfhoad-1","abnfhoad-1","Ery"
"abngkelc-1","abngkelc-1","Ery"
"abnhhndd-1","abnhhndd-1","PC"
"abnhpiob-1","abnhpiob-1","Unk"
"abnmdjnk-1","abnmdjnk-1","B"
"abnmelci-1","abnmelci-1","Ery"
"abnmpmbh-1","abnmpmbh-1","Ery"
"abnnbjjm-1","abnnbjjm-1","B"
"abnomcce-1","abnomcce-1","Unk"
"abnpjapd-1","abnpjapd-1","Unk"
"aboakmmg-1","aboakmmg-1","Ery"
"abocejmb-1","abocejmb-1","PC"
"abocmoda-1","abocmoda-1","Ery"
"abodanfa-1","abodanfa-1","Ery"
"aboeafoh-1","aboeafoh-1","Ery"
"abofclmj-1","abofclmj-1","Unk"
"abofkioe-1","abofkioe-1","Ery"
"aboiedhc-1","aboiedhc-1","Ery"
"abokbbnk-1","abokbbnk-1","Unk"
"abokjkoh-1","abokjkoh-1","Ery"
"abolbnop-1","abolbnop-1","Ery"
"abomomol-1","abomomol-1","Osteoclast"
"abonfafi-1","abonfafi-1","Ery"
"abonjoji-1","abonjoji-1","Unk"
"aboojbcp-1","aboojbcp-1","PC"
"abpadbgp-1","abpadbgp-1","Unk"
"abpbcpck-1","abpbcpck-1","Unk"
"abpbhhck-1","abpbhhck-1","Ery"
"abpdogld-1","abpdogld-1","Ery"
"abpegefp-1","abpegefp-1","T_NK"
"abpgjpof-1","abpgjpof-1","T_NK"
"abplhegf-1","abplhegf-1","PC"
"abpmdilh-1","abpmdilh-1","Unk"
"abpobain-1","abpobain-1","Unk"
"acaaljln-1","acaaljln-1","Unk"
"acacibke-1","acacibke-1","Ery"
"acaconpa-1","acaconpa-1","Mono_MP"
"acaejeha-1","acaejeha-1","Unk"
