cell_id,group
fmbdbced-1,Late Myeloid
fmbdhbdg-1,Late Myeloid
fmbfbenh-1,Monocyte
fmbhcmmn-1,Pre-Pro B
fmbhhhod-1,Early Myeloid Progenitor
fmbhmloc-1,Osteo-MSC
fmbjailj-1,Plasma Cell
fmbjmfin-1,GMP
fmbjneml-1,Late Myeloid
fmbkleej-1,Ba/Eo/Ma
fmbljloi-1,GMP
fmbobpcf-1,GMP
fmboobdk-1,Monocyte
fmbpfnel-1,Pre-Pro B
fmcbakfh-1,Pre-B
fmcddjfh-1,GMP
fmcekigc-1,GMP
fmcfaknl-1,Late Myeloid
fmcffgnk-1,GMP
fmcgeajg-1,Neutrophil
fmchfeda-1,MEP
fmchhhpi-1,Late Myeloid
fmchpale-1,HSC
fmcjejjj-1,RBC
fmclbhhk-1,THY1+ MSC
fmcpncgl-1,Late Myeloid
fmdackdb-1,Monocyte
fmdbllgo-1,Late Myeloid
fmdedkcf-1,RBC
fmdfjccd-1,Neutrophil
fmdgnmgp-1,Adipo-MSC
fmdhaldg-1,RBC
fmdhbfcl-1,Pre-B
fmdjbhap-1,SEC
fmdjnopn-1,GMP
fmdjpack-1,Pro-B
fmdlejce-1,RBC
fmdmpmgn-1,MEP
fmdojcgd-1,Monocyte
fmdpmohj-1,Early Myeloid Progenitor
fmdpodke-1,Monocyte
fmebgmnm-1,Late Myeloid
fmeccdin-1,Pro-B
fmechhad-1,Adipo-MSC
fmecmgom-1,RBC
fmedbhdn-1,Late Myeloid
fmedlemk-1,Neutrophil
fmefgkld-1,Early Myeloid Progenitor
fmeflpef-1,RBC
fmejdppg-1,RBC
fmekadbp-1,Cycling HSPC
fmekmhhe-1,Pre-Pro B
fmekphgk-1,Late Myeloid
fmellmhk-1,Erythroblast
fmemmagm-1,Erythroblast
fmemoagn-1,Late Myeloid
fmemobjm-1,RBC
fmfbcblh-1,Late Myeloid
fmfbkfek-1,Mature B
fmfcnbdl-1,CD8+ T-Cell
fmfeflec-1,Late Myeloid
fmfepmgf-1,Erythroblast
fmfhcdjh-1,Late Myeloid
fmfihnlo-1,Late Myeloid
fmflpidm-1,Late Myeloid
fmfmdphg-1,RBC
fmfmfbal-1,Erythroblast
fmfocijc-1,Late Erythroid
fmfomgoo-1,Late Erythroid
fmgaagoa-1,Late Erythroid
fmgbbaba-1,Late Erythroid
fmgbkkjc-1,RBC
fmgbpajf-1,Neutrophil
fmgbpoad-1,Erythroblast
fmgcejnd-1,Late Myeloid
fmgdnell-1,RBC
fmgecoeo-1,Late Myeloid
fmghlelg-1,GMP
fmgjiifl-1,Erythroblast
fmgknham-1,Late Erythroid
fmgkoibd-1,Late Myeloid
fmgljhon-1,Neutrophil
fmgnabbk-1,Neutrophil
fmgnbnml-1,Neutrophil
fmgnfpee-1,Late Erythroid
fmgoceaj-1,Erythroblast
fmgocemc-1,Erythroblast
fmhaeadp-1,RBC
fmhbbdea-1,Erythroblast
fmhcnmpl-1,Late Erythroid
fmhdcgnk-1,Erythroblast
fmheabfg-1,Late Erythroid
fmhfbpdi-1,RBC
fmhfhhnc-1,RBC
fmhfinpd-1,Neutrophil
fmhfmfjm-1,Early Myeloid Progenitor
fmhgeaih-1,GMP
fmhgnfml-1,Pre-Pro B
fmhidmgf-1,Plasma Cell
fmhkfohj-1,Pre-Pro B
fmhkplia-1,RBC
fmhlahhe-1,Late Myeloid
fmhleeko-1,HSC
fmhmhphi-1,Pre-Pro B
fmhmobcf-1,Fibro-MSC
fmiamhhj-1,GMP
fmiapiml-1,Late Myeloid
fmibeghl-1,RBC
fmibkbld-1,Monocyte
fmiccbhe-1,Neutrophil
fmicfeoa-1,Erythroblast
fmifigha-1,Osteo-MSC
fmiglank-1,Late Myeloid
fmihfnnd-1,RBC
fmijddmg-1,RBC
fmilajge-1,MEP
fminbhnh-1,RBC
fminephf-1,Late Myeloid
fminmfbm-1,Mature B
fmiodlac-1,Pre-Pro B
fmipacih-1,Early Myeloid Progenitor
fmjaljki-1,Late Myeloid
fmjallio-1,Late Myeloid
fmjcjfnk-1,RBC
fmjdghaa-1,RBC
fmjefbkd-1,Late Myeloid
fmjennbp-1,RBC
fmjfcoii-1,Neutrophil
fmjhhkhk-1,GMP
fmjhhmad-1,Ba/Eo/Ma
fmjifdgp-1,THY1+ MSC
fmjipejj-1,Fibro-MSC
fmjkkafc-1,CLP
fmjlkfec-1,Erythroblast
fmjllfjf-1,Late Erythroid
fmjmgbhm-1,THY1+ MSC
fmjnebgp-1,Late Myeloid
fmjniieb-1,Late Myeloid
fmjomaja-1,Late Myeloid
fmjpapgh-1,VSMC
fmjpfmcc-1,RBC
fmkcehff-1,GMP
fmkcphdo-1,Fibro-MSC
fmkefoai-1,Early Myeloid Progenitor
fmkfffmg-1,Erythroblast
fmkgnnpk-1,RBC
fmkhlhmf-1,Neutrophil
fmkhogen-1,GMP
fmkikbee-1,Monocyte
fmkjaanj-1,Late Myeloid
fmkmlblj-1,Pro-B
fmkmokij-1,Fibro-MSC
fmkoomnn-1,Erythroblast
fmkpklhf-1,Plasma Cell
fmkpocap-1,Early Myeloid Progenitor
fmlanoaj-1,Neutrophil
fmlbekkn-1,Late Erythroid
fmlefdfc-1,RBC
fmlfdbmf-1,RBC
fmlfnjhc-1,Neutrophil
fmlhpgdm-1,Late Myeloid
fmljmgbo-1,Monocyte
fmlkebnn-1,Late Myeloid
fmlkhoek-1,Monocyte
fmlladkc-1,Early Myeloid Progenitor
fmlpocok-1,RBC
fmmaemdd-1,RBC
fmmbffkn-1,RBC
fmmcmmmm-1,Monocyte
fmmdgfea-1,Late Myeloid
fmmdplbb-1,Late Myeloid
fmmfejmb-1,Late Myeloid
fmmghdlk-1,Neutrophil
fmmghihc-1,Late Myeloid
fmmhceai-1,Late Erythroid
fmmicjmf-1,pDC
fmmiennf-1,RBC
fmmnbcad-1,Late Myeloid
fmmnckem-1,MEP
fmmnlccl-1,Erythroblast
fmmnmhho-1,Neutrophil
fmmpkiae-1,Late Myeloid
fmnacnch-1,Neutrophil
fmnaggmc-1,HSC
fmnbbiap-1,RBC
fmnbnhca-1,RBC
fmncdlpc-1,Neutrophil
fmnfkkeo-1,Late Myeloid
fmnhioan-1,Late Myeloid
fmnkfehh-1,Late Myeloid
fmnklkbm-1,Late Myeloid
fmnlblhe-1,Late Erythroid
fmnlemhk-1,Late Myeloid
fmnmgnem-1,Late Myeloid
fmnmhpgl-1,Monocyte
fmnnfilm-1,GMP
fmnpgeob-1,Neutrophil
fmnpojek-1,MEP
fmoadoem-1,APOD+ MSC
fmoapefe-1,Macrophages
fmociacm-1,Early Myeloid Progenitor
fmocnmho-1,RBC
fmofhbib-1,RBC
fmogcbaf-1,RBC
fmoiibnd-1,Early Myeloid Progenitor
fmokioje-1,RBC
fmolceah-1,Cycling HSPC
fmolgpfk-1,Pre-B
fmolhpck-1,Early Myeloid Progenitor
fmommiob-1,RBC
fmonpfic-1,Pro-B
fmopdolk-1,Late Myeloid
fmpdlbin-1,Late Myeloid
fmpgaaja-1,RBC
fmpjebge-1,RBC
fmpjmjbi-1,Neutrophil
fmpkhnkc-1,Late Myeloid
fmplbecl-1,RBC
fmpmkdgi-1,MEP
fmpoeknj-1,RBC
fnaaegih-1,Late Myeloid
fnaaiama-1,Late Myeloid
fnabjcac-1,Late Myeloid
fnaccpdg-1,RBC
fnafplpp-1,Late Myeloid
fnaghcaj-1,Late Myeloid
fnahcgoc-1,RBC
fnaiilgd-1,Late Erythroid
fnamcnah-1,Late Myeloid
fnamdagg-1,Pre-Pro B
fnammgij-1,Adipo-MSC
fnanfjgp-1,MEP
fnaocmaj-1,Late Erythroid
fnaodedc-1,RBC
fnaogkdn-1,RBC
fnapchan-1,Late Myeloid
fnbaccef-1,Late Myeloid
fnbbcmig-1,RBC
fnbbelin-1,Erythroblast
fnbcklid-1,RBC
fnbcldjb-1,Late Myeloid
fnbdbllj-1,Late Myeloid
fnbeldpo-1,Late Erythroid
fnbfkpml-1,Erythroblast
fnbfpnhn-1,RBC
fnbfpnmf-1,Erythroblast
fnbhcobi-1,Late Myeloid
fnbiffcn-1,Neutrophil
fnbjliap-1,Mature B
fnbkbcah-1,Osteoblast
fnbkbcea-1,Cycling HSPC
fnbkdbed-1,Adipo-MSC
fnbkfnmc-1,Osteo-MSC
fnbkpgma-1,Late Myeloid
fncdbpag-1,Pre-B
fncedeeb-1,Early Myeloid Progenitor
fnceilof-1,Late Erythroid
fncggdhl-1,APOD+ MSC
fnchcnbm-1,GMP
fnchgapm-1,Adipo-MSC
fnchiiih-1,Late Myeloid
fnciekdd-1,Late Erythroid
fnckenji-1,Erythroblast
fncklgha-1,Pre-Pro B
fncklppe-1,Early Myeloid Progenitor
fncnppni-1,RBC
fncoolla-1,Late Myeloid
fndapkab-1,RBC
fndblbdf-1,AEC
fndbodam-1,Late Myeloid
fndecomb-1,RBC
fndeopjf-1,Late Myeloid
fndffhbb-1,RBC
fndihhco-1,Neutrophil
fndjajbj-1,RBC
fndjhljd-1,Late Myeloid
fndjomfb-1,RBC
fndkgbpd-1,Monocyte
fndmemkp-1,RBC
fndmhkdj-1,Neutrophil
fndmknjl-1,RBC
fndnajpg-1,Cycling HSPC
fndncmmn-1,Cycling HSPC
fndnhdci-1,Erythroblast
fneancdn-1,Late Myeloid
fneapebi-1,Late Myeloid
fneeidfo-1,Late Myeloid
fnegmfge-1,GMP
fneikgap-1,Late Myeloid
fneinfed-1,Late Myeloid
fnellkin-1,RBC
fnempjig-1,Late Myeloid
fnenmifo-1,Early Myeloid Progenitor
fneokjag-1,Monocyte
fneonkek-1,Late Erythroid
fnepfmnc-1,Cycling HSPC
fneppigb-1,RBC
fnfaenef-1,RBC
fnfafhde-1,RBC
fnfakgeg-1,RBC
fnfcdblp-1,Erythroblast
fnfchnia-1,pDC
fnffhnik-1,Adipo-MSC
fnfhmmpg-1,Pre-Pro B
fnfieklo-1,Mature B
fnfjnmfd-1,Monocyte
fnfkcmnj-1,Fibro-MSC
fnflekal-1,APOD+ MSC
fnflgfea-1,Erythroblast
fnflomkh-1,RBC
fnfmlhih-1,Pre-Pro B
fnfnnljp-1,Ba/Eo/Ma
fnfoeeda-1,Ba/Eo/Ma
fnfpefgf-1,Osteo-MSC
fnfpipcm-1,Monocyte
fngaemho-1,Cycling HSPC
fngakcnj-1,Late Erythroid
fngbmccf-1,Neutrophil
fngchepg-1,pDC
fngdedll-1,Late Myeloid
fngfdkoe-1,Pro-B
fnggekdg-1,Mature B
fngggchl-1,Early Myeloid Progenitor
fnggmbik-1,RBC
fngieidp-1,Monocyte
fngkdpnb-1,RBC
fngmfdio-1,Mature B
fngmgopi-1,Fibro-MSC
fngmmdpc-1,Pre-B
fngnppjf-1,VSMC
fngocage-1,RBC
fngpipah-1,RBC
fnhecgcf-1,Pre-Pro B
fnhjahdk-1,Late Myeloid
fnhkjhkn-1,CD4+ T-Cell
fnhmkcmk-1,Macrophages
fnhngkhe-1,Fibro-MSC
fnhpgdga-1,HSC
fniaeiki-1,AEC
fniehimo-1,Early Myeloid Progenitor
fniepcfo-1,Monocyte
fniepjjh-1,THY1+ MSC
fnifbmkj-1,Neutrophil
fniffglp-1,GMP
fnifpnjn-1,Ba/Eo/Ma
fnigldkh-1,CLP
fnihgokh-1,pDC
fniicbbk-1,Pro-B
fniiglje-1,GMP
fniikgah-1,Monocyte
fniljagn-1,APOD+ MSC
fnilndgp-1,GMP
fnimnohp-1,pDC
fninccpi-1,Fibro-MSC
fnjbljmd-1,Cycling HSPC
fnjcacbf-1,Fibro-MSC
fnjccdkp-1,Mature B
fnjcibod-1,Fibro-MSC
fnjddeii-1,pDC
fnjdhojk-1,Monocyte
fnjdnckm-1,THY1+ MSC
fnjgdcmc-1,Neutrophil
fnjhgjjn-1,Pro-B
fnjlmmkj-1,RBC
fnjmbhol-1,Monocyte
fnkcanjf-1,RBC
fnkcmoin-1,Late Myeloid
fnkdcmmk-1,Plasma Cell
fnkehcdn-1,Ba/Eo/Ma
fnkgeadb-1,RBC
fnkgnlgc-1,Late Erythroid
fnkhpipn-1,RBC
fnkiolfc-1,RBC
fnklbkch-1,RBC
fnkmnndj-1,Fibro-MSC
fnlaagpi-1,RBC
fnlahhop-1,Late Erythroid
fnlapoag-1,RBC
fnlddkbk-1,Megakaryocyte
fnleoifp-1,Adipo-MSC
fnlgdocl-1,RBC
fnlghhpn-1,Fibro-MSC
fnlldhng-1,RBC
fnlmhbae-1,GMP
fnlmkifp-1,RBC
fnlonbjn-1,Late Erythroid
fnlpeclc-1,RBC
fnmbkfbe-1,RBC
fnmelipn-1,Plasma Cell
fnmfaioc-1,Adipo-MSC
fnmjebmn-1,Neutrophil
fnmkphlj-1,CD8+ T-Cell
fnmmijim-1,Pro-B
fnmmnmal-1,Megakaryocyte
fnnbhchc-1,Neutrophil
fnndeelo-1,Late Myeloid
fnndncpk-1,Ba/Eo/Ma
fnneecng-1,Megakaryocyte
fnnfmeab-1,Adipo-MSC
fnnfnjim-1,RBC
fnnglend-1,CD4+ T-Cell
fnnhfekj-1,Osteo-MSC
fnnlofnd-1,RBC
fnnmjchh-1,GMP
fnnmjigc-1,RBC
fnnnmmpk-1,Plasma Cell
fnnpcakk-1,Fibro-MSC
fnnplbej-1,RBC
fnnpmlea-1,Late Erythroid
fnoaklic-1,Late Erythroid
fnobmkeg-1,Megakaryocyte
fnodhfha-1,RBC
fnodjakj-1,GMP
fnoelajj-1,Late Myeloid
fnogdmod-1,GMP
fnogjjjo-1,GMP
fnohaamf-1,RBC
fnohebef-1,VSMC
fnojgcah-1,pDC
fnojlgng-1,Mature B
fnommodh-1,Mature B
fnomnoll-1,RBC
fnonipjg-1,Mature B
fnoogijm-1,Pre-B
fnpaahin-1,Monocyte
fnpalpbk-1,RBC
fnpbfmdp-1,Late Myeloid
fnpcohgo-1,Adipo-MSC
fnpdlelb-1,RBC
fnpeedpg-1,Neutrophil
fnpeikne-1,Ba/Eo/Ma
fnpfajln-1,Fibro-MSC
fnpflhgg-1,Adipo-MSC
fnpikgnh-1,Late Myeloid
fnpkcjfp-1,Macrophages
fnpmejpi-1,Fibro-MSC
fnppmdod-1,GMP
foaahiac-1,SEC
foabkpoh-1,RBC
foacadfi-1,Monocyte
foackahj-1,AEC
foacpdcc-1,AEC
foadfabd-1,RBC
foaiaiol-1,CLP
foaigamf-1,Early Myeloid Progenitor
foajcmci-1,AEC
foajgmfh-1,Fibro-MSC
foajnfep-1,Pro-B
foajnhkb-1,Neutrophil
foakcijm-1,GMP
foakdiib-1,Pro-B
foaljjci-1,Cycling HSPC
foaonloi-1,APOD+ MSC
foapcfjn-1,Late Myeloid
fobahbib-1,GMP
fobcbnpc-1,Monocyte
fobccfil-1,HSC
fobemoba-1,Adipo-MSC
fobfocai-1,GMP
fobhclme-1,Cycling HSPC
fobhjfob-1,Adipo-MSC
fobidibh-1,RBC
fobkgmep-1,pDC
fobkpfcj-1,CD8+ T-Cell
fobljgcd-1,Fibro-MSC
fobmnoco-1,THY1+ MSC
fobnccng-1,Adipo-MSC
fobnelhh-1,THY1+ MSC
focbblhn-1,THY1+ MSC
foccionj-1,Pre-B
focdnlmf-1,Late Myeloid
foceclnf-1,Late Myeloid
focfamaf-1,Osteoblast
focfidgm-1,Late Myeloid
focgnfoh-1,Monocyte
fochmhfh-1,Early Myeloid Progenitor
fochnoph-1,GMP
focjiabj-1,Ba/Eo/Ma
focjjbdj-1,Pre-Pro B
focmfmkf-1,Pre-B
focnhaag-1,Late Myeloid
fodcfdfh-1,AEC
fodhijnl-1,Neutrophil
fodijccf-1,Pre-B
fodjloho-1,THY1+ MSC
fodjmcpo-1,Neutrophil
fodkkpmf-1,Pro-B
fodnlifm-1,Cycling HSPC
fodpfcpb-1,GMP
foealbpo-1,pDC
foeaoblj-1,GMP
foebblpm-1,GMP
foebhdfl-1,RBC
foebkjno-1,THY1+ MSC
foefcbaj-1,Pre-Pro B
foeffccd-1,Early Myeloid Progenitor
foegahii-1,Macrophages
foehagoh-1,Pre-B
foehmako-1,Pre-B
foejihan-1,Ba/Eo/Ma
foekinoa-1,Ba/Eo/Ma
foendfoi-1,SEC
foenhbif-1,GMP
foepeibj-1,GMP
foephhaf-1,Ba/Eo/Ma
fofddddg-1,Monocyte
fofedemk-1,RBC
fofeehef-1,Late Myeloid
fofelaca-1,RBC
fofggcbp-1,CLP
fofgogoe-1,Neutrophil
fofhfkob-1,CD8+ T-Cell
fofkbdjg-1,Pre-Pro B
foflgnnp-1,Fibro-MSC
foflodkm-1,Fibro-MSC
fofmagbg-1,RBC
fofmkjll-1,GMP
fofmldih-1,Monocyte
fofnejle-1,Fibro-MSC
fofnochi-1,SEC
fofocjkk-1,RBC
fofohhig-1,SEC
fofoifoa-1,Late Erythroid
fofpnpfk-1,Cycling HSPC
fogbmalf-1,Neutrophil
fogchaig-1,Pro-B
fogdegaf-1,Late Erythroid
fogdppdl-1,Adipo-MSC
fogfbppn-1,Plasma Cell
foggdmod-1,RBC
foghkoao-1,MEP
fogjpcdn-1,Late Myeloid
fogmniho-1,Neutrophil
fogofhmi-1,Adipo-MSC
fohaghhh-1,MEP
fohcacpo-1,RBC
fohdbjhh-1,Osteoblast
foheiidj-1,Pro-B
fohfphea-1,Fibro-MSC
fohgflnm-1,THY1+ MSC
fohhccpo-1,Cycling HSPC
fohhcjng-1,GMP
fohiagjk-1,THY1+ MSC
fohiflbd-1,Plasma Cell
fohilfdf-1,Neutrophil
fohjiohm-1,Neutrophil
fohjlelc-1,Fibro-MSC
fohjoidl-1,RBC
fohkffcl-1,Early Myeloid Progenitor
fohkmjkg-1,THY1+ MSC
fohkphhm-1,GMP
fohlndeo-1,Pre-B
fohmanlo-1,RBC
fohmohjd-1,GMP
fohnbkmg-1,Pro-B
fohnjcce-1,RBC
fohpkpdl-1,CD8+ T-Cell
foiakkle-1,Late Erythroid
foibnpln-1,Plasma Cell
foibpdid-1,RBC
foicbelp-1,Plasma Cell
foigenkj-1,RBC
foiifmma-1,Plasma Cell
foilbncm-1,Ba/Eo/Ma
foimapke-1,Late Erythroid
foiojfbi-1,RBC
fojadmak-1,Fibro-MSC
fojagadd-1,Plasma Cell
fojalfma-1,CD4+ T-Cell
fojfdbbe-1,RBC
fojffopa-1,AEC
fojickaf-1,APOD+ MSC
fojilpnh-1,Plasma Cell
fojjgcpo-1,CD4+ T-Cell
fojkidjl-1,Cycling HSPC
fojlckli-1,GMP
fojledon-1,CD8+ T-Cell
fojlekmk-1,Late Myeloid
fojlgnnl-1,Pro-B
fojncndm-1,Plasma Cell
fojnlnho-1,Early Myeloid Progenitor
fojpldoe-1,GMP
fokfaoal-1,Pre-Pro B
fokhlefi-1,Late Myeloid
fokhlphf-1,Late Myeloid
fokikehe-1,GMP
fokjpahb-1,RBC
foklmljk-1,Fibro-MSC
fokmkeji-1,Monocyte
fokmmfbf-1,Plasma Cell
fokndgmp-1,Neutrophil
foknfjpi-1,Adipo-MSC
fokojpmd-1,Plasma Cell
fokonefl-1,Pre-Pro B
fokophif-1,RBC
fokpljmo-1,SEC
folafmjm-1,Cycling HSPC
folccpee-1,Neutrophil
foldahbm-1,Fibro-MSC
folddnlc-1,Neutrophil
folgedbo-1,Monocyte
folgjcbj-1,Pre-Pro B
folkfhdk-1,THY1+ MSC
folkmhej-1,Monocyte
follcgog-1,RBC
folpbigh-1,RBC
folpkmdf-1,Neutrophil
fomafafp-1,Monocyte
fombcnfc-1,Neutrophil
fombffjo-1,CLP
fomcafkl-1,Late Myeloid
fomckfhe-1,CLP
fomdjefo-1,Late Myeloid
fomeaged-1,pDC
fomehklo-1,CD8+ T-Cell
fomjafpm-1,Macrophages
fomjkmbe-1,Adipo-MSC
fomlbjdc-1,RBC
fompacma-1,Pre-Pro B
fompknfo-1,Late Myeloid
fonddkge-1,Late Myeloid
foneebog-1,Late Myeloid
fongbfan-1,Fibro-MSC
fonijfea-1,Ba/Eo/Ma
fonjpldb-1,CLP
fonklbbf-1,THY1+ MSC
fonnamgk-1,Late Myeloid
fooaflee-1,CLP
foobncbb-1,RBC
foocdnjm-1,GMP
foochhjb-1,Fibro-MSC
foodpibc-1,Monocyte
fooeapeg-1,GMP
foofdmce-1,Osteoblast
fooflckm-1,Pre-B
foofoofo-1,GMP
foogaaid-1,Macrophages
foohlmjb-1,Osteo-MSC
fooiepac-1,RBC
fooimlog-1,Pre-Pro B
fookepjk-1,RBC
fooknnfg-1,Neutrophil
fooliehj-1,Monocyte
foolijld-1,Neutrophil
foolnfig-1,MEP
foomoefg-1,Plasma Cell
foondmem-1,Plasma Cell
foopjibi-1,Adipo-MSC
fopanlpg-1,Pre-B
fopcaddn-1,Late Erythroid
fopcpfbd-1,RBC
fopfcfpb-1,RBC
fopfgdcl-1,RBC
fopfgpfc-1,CD8+ T-Cell
fopfjbgn-1,Late Erythroid
fopfoild-1,HSC
fophmadm-1,GMP
fopidohc-1,Fibro-MSC
fopilpil-1,Late Myeloid
fopjfpld-1,Pre-Pro B
fopjphgj-1,Ba/Eo/Ma
foplecbd-1,Pre-Pro B
foplkekc-1,Late Myeloid
fopmkhji-1,Erythroblast
fopnkhfc-1,Monocyte
fopnokgp-1,Neutrophil
foponidk-1,SEC
fopppgef-1,MEP
fpacbfpa-1,SEC
fpaegbof-1,Late Myeloid
fpaeigof-1,Erythroblast
fpafabhp-1,Erythroblast
fpafpdab-1,RBC
fpagdmjk-1,RBC
fpahnbkh-1,Late Myeloid
fpaikndc-1,CD4+ T-Cell
fpalgbip-1,Pre-B
fpaljdno-1,RBC
fpallilf-1,Cycling HSPC
fpamoldd-1,Pro-B
fpanhmjg-1,CD8+ T-Cell
fpanmbgf-1,Plasma Cell
fpapbgob-1,CD8+ T-Cell
fpbbjbnn-1,Fibro-MSC
fpbcnmnp-1,CD8+ T-Cell
fpbdhaie-1,RBC
fpbeaanp-1,RBC
fpbebnlk-1,Cycling HSPC
fpbekmbh-1,RBC
fpbennba-1,Mature B
fpbfcmcd-1,RBC
fpbghipi-1,Pro-B
fpbhdecd-1,GMP
fpbhohbb-1,RBC
fpbjaohh-1,RBC
fpbjclef-1,MEP
fpbklejo-1,Ba/Eo/Ma
fpblfocg-1,Pre-B
fpbnbdgh-1,RBC
fpbolhcg-1,Pre-Pro B
fpcakbkd-1,Fibro-MSC
fpcapmhp-1,Monocyte
fpcbepnm-1,Cycling HSPC
fpccomgj-1,Mature B
fpcddkho-1,GMP
fpcdmidi-1,APOD+ MSC
fpceblil-1,GMP
fpcehoia-1,Pre-Pro B
fpcgndfe-1,CLP
fpchdoml-1,GMP
fpchekhk-1,Fibro-MSC
fpckmckg-1,GMP
fpckmlid-1,Late Myeloid
fpcnjbbo-1,GMP
fpcnnfna-1,Ba/Eo/Ma
fpcoglcf-1,Pro-B
fpdanchi-1,pDC
fpdbfabp-1,RBC
fpdbhbfj-1,Fibro-MSC
fpdbmjoh-1,pDC
fpdcfcna-1,Osteo-MSC
fpddlamh-1,Late Myeloid
fpdekmmj-1,Cycling HSPC
fpdimgib-1,GMP
fpdjkmkg-1,SEC
fpdklnnm-1,Pre-B
fpdleoil-1,Late Myeloid
fpdlfdhb-1,RBC
fpdlmijh-1,HSC
fpdmceid-1,RBC
fpdmebog-1,Late Myeloid
fpdmfdmc-1,Late Erythroid
fpdmicmd-1,Late Erythroid
fpdoegno-1,RBC
fpdpcgic-1,Late Erythroid
fpdpfemj-1,Late Myeloid
fpdpjcik-1,RBC
fpedcldn-1,Plasma Cell
fpedlkkd-1,CLP
fpeepnej-1,Neutrophil
fpeflgni-1,Late Myeloid
fpehmjoh-1,THY1+ MSC
fpeifccf-1,RBC
fpeimlem-1,RBC
fpejhmpo-1,RBC
fpekbeaj-1,GMP
fpepnofg-1,pDC
fpfbkhbl-1,THY1+ MSC
fpfdglip-1,GMP
fpfeckje-1,Adipo-MSC
fpfhaabl-1,GMP
fpfhkdll-1,Adipo-MSC
fpfhobel-1,Late Myeloid
fpfidknj-1,Macrophages
fpfikkjk-1,Late Myeloid
fpfipjfo-1,Pre-Pro B
fpfjjcha-1,Late Erythroid
fpfkecmc-1,RBC
fpfmdhfo-1,CLP
fpfnbaid-1,pDC
fpfoknjc-1,RBC
fpgbhjkh-1,Late Erythroid
fpgcpfgi-1,Mature B
fpgdfgch-1,Early Myeloid Progenitor
fpgeoieg-1,Late Myeloid
fpggchio-1,Late Myeloid
fpggfeal-1,RBC
fpgkikbe-1,Erythroblast
fpgkkjbp-1,CD8+ T-Cell
fpgkknkf-1,Macrophages
fpgocgog-1,RBC
fpgocohh-1,RBC
fpgpakij-1,Neutrophil
fphcgijn-1,Late Myeloid
fphfokba-1,Fibro-MSC
fphgonai-1,RBC
fphkifin-1,RBC
fphkjdkd-1,Cycling HSPC
fphlbhip-1,Monocyte
fphlpjgf-1,HSC
fphmhifi-1,Neutrophil
fphmmcid-1,Late Erythroid
fphopmfd-1,RBC
fpiabapo-1,RBC
fpianjhh-1,Pre-B
fpieiimn-1,Late Erythroid
fpigdndd-1,Neutrophil
fpiipjjj-1,Late Myeloid
fpiknjpe-1,Pre-B
fpilhgbm-1,Late Myeloid
fpimandj-1,RBC
fpingppd-1,Ba/Eo/Ma
fpjakmaa-1,RBC
fpjcmpmp-1,RBC
fpjcncfe-1,Late Myeloid
fpjepamo-1,Neutrophil
fpjfgdhn-1,Late Myeloid
fpjgbafp-1,Late Myeloid
fpjihoff-1,CD4+ T-Cell
fpjkfhdp-1,CLP
fpjkpiae-1,Late Myeloid
fpjmanle-1,Mature B
fpjmapji-1,APOD+ MSC
fpjncifm-1,MEP
fpjneoml-1,RBC
fpjnhaep-1,Late Myeloid
fpjnidfn-1,RBC
fpjnponb-1,Late Myeloid
fpkahkon-1,Fibro-MSC
fpkbclpj-1,RBC
fpkbemcm-1,Late Myeloid
fpkcnfhk-1,Monocyte
fpkdbnmj-1,Plasma Cell
fpkdegih-1,CD4+ T-Cell
fpkejpec-1,Monocyte
fpkfiibn-1,Plasma Cell
fpkjmded-1,Late Myeloid
fpklfkfi-1,RBC
fpkmggio-1,Neutrophil
fpknkifg-1,RBC
fplbabfp-1,Fibro-MSC
fplcgmkg-1,THY1+ MSC
fpldlgcj-1,Pro-B
fpleecic-1,Adipo-MSC
fplfljbj-1,Adipo-MSC
fplfpnlc-1,Ba/Eo/Ma
fplghpaf-1,CD4+ T-Cell
fplgodkh-1,RBC
fplhpfdc-1,MEP
fpligadl-1,Mature B
fplijhic-1,Cycling HSPC
fpljfgon-1,Late Myeloid
fplkemaf-1,RBC
fplmahdd-1,Mature B
fplmfkec-1,pDC
fplpngjp-1,RBC
fplppmhj-1,Pro-B
fpmaahji-1,SEC
fpmcnikh-1,AEC
fpmegoag-1,APOD+ MSC
fpmffonl-1,Neutrophil
fpmgfjni-1,GMP
fpmichmc-1,Plasma Cell
fpmmabfb-1,Neutrophil
fpmniecm-1,Neutrophil
fpmokgde-1,APOD+ MSC
fpmopboa-1,Pre-B
fpmpbmkc-1,Late Myeloid
fpnclbkd-1,CLP
fpndiflk-1,RBC
fpndjpnh-1,Neutrophil
fpnfdebi-1,Late Myeloid
fpnfhenl-1,Mature B
fpnfmfah-1,Late Myeloid
fpngbbog-1,Pre-Pro B
fpnglncc-1,Mature B
fpnhbbjl-1,Fibro-MSC
fpnifiih-1,Mature B
fpnijoln-1,Ba/Eo/Ma
fpnknmlc-1,Pre-B
fpnnaalo-1,RBC
fpnoakjc-1,RBC
fpnocobo-1,Monocyte
fpoapkpe-1,Neutrophil
fpobcmmb-1,Pro-B
fpodaodl-1,MEP
fpoddhhe-1,RBC
fpoddoib-1,Late Erythroid
fpodfafk-1,Mature B
fpofebmb-1,Late Erythroid
fpofmkbl-1,THY1+ MSC
fpogobph-1,Plasma Cell
