cell_id,group
cdhkaokf-1,Late Myeloid
cdhmefdd-1,Late Myeloid
cdhnjffk-1,Late Myeloid
cdhobada-1,Late Myeloid
cdiacbcp-1,Monocyte
cdiaecbp-1,RBC
cdiagico-1,Adipo-MSC
cdibdikc-1,Pro-B
cdideajk-1,Cycling HSPC
cdieggib-1,Early Myeloid Progenitor
cdiflojd-1,Late Myeloid
cdigpcbl-1,GMP
cdiipnoj-1,Early Myeloid Progenitor
cdijiaea-1,Cycling HSPC
cdinhpfp-1,Pro-B
cdinohcc-1,Late Erythroid
cdioabmd-1,Pre-Pro B
cdioadgp-1,Late Myeloid
cdipnnpa-1,GMP
cdjbocno-1,Early Myeloid Progenitor
cdjcmcoe-1,Monocyte
cdjdmjjo-1,Late Myeloid
cdjdmncc-1,Late Myeloid
cdjghama-1,Late Myeloid
cdjikdai-1,GMP
cdjjbejj-1,Late Myeloid
cdjjbmfo-1,Late Myeloid
cdjjdjkf-1,GMP
cdjjfbik-1,Late Myeloid
cdjjiofl-1,Early Myeloid Progenitor
cdjkplgp-1,Late Myeloid
cdjofolj-1,Adipo-MSC
cdjolljk-1,Late Myeloid
cdjolnmb-1,RBC
cdkadljc-1,Late Myeloid
cdkbifoi-1,APOD+ MSC
cdkbnmop-1,Cycling HSPC
cdkcblif-1,Early Myeloid Progenitor
cdkfeenc-1,Neutrophil
cdkghlef-1,Ba/Eo/Ma
cdkifpbp-1,GMP
cdkjnmhf-1,CLP
cdkklebf-1,GMP
cdklhmfg-1,GMP
cdklpnga-1,GMP
cdknddkl-1,GMP
cdknjiec-1,GMP
cdlbajlm-1,Early Myeloid Progenitor
cdlbegif-1,Osteo-MSC
cdldmehe-1,GMP
cdldokgj-1,Early Myeloid Progenitor
cdlfghge-1,Early Myeloid Progenitor
cdlfknio-1,GMP
cdlgccem-1,Early Myeloid Progenitor
cdlhadan-1,Early Myeloid Progenitor
cdlkjgmf-1,GMP
cdllglji-1,Neutrophil
cdlnpekm-1,Monocyte
cdloenhm-1,GMP
cdlohkfp-1,GMP
cdmbbego-1,GMP
cdmbngnc-1,Early Myeloid Progenitor
cdmcgapn-1,Late Erythroid
cdmehhfn-1,Osteo-MSC
cdmgclak-1,GMP
cdmlfjnb-1,APOD+ MSC
cdmogpdm-1,CD4+ T-Cell
cdmokfom-1,Cycling HSPC
cdmpieeb-1,Pre-B
cdnaipjd-1,GMP
cdnbjnle-1,RBC
cdnbnfoi-1,GMP
cdncechc-1,Neutrophil
cdncgagc-1,SEC
cdnfbado-1,Monocyte
cdnfifkj-1,CD8+ T-Cell
cdngfgnf-1,pDC
cdngkcfn-1,RBC
cdngkeig-1,Erythroblast
cdngkipi-1,Late Erythroid
cdnhieim-1,Late Erythroid
cdnkfblp-1,RBC
cdnkjeck-1,Plasma Cell
cdnmgfad-1,GMP
cdnmhadm-1,Late Erythroid
cdnmhalg-1,GMP
cdnmkinm-1,SEC
cdnnhajc-1,Late Myeloid
cdnnjanh-1,Early Myeloid Progenitor
cdnpccfm-1,Fibro-MSC
cdnpcdfi-1,GMP
cdoaablj-1,THY1+ MSC
cdoandad-1,CD8+ T-Cell
cdobdclb-1,Adipo-MSC
cdoflpfb-1,THY1+ MSC
cdoghfba-1,Adipo-MSC
cdoieekd-1,Pre-B
cdoipnhh-1,Cycling HSPC
cdolmmhm-1,Osteo-MSC
cdombalb-1,Pre-Pro B
cdoohlni-1,Ba/Eo/Ma
cdopmfdn-1,Pro-B
cdpaobhp-1,Cycling HSPC
cdpgealn-1,Ba/Eo/Ma
cdphhokj-1,Adipo-MSC
cdpiiepn-1,Cycling HSPC
cdpiioop-1,Late Myeloid
cdpilkac-1,GMP
cdpkiefg-1,CD8+ T-Cell
cdpkpakd-1,GMP
cdplmgfh-1,Late Erythroid
cdpmcjho-1,RBC
cdpmihin-1,Late Myeloid
cdpmkcal-1,Early Myeloid Progenitor
cdppcgcg-1,RBC
cdppiofm-1,Late Erythroid
ceaaknlf-1,RBC
ceahckfb-1,Neutrophil
cealipjm-1,Late Myeloid
ceamjlia-1,Late Myeloid
ceandkoo-1,Late Erythroid
ceanibhm-1,Cycling HSPC
cebapodl-1,Neutrophil
cebapohj-1,Neutrophil
cebdfedj-1,GMP
cebdojjf-1,Late Myeloid
cebeeblp-1,Early Myeloid Progenitor
cebfcfpo-1,Early Myeloid Progenitor
cebgflfi-1,Early Myeloid Progenitor
cebgmpjp-1,GMP
cebgoohl-1,Late Myeloid
cebhehka-1,Late Erythroid
cebhppjd-1,Late Myeloid
cebjhedd-1,RBC
ceblgogm-1,Late Erythroid
ceblkdge-1,Macrophages
ceblmpnf-1,Early Myeloid Progenitor
cebmhogj-1,Early Myeloid Progenitor
cebmignd-1,GMP
cebmnfin-1,Late Erythroid
cebmoamm-1,Late Myeloid
cebndmap-1,Late Erythroid
cebpdfjk-1,Late Erythroid
cebpkiob-1,Late Myeloid
cecbfmhg-1,CLP
cecciilk-1,GMP
cecdddhe-1,Erythroblast
cecelbne-1,Late Erythroid
cecgihha-1,Pro-B
cecgpbdd-1,MEP
cecikicp-1,Early Myeloid Progenitor
cecjbklf-1,Ba/Eo/Ma
ceckhhdd-1,RBC
ceclcnnn-1,Erythroblast
cecmabdg-1,Late Erythroid
cecmmkfn-1,Erythroblast
cecnobmf-1,Monocyte
cecokejd-1,Late Erythroid
cecooemg-1,RBC
cedbdlok-1,Monocyte
cedeldib-1,Neutrophil
cedfollj-1,RBC
cedmiihg-1,Late Erythroid
cedolpkh-1,RBC
ceedbmdn-1,Plasma Cell
ceedhjbh-1,RBC
ceeffcfd-1,RBC
ceehfceb-1,Ba/Eo/Ma
ceeinima-1,Neutrophil
ceekapgn-1,Late Erythroid
ceelfjjj-1,Late Myeloid
ceellajd-1,Late Myeloid
ceellopb-1,Early Myeloid Progenitor
ceenlhba-1,GMP
ceeofgeo-1,Neutrophil
ceepemle-1,Late Myeloid
cefafaln-1,Macrophages
cefcepif-1,Late Myeloid
cefcmfch-1,Early Myeloid Progenitor
cefhalaa-1,RBC
cefhpnol-1,Late Myeloid
cefijigl-1,Late Myeloid
cefikbed-1,Late Myeloid
cefimboc-1,THY1+ MSC
cefjhcmo-1,RBC
cefkcpoh-1,RBC
cefkenki-1,RBC
cefkpdif-1,Monocyte
cefmcieo-1,THY1+ MSC
cefnplgl-1,THY1+ MSC
cefogpop-1,Late Erythroid
cefomflg-1,Late Myeloid
cegajcnm-1,Macrophages
cegcakem-1,APOD+ MSC
cegdgbfa-1,Megakaryocyte
cegdijdh-1,Megakaryocyte
cegdjeln-1,Early Myeloid Progenitor
cegdmmgc-1,Megakaryocyte
ceghfobl-1,GMP
ceghlihj-1,RBC
cegiemfh-1,Early Myeloid Progenitor
cegifnna-1,CD4+ T-Cell
cegjcdnb-1,pDC
cegjcgni-1,Ba/Eo/Ma
cegknjma-1,GMP
cegnalhj-1,Late Myeloid
cegnfcij-1,Pro-B
cegnkebn-1,Megakaryocyte
cegoagep-1,Early Myeloid Progenitor
cegokgfh-1,Late Erythroid
cegonplk-1,Pre-Pro B
cegpdagn-1,Late Myeloid
cehafjmn-1,Late Myeloid
cehbgdhn-1,Late Erythroid
cehcodka-1,Cycling HSPC
cehdbmnj-1,Pro-B
cehddncj-1,Pro-B
cehgilgp-1,Early Myeloid Progenitor
cehhmjbd-1,Pro-B
cehibdha-1,THY1+ MSC
cehikanf-1,Late Myeloid
cehkplea-1,MEP
cehlicaf-1,Late Myeloid
cehmaedf-1,Late Myeloid
cehmciei-1,Late Myeloid
cehmmcmk-1,Early Myeloid Progenitor
cehmmhhb-1,Late Myeloid
cehpimpf-1,Late Myeloid
ceiaadnn-1,Pro-B
ceiaiafc-1,MEP
ceiamhdp-1,Pro-B
ceibcmpf-1,Late Myeloid
ceifdppa-1,Neutrophil
ceifohdb-1,Monocyte
ceihobbd-1,Early Myeloid Progenitor
ceijnpch-1,RBC
ceikbilb-1,Late Myeloid
ceildlok-1,Osteoblast
ceioajmg-1,GMP
cejaipgp-1,Fibro-MSC
cejaohaf-1,Neutrophil
cejbknfp-1,Early Myeloid Progenitor
cejeablj-1,Late Myeloid
cejffchj-1,Cycling HSPC
cejfmikm-1,Early Myeloid Progenitor
cejgcjnd-1,Early Myeloid Progenitor
cejgfoeb-1,GMP
cejhdiga-1,GMP
cejhninb-1,GMP
cejhnlad-1,Late Myeloid
cejicibd-1,Cycling HSPC
cejiejok-1,Osteoblast
cejjnnpn-1,Early Myeloid Progenitor
cejjoopl-1,Late Erythroid
cejlohhf-1,Fibro-MSC
cejmbaoh-1,Erythroblast
cejnlhme-1,Monocyte
cejphpif-1,GMP
cekageoe-1,Mature B
cekbdikh-1,RBC
cekcbhic-1,Neutrophil
cekcndpo-1,Pre-Pro B
cekcpjpp-1,RBC
cekdmmeg-1,RBC
cekeecda-1,Late Myeloid
cekfijjd-1,MEP
cekfjjpk-1,Late Myeloid
cekhmhol-1,GMP
cekibkhf-1,Pro-B
cekilpoh-1,Adipo-MSC
cekljbgn-1,Late Erythroid
ceknfkbp-1,RBC
cekngdkl-1,RBC
ceknjjgc-1,THY1+ MSC
celakgpk-1,RBC
celbedkl-1,Fibro-MSC
celckhbi-1,MEP
celebchb-1,RBC
celfbddn-1,Osteoblast
celfialg-1,Fibro-MSC
celfldkn-1,Pro-B
celgojed-1,MEP
celiokml-1,GMP
celjdadk-1,Late Myeloid
celjkoco-1,GMP
celjmpkm-1,RBC
celmjlhn-1,Early Myeloid Progenitor
celmmfco-1,GMP
celndhaj-1,Pro-B
celnmljg-1,Fibro-MSC
celobicg-1,GMP
celoecic-1,RBC
celohpog-1,Erythroblast
celpjkho-1,Neutrophil
celpobal-1,Neutrophil
cembabel-1,GMP
cembfkgb-1,Early Myeloid Progenitor
cemcljfe-1,Osteo-MSC
cemeaklh-1,RBC
cemeiiem-1,RBC
cemgjhge-1,CLP
cemgpaai-1,Erythroblast
cemhdoli-1,Cycling HSPC
ceminlap-1,Mature B
cemncdoj-1,RBC
cempekmb-1,RBC
cempjeel-1,Late Erythroid
cenapeng-1,Pre-Pro B
cenbccdf-1,RBC
cengnpnm-1,Monocyte
cenhgpob-1,RBC
ceninlnc-1,Mature B
cenjbdcm-1,RBC
cenkkhkh-1,Neutrophil
cenkmalc-1,Monocyte
cennfikp-1,Late Erythroid
cenoidim-1,RBC
cenpefkk-1,Late Myeloid
ceoalngk-1,Cycling HSPC
ceobaedi-1,THY1+ MSC
ceobndhb-1,GMP
ceocfnic-1,Late Myeloid
ceocgkkm-1,Ba/Eo/Ma
ceoejifa-1,Ba/Eo/Ma
ceoeplee-1,RBC
ceofebbm-1,MEP
ceoigemj-1,Neutrophil
ceoigfgd-1,SEC
ceoigifa-1,RBC
ceoippcb-1,APOD+ MSC
ceoliebc-1,Adipo-MSC
ceomjope-1,Monocyte
ceoofnpl-1,RBC
ceopichf-1,Late Myeloid
ceopknod-1,Late Myeloid
cepabdjg-1,Erythroblast
cepaghdc-1,Erythroblast
cepaocgd-1,Late Myeloid
cepbflmi-1,Plasma Cell
cepbiifi-1,Early Myeloid Progenitor
cepdckld-1,Early Myeloid Progenitor
cephlaed-1,RBC
ceplikcn-1,Plasma Cell
cepllckf-1,THY1+ MSC
ceplmlkp-1,VSMC
cepnaeal-1,Pro-B
cepnnkpb-1,Pro-B
cfaaajag-1,Adipo-MSC
cfaaidld-1,GMP
cfaanpfi-1,RBC
cfabclnc-1,Early Myeloid Progenitor
cfacdabg-1,Pre-B
cfackgen-1,RBC
cfadidkd-1,Erythroblast
cfafamph-1,Late Erythroid
cfafphfd-1,Late Myeloid
cfahihpe-1,GMP
cfaiofea-1,RBC
cfajbkkm-1,RBC
cfajenjo-1,RBC
cfajhbpi-1,GMP
cfalgjdj-1,APOD+ MSC
cfanicfb-1,Pre-Pro B
cfaojhka-1,RBC
cfbceipf-1,Late Myeloid
cfbdoalh-1,CD4+ T-Cell
cfbgipoa-1,RBC
cfbgkehj-1,Pre-B
cfbhegap-1,RBC
cfbiijpm-1,Late Myeloid
cfbkbndp-1,Early Myeloid Progenitor
cfbkdefm-1,GMP
cfblpchi-1,GMP
cfbmcahn-1,Ba/Eo/Ma
cfbmhekf-1,GMP
cfbnknic-1,Pre-Pro B
cfbnoehi-1,Monocyte
cfcaphli-1,GMP
cfcbbbcm-1,Neutrophil
cfcfofgp-1,RBC
cfcfpkhj-1,Late Myeloid
cfcgjecp-1,Fibro-MSC
cfckkpoa-1,pDC
cfdcbaea-1,Early Myeloid Progenitor
cfdcddcl-1,Neutrophil
cfdfmiie-1,Late Myeloid
cfdgnlpc-1,GMP
cfdgojkn-1,Early Myeloid Progenitor
cfdhbhok-1,GMP
cfdhckeh-1,Early Myeloid Progenitor
cfdhpmka-1,Late Myeloid
cfdikmca-1,RBC
cfdinggo-1,Late Myeloid
cfdjodmd-1,GMP
cfdkjofi-1,Monocyte
cfdnekgk-1,Pre-B
cfdpeeen-1,Pre-B
cfdpkkih-1,Pre-Pro B
cfdpmjak-1,RBC
cfeagmfh-1,Pre-B
cfebcbpj-1,RBC
cfecoecb-1,CD8+ T-Cell
cfeedkdn-1,RBC
cfeepihn-1,RBC
cfeglbnc-1,Pre-B
cfejmbbp-1,Fibro-MSC
cfelgnfc-1,RBC
cfelmeho-1,RBC
cfemfccc-1,RBC
cfeocdpc-1,RBC
cfeocpdj-1,RBC
cfeohbhi-1,RBC
cfeoknai-1,RBC
cffbanla-1,Early Myeloid Progenitor
cffbbgmi-1,Fibro-MSC
cffblpgc-1,Neutrophil
cffeakpd-1,GMP
cffecapj-1,CD8+ T-Cell
cfffmoig-1,GMP
cffgimmn-1,Fibro-MSC
cffhlabk-1,Ba/Eo/Ma
cffjhfen-1,Late Myeloid
cffjidbe-1,Late Myeloid
cffjmmdh-1,RBC
cffkkfoj-1,Mature B
cfflhhaa-1,Osteoblast
cfflobaj-1,Late Myeloid
cffmpdbf-1,Fibro-MSC
cffnjacf-1,GMP
cffpibnc-1,CD8+ T-Cell
cfgbijch-1,CD4+ T-Cell
cfgcjjbb-1,RBC
cfgcnlgh-1,RBC
cfgdecgf-1,RBC
cfgegabp-1,RBC
cfgflpff-1,Pre-B
cfggijmg-1,Late Myeloid
cfggmjka-1,MEP
cfghdgbp-1,GMP
cfghfkoj-1,Early Myeloid Progenitor
cfgkcfpl-1,Adipo-MSC
cfgmficm-1,Ba/Eo/Ma
cfhbdjia-1,RBC
cfhchapn-1,Ba/Eo/Ma
cfhddgnm-1,Cycling HSPC
cfhflmpf-1,Late Myeloid
cfhgaial-1,Late Myeloid
cfhifijb-1,GMP
cfhjkgpg-1,Monocyte
cfhjkpjl-1,THY1+ MSC
cfhjnjgf-1,Pro-B
cfhjnoki-1,Late Myeloid
cfhklnja-1,RBC
cfhmdggh-1,Late Myeloid
cfhmhcko-1,HSC
cfhmnajg-1,Osteoblast
cfhnglco-1,Late Myeloid
cfhnklei-1,Monocyte
cfhoghpc-1,RBC
cfhpdofj-1,Neutrophil
cfhpfpbl-1,Mature B
cfhplklb-1,Fibro-MSC
cfibehfk-1,Adipo-MSC
cfibpihm-1,Fibro-MSC
cfiedhjh-1,Late Erythroid
cfiflngn-1,GMP
cfihmkjp-1,THY1+ MSC
cfijkknf-1,Ba/Eo/Ma
cfikcllc-1,Late Myeloid
cfikfgho-1,GMP
cfiklfmb-1,Late Myeloid
cfimalnm-1,Macrophages
cfimdegk-1,pDC
cfimkccm-1,RBC
cfiocdgi-1,VSMC
cfioepbj-1,RBC
cfiopkjl-1,Erythroblast
cfipepbk-1,Plasma Cell
cfjackgk-1,Pro-B
cfjbgcnd-1,Adipo-MSC
cfjdnege-1,Late Erythroid
cfjejpfg-1,RBC
cfjgocbc-1,RBC
cfjhldaf-1,Neutrophil
cfjibadf-1,APOD+ MSC
cfjihknj-1,Late Myeloid
cfjmalid-1,RBC
cfjmhfog-1,Pro-B
cfjmmnfc-1,Erythroblast
cfkajdoe-1,RBC
cfkamlbk-1,RBC
cfkckdkl-1,RBC
cfkclbek-1,Neutrophil
cfkebebk-1,Neutrophil
cfkeeigo-1,RBC
cfkemldp-1,Late Erythroid
cfkgdaig-1,RBC
cfkihbmm-1,Late Erythroid
cfkingbl-1,Late Erythroid
cfkiojji-1,Erythroblast
cfkkpndb-1,RBC
cfklgjdc-1,Erythroblast
cfklnian-1,RBC
cfkmakjm-1,RBC
cfkmoccl-1,RBC
cfkngiki-1,Late Erythroid
cfknglbn-1,THY1+ MSC
cfknhjpj-1,RBC
cfkoelhn-1,Late Erythroid
cfkofkob-1,RBC
cfkoncmc-1,Erythroblast
cfkpekgf-1,Adipo-MSC
cfkpfoej-1,Late Erythroid
cfkphjjc-1,Early Myeloid Progenitor
cflaneac-1,Late Erythroid
cflbabcl-1,Late Erythroid
cflbepje-1,Late Myeloid
cflcoalp-1,Late Myeloid
cfldeihj-1,Late Myeloid
cflemcff-1,Erythroblast
cflfbjmi-1,RBC
cflgpffg-1,RBC
cflifnic-1,RBC
cfligalf-1,RBC
cfljfohj-1,RBC
cfljoehf-1,Early Myeloid Progenitor
cflkiajj-1,RBC
cflomana-1,CLP
cflppiph-1,Fibro-MSC
cfmajamm-1,Early Myeloid Progenitor
cfmajdol-1,RBC
cfmbhfon-1,GMP
cfmbnkhb-1,CD8+ T-Cell
cfmcbgfh-1,Late Myeloid
cfmdahhl-1,Late Myeloid
cfmdnejf-1,Late Myeloid
cfmefhcd-1,Late Myeloid
cfmefkni-1,Late Erythroid
cfmeigaj-1,Erythroblast
cfmfbkoj-1,GMP
cfmfhlik-1,Osteo-MSC
cfmhdchf-1,Macrophages
cfmlgnap-1,RBC
cfmlipno-1,Early Myeloid Progenitor
cfmljmje-1,Osteoblast
cfmmjcdb-1,Neutrophil
cfmpbacp-1,Pro-B
cfmpleop-1,THY1+ MSC
cfnbckbe-1,AEC
cfncmojk-1,SEC
cfnekdjb-1,Early Myeloid Progenitor
cfnfgcmp-1,Macrophages
cfnjiilb-1,Macrophages
cfnknedk-1,GMP
cfnkppkd-1,Early Myeloid Progenitor
cfnnbanf-1,GMP
cfnomdjd-1,Plasma Cell
cfnpknap-1,Pro-B
cfoachgp-1,Early Myeloid Progenitor
cfoandom-1,Pre-B
cfobgjab-1,Mature B
cfodbgmn-1,Early Myeloid Progenitor
cfodpgja-1,Late Myeloid
cfoejjfc-1,Late Myeloid
cfofolfa-1,Plasma Cell
cfojdelp-1,Pro-B
cfojedoi-1,Late Myeloid
cfokcklj-1,Late Myeloid
cfokpaii-1,Erythroblast
cfokpobo-1,Late Myeloid
cfonchni-1,Fibro-MSC
cfoobgee-1,RBC
cfoofpbj-1,Late Myeloid
cfoohpjh-1,Late Myeloid
cfpahjgb-1,Neutrophil
cfpbbgga-1,Neutrophil
cfpfjglh-1,Early Myeloid Progenitor
cfphfooj-1,RBC
cfpiajpg-1,Late Myeloid
cfpjjgfh-1,Late Myeloid
cfpmilhp-1,Osteoblast
cfpmoppn-1,Late Erythroid
cfpninph-1,Late Erythroid
cfppdmmk-1,RBC
cgaafppc-1,Late Myeloid
cgaangdo-1,Late Erythroid
cgacaecm-1,Cycling HSPC
cgaclkkc-1,GMP
cgacolli-1,Monocyte
cgadmncn-1,RBC
cgaekail-1,Late Myeloid
cgaelekp-1,Late Erythroid
cgafdbge-1,RBC
cgaglafg-1,Mature B
cgahcjam-1,Ba/Eo/Ma
cgahjmhg-1,Ba/Eo/Ma
cgalbebk-1,Ba/Eo/Ma
cgalnlkc-1,Mature B
cgamlpbk-1,Neutrophil
cganmoai-1,Plasma Cell
cgaoleho-1,Fibro-MSC
cgapjgpf-1,Late Erythroid
cgbamobk-1,CD8+ T-Cell
cgbefjfp-1,Monocyte
cgbfjdmo-1,Late Myeloid
cgbfndmk-1,CD4+ T-Cell
cgbfnlmk-1,Late Myeloid
cgbicdee-1,pDC
cgbkadcp-1,Fibro-MSC
cgbkdngl-1,Mature B
cgbkfbkg-1,Pro-B
cgblgbfg-1,Late Erythroid
cgbnahoj-1,THY1+ MSC
cgbnbbhc-1,CD4+ T-Cell
cgcbegmn-1,THY1+ MSC
cgcbibdf-1,Neutrophil
cgcbiegm-1,Osteoblast
cgcblahn-1,Ba/Eo/Ma
cgcdhdaj-1,Monocyte
cgcejmla-1,Monocyte
cgcemoep-1,Fibro-MSC
cgcffplc-1,Plasma Cell
cgchgkab-1,RBC
cgcibjba-1,THY1+ MSC
cgciocle-1,Fibro-MSC
cgcjhplo-1,Pre-B
cgckjlpi-1,pDC
cgclkijb-1,Cycling HSPC
cgcloagd-1,Ba/Eo/Ma
cgcmnbel-1,Osteo-MSC
cgcmomll-1,AEC
cgcnhlge-1,Fibro-MSC
cgcpfkkl-1,THY1+ MSC
cgcpnhem-1,GMP
cgdapmmo-1,Fibro-MSC
cgdbhfpi-1,Osteo-MSC
cgdcbncl-1,Fibro-MSC
cgddecdo-1,Osteoblast
cgddlamc-1,Osteo-MSC
cgdhkffb-1,Osteo-MSC
cgdibjoa-1,CD8+ T-Cell
cgdidapg-1,GMP
cgdipdgd-1,Pre-B
cgdkijob-1,THY1+ MSC
cgdmegac-1,APOD+ MSC
cgdmgjhj-1,Mature B
cgdmnapl-1,pDC
cgdnajdj-1,Early Myeloid Progenitor
cgdocimh-1,MEP
cgdoclaj-1,Neutrophil
cgdomppn-1,CD8+ T-Cell
cgdpfllp-1,GMP
cgdpimla-1,Late Myeloid
cgebmfme-1,APOD+ MSC
cgedbapb-1,Monocyte
cgedpggi-1,CD8+ T-Cell
cgeejepm-1,Pre-B
cgehgkfl-1,Pro-B
cgehmkii-1,pDC
cgeiaogi-1,RBC
cgejncoa-1,Mature B
cgelfinj-1,Osteo-MSC
cgelkpdd-1,Mature B
cgelnkpa-1,Plasma Cell
cgembnmg-1,MEP
cgemidah-1,GMP
cgemoomf-1,GMP
cgeokdco-1,GMP
cgepbkdc-1,Late Myeloid
cgfalcfd-1,Osteoblast
cgfbnicl-1,GMP
cgfdcmhl-1,APOD+ MSC
cgfembnl-1,Plasma Cell
cgffdkkl-1,RBC
cgffiegk-1,APOD+ MSC
cgffkgog-1,Cycling HSPC
cgfilbhj-1,Neutrophil
cgfjikji-1,Pre-Pro B
cgfkkfao-1,RBC
cgflifpb-1,Neutrophil
cgfmkdjn-1,CLP
cgfooibc-1,Plasma Cell
cgfppaih-1,Cycling HSPC
cggblflp-1,Pre-Pro B
cggecnjl-1,RBC
cgggbgjg-1,Monocyte
cgghfmgb-1,CD8+ T-Cell
cgghjnag-1,Plasma Cell
cggjbdmk-1,CD8+ T-Cell
cgglkfcp-1,Early Myeloid Progenitor
cgglphkh-1,GMP
cggmdckd-1,Early Myeloid Progenitor
cggmoojm-1,GMP
cghfeign-1,Osteoblast
cghgaghn-1,SEC
cghgianh-1,GMP
cghhhjek-1,Early Myeloid Progenitor
cghhnlpa-1,Pre-Pro B
cghimmnp-1,Mature B
cghkficb-1,Late Myeloid
cghngkbl-1,Early Myeloid Progenitor
cghnjfko-1,Mature B
cghnlgmo-1,RBC
cghojkbg-1,Monocyte
cghphpbm-1,Ba/Eo/Ma
cgiagdkd-1,Late Myeloid
cgibpdcc-1,CD8+ T-Cell
cgifbckk-1,Pre-Pro B
cgigaahj-1,RBC
cgigcnag-1,GMP
cgiibjen-1,Early Myeloid Progenitor
cgijejeg-1,Late Myeloid
cgijfikh-1,Late Myeloid
cgijflol-1,Late Myeloid
cgikbali-1,Monocyte
cgilocki-1,Late Myeloid
cgiodgkh-1,GMP
cgiopjgp-1,Cycling HSPC
cgiphgkm-1,Fibro-MSC
cgjaclmk-1,Fibro-MSC
cgjadfip-1,Fibro-MSC
cgjcacbm-1,GMP
cgjcanei-1,GMP
cgjehkho-1,Late Myeloid
cgjgjogj-1,THY1+ MSC
cgjgplfo-1,Fibro-MSC
cgjiogfd-1,Plasma Cell
cgjkecdb-1,Plasma Cell
cgjodfkc-1,THY1+ MSC
cgjplehn-1,GMP
cgjpobdg-1,VSMC
cgkaiiji-1,pDC
cgkclpkm-1,Plasma Cell
cgkdandf-1,Mature B
cgkdibfh-1,SEC
cgkdkkcc-1,HSC
cgkdpmhl-1,Monocyte
cgkfgjjo-1,Ba/Eo/Ma
cgkgaago-1,Macrophages
cgkhbakn-1,CD4+ T-Cell
cgkhplfg-1,MEP
cgkiapdp-1,Mature B
cgkjdamd-1,Pre-B
cgkjmgpa-1,Fibro-MSC
cgkkeenf-1,Neutrophil
cgklblma-1,pDC
cgklfjok-1,HSC
cgkondec-1,Neutrophil
cglacbec-1,THY1+ MSC
cglbdahn-1,Neutrophil
cglbecpj-1,Neutrophil
cglbeooe-1,HSC
cglcdblo-1,Early Myeloid Progenitor
cgleadhg-1,Pro-B
cglebnnc-1,Cycling HSPC
cglfbgjo-1,GMP
cglhfmnl-1,Late Myeloid
cglindmo-1,RBC
cgliojnn-1,Monocyte
cgljjjie-1,Late Erythroid
cgljkgeb-1,Monocyte
cgljknai-1,APOD+ MSC
cgljmnmo-1,Fibro-MSC
cglloekb-1,Monocyte
cglmfnjg-1,Adipo-MSC
cglmgijj-1,Late Myeloid
cglnfdgf-1,Pre-Pro B
cglnimml-1,Adipo-MSC
cglnkjpe-1,Ba/Eo/Ma
cglojokl-1,RBC
cglolhnl-1,THY1+ MSC
cglpapjp-1,RBC
cgmckapc-1,Fibro-MSC
cgmgfdge-1,Adipo-MSC
cgmholel-1,THY1+ MSC
cgmjcmkl-1,RBC
cgmjkdpj-1,RBC
cgmjlmia-1,RBC
cgmkfdnf-1,Late Erythroid
cgmlgfdg-1,APOD+ MSC
cgmlnggd-1,RBC
cgmopgbg-1,Cycling HSPC
cgndlkie-1,Ba/Eo/Ma
cgneddla-1,RBC
cgneicgp-1,Adipo-MSC
cgngfole-1,RBC
cgnhblkp-1,Fibro-MSC
cgnhkfff-1,Pre-B
cgnibmom-1,Fibro-MSC
cgniklim-1,MEP
cgnkebbi-1,GMP
cgnokecb-1,Neutrophil
cgnpieck-1,Fibro-MSC
cgobbmam-1,RBC
cgoebhpb-1,Mature B
cgoemppg-1,Pre-B
cgoialnh-1,RBC
cgoiolga-1,Late Erythroid
cgokglde-1,THY1+ MSC
cgolaehp-1,RBC
cgomknni-1,GMP
cgomliga-1,Monocyte
cgondoho-1,Fibro-MSC
cgpamjhp-1,GMP
cgpbjpfi-1,Late Myeloid
cgpehapa-1,Neutrophil
cgpelnlf-1,Early Myeloid Progenitor
cgpilbhm-1,RBC
cgplbfkb-1,Neutrophil
cgpmhhbc-1,Early Myeloid Progenitor
cgpoijod-1,THY1+ MSC
cgpooegi-1,Early Myeloid Progenitor
cgppejlm-1,Early Myeloid Progenitor
cgpplcjh-1,RBC
chaabcoc-1,Cycling HSPC
chacbefh-1,Early Myeloid Progenitor
chadogeg-1,RBC
chafgnij-1,RBC
chaimnkj-1,RBC
chajdhhm-1,Late Erythroid
chajgcdk-1,RBC
chakdjof-1,RBC
chalaagk-1,RBC
chamelof-1,RBC
chamjelb-1,Late Myeloid
chaonjge-1,Late Erythroid
chapjlpj-1,RBC
chbbpomd-1,RBC
chbdmgnc-1,RBC
chbfncab-1,Late Myeloid
chbfpddh-1,GMP
chbfpnad-1,RBC
chbiaojb-1,Late Myeloid
chbihdpd-1,Late Myeloid
chbijobc-1,RBC
chbjihoo-1,RBC
chbjochk-1,RBC
chbkockb-1,Monocyte
chblcjja-1,Monocyte
chbllgpl-1,RBC
chbnaolk-1,Late Erythroid
chbncabn-1,Late Erythroid
chbnjfcp-1,Early Myeloid Progenitor
chbnlnea-1,Pre-Pro B
chbpmmdl-1,Erythroblast
chbpphdb-1,RBC
chcaghho-1,THY1+ MSC
chcaicbj-1,RBC
chcaomkb-1,Mature B
chcbjdjb-1,Pre-B
chcdmnlb-1,APOD+ MSC
chcfeeml-1,RBC
