"","cell_id","group"
"bfgjkneh-1","bfgjkneh-1","Monocyte"
"bfgkfaji-1","bfgkfaji-1","RBC"
"bfgknbdj-1","bfgknbdj-1","GMP"
"bfgleffb-1","bfgleffb-1","GMP"
"bfglelal-1","bfglelal-1","Cycling HSPC"
"bfgljnci-1","bfgljnci-1","Late Myeloid"
"bfgmfjdd-1","bfgmfjdd-1","Early Myeloid Progenitor"
"bfgpdegn-1","bfgpdegn-1","Early Myeloid Progenitor"
"bfhaehhk-1","bfhaehhk-1","Early Myeloid Progenitor"
"bfhafcil-1","bfhafcil-1","Late Myeloid"
"bfhalnlb-1","bfhalnlb-1","Early Myeloid Progenitor"
"bfhanaho-1","bfhanaho-1","Late Myeloid"
"bfhckakj-1","bfhckakj-1","GMP"
"bfhdgill-1","bfhdgill-1","Early Myeloid Progenitor"
"bfhdiied-1","bfhdiied-1","GMP"
"bfhffccc-1","bfhffccc-1","GMP"
"bfhhejmk-1","bfhhejmk-1","Late Erythroid"
"bfhhiiha-1","bfhhiiha-1","GMP"
"bfhikjle-1","bfhikjle-1","Monocyte"
"bfhilpek-1","bfhilpek-1","Early Myeloid Progenitor"
"bfhkiadd-1","bfhkiadd-1","Monocyte"
"bfhkjdai-1","bfhkjdai-1","Early Myeloid Progenitor"
"bfhkjpne-1","bfhkjpne-1","Late Erythroid"
"bfhkpjed-1","bfhkpjed-1","GMP"
"bfhljnob-1","bfhljnob-1","MPP"
"bfhnfpag-1","bfhnfpag-1","CD8+ T-Cell"
"bfhnmlhp-1","bfhnmlhp-1","Monocyte"
"bfhpfamp-1","bfhpfamp-1","MPP"
"bfibneja-1","bfibneja-1","GMP"
"bfidbgln-1","bfidbgln-1","Early Myeloid Progenitor"
"bfiekfbe-1","bfiekfbe-1","RBC"
"bfiellnk-1","bfiellnk-1","Early Myeloid Progenitor"
"bfifnaca-1","bfifnaca-1","Late Myeloid"
"bfifnlhh-1","bfifnlhh-1","RBC"
"bfigchca-1","bfigchca-1","MPP"
"bfigdceg-1","bfigdceg-1","SEC"
"bfigdkha-1","bfigdkha-1","Early Myeloid Progenitor"
"bfiipibg-1","bfiipibg-1","MPP"
"bfijgman-1","bfijgman-1","Early Myeloid Progenitor"
"bfilnkal-1","bfilnkal-1","Late Erythroid"
"bfimknio-1","bfimknio-1","Late Myeloid"
"bfinadjj-1","bfinadjj-1","GMP"
"bfingdce-1","bfingdce-1","GMP"
"bfiohgik-1","bfiohgik-1","GMP"
"bfiokbpo-1","bfiokbpo-1","MPP"
"bfipbebe-1","bfipbebe-1","Late Myeloid"
"bfjafbcf-1","bfjafbcf-1","Early Myeloid Progenitor"
"bfjdglok-1","bfjdglok-1","Late Myeloid"
"bfjepjoa-1","bfjepjoa-1","Early Myeloid Progenitor"
"bfjfddgm-1","bfjfddgm-1","Late Erythroid"
"bfjfjebm-1","bfjfjebm-1","Late Erythroid"
"bfjgfdfp-1","bfjgfdfp-1","Monocyte"
"bfjhhfii-1","bfjhhfii-1","Late Erythroid"
"bfjhllba-1","bfjhllba-1","Monocyte"
"bfjhpcpd-1","bfjhpcpd-1","Adipo-MSC"
"bfjiocgi-1","bfjiocgi-1","RBC"
"bfjjeagm-1","bfjjeagm-1","RBC"
"bfjjimgi-1","bfjjimgi-1","Late Erythroid"
"bfjjkngp-1","bfjjkngp-1","Late Erythroid"
"bfjkacgc-1","bfjkacgc-1","Late Erythroid"
"bfjkfndp-1","bfjkfndp-1","Pro-B"
"bfjlhgko-1","bfjlhgko-1","MPP"
"bfjljgjl-1","bfjljgjl-1","Early Myeloid Progenitor"
"bfjmibae-1","bfjmibae-1","Late Myeloid"
"bfjmlggp-1","bfjmlggp-1","Neutrophil"
"bfjokpmf-1","bfjokpmf-1","Pre-Pro B"
"bfkakhel-1","bfkakhel-1","MPP"
"bfkaohmn-1","bfkaohmn-1","RBC"
"bfkdjbjo-1","bfkdjbjo-1","Pro-B"
"bfkefgpi-1","bfkefgpi-1","Late Erythroid"
"bfkehlnj-1","bfkehlnj-1","Early Myeloid Progenitor"
"bfkeldnf-1","bfkeldnf-1","Early Myeloid Progenitor"
"bfkjhogm-1","bfkjhogm-1","Monocyte"
"bfkmgddl-1","bfkmgddl-1","Late Erythroid"
"bfkmione-1","bfkmione-1","Early Myeloid Progenitor"
"bfkmoohh-1","bfkmoohh-1","Early Myeloid Progenitor"
"bfkndgno-1","bfkndgno-1","Early Myeloid Progenitor"
"bfknnbmi-1","bfknnbmi-1","Late Myeloid"
"bfkobmhk-1","bfkobmhk-1","GMP"
"bfkohnjp-1","bfkohnjp-1","Late Erythroid"
"bfkonopg-1","bfkonopg-1","AEC"
"bfkopnie-1","bfkopnie-1","RBC"
"bflaojkp-1","bflaojkp-1","Late Erythroid"
"bflbjffj-1","bflbjffj-1","Late Erythroid"
"bflbocji-1","bflbocji-1","Late Erythroid"
"bflcpale-1","bflcpale-1","Late Erythroid"
"bflemleb-1","bflemleb-1","Late Erythroid"
"bflfkedm-1","bflfkedm-1","Late Erythroid"
"bflglica-1","bflglica-1","Late Erythroid"
"bflgobhc-1","bflgobhc-1","Late Erythroid"
"bflhedii-1","bflhedii-1","Early Myeloid Progenitor"
"bflieked-1","bflieked-1","Early Myeloid Progenitor"
"bfljlipe-1","bfljlipe-1","Early Myeloid Progenitor"
"bfljokki-1","bfljokki-1","Late Myeloid"
"bflkhbif-1","bflkhbif-1","Late Myeloid"
"bflmnedf-1","bflmnedf-1","Early Myeloid Progenitor"
"bflndoik-1","bflndoik-1","Late Myeloid"
"bflpjajn-1","bflpjajn-1","Late Erythroid"
"bfmbblbl-1","bfmbblbl-1","Early Myeloid Progenitor"
"bfmckihb-1","bfmckihb-1","Late Erythroid"
"bfmcnmch-1","bfmcnmch-1","Cycling HSPC"
"bfmdgkne-1","bfmdgkne-1","Early Myeloid Progenitor"
"bfmemadh-1","bfmemadh-1","Early Myeloid Progenitor"
"bfmenfna-1","bfmenfna-1","Late Erythroid"
"bfmfiaka-1","bfmfiaka-1","GMP"
"bfmgdbgo-1","bfmgdbgo-1","Late Myeloid"
"bfmgolep-1","bfmgolep-1","Monocyte"
"bfmhmpdo-1","bfmhmpdo-1","Late Myeloid"
"bfmkhlfj-1","bfmkhlfj-1","Late Myeloid"
"bfmlanlh-1","bfmlanlh-1","Late Myeloid"
"bfmmaidm-1","bfmmaidm-1","Early Myeloid Progenitor"
"bfmmdkki-1","bfmmdkki-1","Late Myeloid"
"bfmodhih-1","bfmodhih-1","Early Myeloid Progenitor"
"bfmofcbb-1","bfmofcbb-1","Late Myeloid"
"bfmoneol-1","bfmoneol-1","GMP"
"bfmonlbo-1","bfmonlbo-1","Early Myeloid Progenitor"
"bfnampkb-1","bfnampkb-1","Late Myeloid"
"bfnbbfjo-1","bfnbbfjo-1","Late Erythroid"
"bfnbkfom-1","bfnbkfom-1","Late Myeloid"
"bfneekpc-1","bfneekpc-1","Late Erythroid"
"bfnegjdi-1","bfnegjdi-1","Adipo-MSC"
"bfnheffj-1","bfnheffj-1","Late Erythroid"
"bfniglog-1","bfniglog-1","Early Myeloid Progenitor"
"bfnjkeia-1","bfnjkeia-1","Late Erythroid"
"bfnjldml-1","bfnjldml-1","AEC"
"bfnlighl-1","bfnlighl-1","Early Myeloid Progenitor"
"bfnmenii-1","bfnmenii-1","GMP"
"bfobeejb-1","bfobeejb-1","GMP"
"bfochknl-1","bfochknl-1","GMP"
"bfoclaek-1","bfoclaek-1","AEC"
"bfodmjcn-1","bfodmjcn-1","RBC"
"bfoepnhp-1","bfoepnhp-1","Late Myeloid"
"bfoiajen-1","bfoiajen-1","Ba/Eo/Ma"
"bfojmhag-1","bfojmhag-1","Late Myeloid"
"bfokmiod-1","bfokmiod-1","AEC"
"bfolmgon-1","bfolmgon-1","THY1+ MSC"
"bfonahio-1","bfonahio-1","AEC"
"bfonopci-1","bfonopci-1","AEC"
"bfoollpm-1","bfoollpm-1","Cycling HSPC"
"bfoopojk-1","bfoopojk-1","GMP"
"bfopande-1","bfopande-1","Early Myeloid Progenitor"
"bfoppokm-1","bfoppokm-1","Early Myeloid Progenitor"
"bfpaeogm-1","bfpaeogm-1","Early Myeloid Progenitor"
"bfpahgha-1","bfpahgha-1","Early Myeloid Progenitor"
"bfpajdfa-1","bfpajdfa-1","Early Myeloid Progenitor"
"bfpclcoj-1","bfpclcoj-1","Late Myeloid"
"bfpfldmm-1","bfpfldmm-1","Late Myeloid"
"bfpgaepj-1","bfpgaepj-1","GMP"
"bfpgalol-1","bfpgalol-1","GMP"
"bfpglgpg-1","bfpglgpg-1","Early Myeloid Progenitor"
"bfpgnppj-1","bfpgnppj-1","GMP"
"bfphmbde-1","bfphmbde-1","Late Myeloid"
"bfphpddl-1","bfphpddl-1","Monocyte"
"bfpinlel-1","bfpinlel-1","CD4+ T-Cell"
"bfpjepmj-1","bfpjepmj-1","Late Erythroid"
"bfpljfcp-1","bfpljfcp-1","Late Myeloid"
"bfplkehh-1","bfplkehh-1","Cycling HSPC"
"bfpodkia-1","bfpodkia-1","Late Myeloid"
"bfppifgh-1","bfppifgh-1","AEC"
"bgabmoob-1","bgabmoob-1","Early Myeloid Progenitor"
"bgabnake-1","bgabnake-1","SEC"
"bgadiaco-1","bgadiaco-1","Adipo-MSC"
"bgaejokl-1","bgaejokl-1","Late Erythroid"
"bgaelnco-1","bgaelnco-1","Early Myeloid Progenitor"
"bgafcach-1","bgafcach-1","Late Erythroid"
"bgafjkpo-1","bgafjkpo-1","Early Myeloid Progenitor"
"bgafojfi-1","bgafojfi-1","Late Erythroid"
"bgahagdj-1","bgahagdj-1","GMP"
"bgahgmnk-1","bgahgmnk-1","Late Myeloid"
"bgahjeod-1","bgahjeod-1","Early Myeloid Progenitor"
"bgahkfof-1","bgahkfof-1","Late Myeloid"
"bgahmjep-1","bgahmjep-1","AEC"
"bgahmkan-1","bgahmkan-1","GMP"
"bgaibfjh-1","bgaibfjh-1","Plasma Cell"
"bgainpff-1","bgainpff-1","Early Myeloid Progenitor"
"bgajbdpe-1","bgajbdpe-1","Early Myeloid Progenitor"
"bgakngnj-1","bgakngnj-1","Early Myeloid Progenitor"
"bgaldkdb-1","bgaldkdb-1","RBC"
"bgalgiii-1","bgalgiii-1","Early Myeloid Progenitor"
"bgallipn-1","bgallipn-1","Early Myeloid Progenitor"
"bgamllpf-1","bgamllpf-1","GMP"
"bgapankp-1","bgapankp-1","Early Myeloid Progenitor"
"bgapkhbk-1","bgapkhbk-1","Early Myeloid Progenitor"
"bgapnckd-1","bgapnckd-1","Early Myeloid Progenitor"
"bgbaommm-1","bgbaommm-1","Adipo-MSC"
"bgbdcnak-1","bgbdcnak-1","Late Myeloid"
"bgbegokb-1","bgbegokb-1","Cycling HSPC"
"bgbfamkb-1","bgbfamkb-1","Late Erythroid"
"bgbggcbk-1","bgbggcbk-1","RBC"
"bgbgoalg-1","bgbgoalg-1","Late Myeloid"
"bgbijogl-1","bgbijogl-1","Late Myeloid"
"bgbjanfl-1","bgbjanfl-1","Early Myeloid Progenitor"
"bgbkgbkk-1","bgbkgbkk-1","GMP"
"bgbkhooh-1","bgbkhooh-1","Early Myeloid Progenitor"
"bgbkmgmn-1","bgbkmgmn-1","Osteo-MSC"
"bgbmhjik-1","bgbmhjik-1","Early Myeloid Progenitor"
"bgbnmfel-1","bgbnmfel-1","Early Myeloid Progenitor"
"bgboiiij-1","bgboiiij-1","Early Myeloid Progenitor"
"bgbpebno-1","bgbpebno-1","Late Myeloid"
"bgbpemlh-1","bgbpemlh-1","GMP"
"bgbpmhil-1","bgbpmhil-1","Early Myeloid Progenitor"
"bgcchble-1","bgcchble-1","Early Myeloid Progenitor"
"bgcdiooe-1","bgcdiooe-1","GMP"
"bgceaaeh-1","bgceaaeh-1","GMP"
"bgceffhh-1","bgceffhh-1","Early Myeloid Progenitor"
"bgcehblc-1","bgcehblc-1","MPP"
"bgceoami-1","bgceoami-1","Early Myeloid Progenitor"
"bgcghjce-1","bgcghjce-1","Late Myeloid"
"bgcgpghm-1","bgcgpghm-1","Fibro-MSC"
"bgchhjkm-1","bgchhjkm-1","MPP"
"bgchjhod-1","bgchjhod-1","Early Myeloid Progenitor"
"bgcibial-1","bgcibial-1","GMP"
"bgcjlpgp-1","bgcjlpgp-1","GMP"
"bgckjenc-1","bgckjenc-1","Neutrophil"
"bgclojkh-1","bgclojkh-1","GMP"
"bgcnnlnn-1","bgcnnlnn-1","Mature B"
"bgcobjje-1","bgcobjje-1","Early Myeloid Progenitor"
"bgcpcecc-1","bgcpcecc-1","Adipo-MSC"
"bgdahpnm-1","bgdahpnm-1","Late Myeloid"
"bgdbclfh-1","bgdbclfh-1","Early Myeloid Progenitor"
"bgdcegpo-1","bgdcegpo-1","Early Myeloid Progenitor"
"bgdcikhh-1","bgdcikhh-1","AEC"
"bgddbdba-1","bgddbdba-1","GMP"
"bgddhaoa-1","bgddhaoa-1","GMP"
"bgddnbha-1","bgddnbha-1","Adipo-MSC"
"bgdeejkh-1","bgdeejkh-1","GMP"
"bgdflbdo-1","bgdflbdo-1","Ba/Eo/Ma"
"bgdgfgpc-1","bgdgfgpc-1","GMP"
"bgdgflhn-1","bgdgflhn-1","MPP"
"bgdhecnj-1","bgdhecnj-1","SEC"
"bgdimkdn-1","bgdimkdn-1","Late Erythroid"
"bgdjbebp-1","bgdjbebp-1","Cycling HSPC"
"bgdkegai-1","bgdkegai-1","MPP"
"bgdldghl-1","bgdldghl-1","Pre-B"
"bgdmamai-1","bgdmamai-1","SEC"
"bgdneegc-1","bgdneegc-1","Monocyte"
"bgdpffpm-1","bgdpffpm-1","Late Erythroid"
"bgdphjpe-1","bgdphjpe-1","GMP"
"bgeabdha-1","bgeabdha-1","Cycling HSPC"
"bgebagdc-1","bgebagdc-1","Cycling HSPC"
"bgebnneo-1","bgebnneo-1","Neutrophil"
"bgeeahai-1","bgeeahai-1","GMP"
"bgeeefhd-1","bgeeefhd-1","SEC"
"bgeennpf-1","bgeennpf-1","SEC"
"bgeffkac-1","bgeffkac-1","SEC"
"bgejddfg-1","bgejddfg-1","Early Myeloid Progenitor"
"bgejddfk-1","bgejddfk-1","SEC"
"bgekhikc-1","bgekhikc-1","GMP"
"bgeknmem-1","bgeknmem-1","Adipo-MSC"
"bgelhjbd-1","bgelhjbd-1","GMP"
"bgeliboc-1","bgeliboc-1","GMP"
"bgemadmk-1","bgemadmk-1","Cycling HSPC"
"bgemiboh-1","bgemiboh-1","GMP"
"bgffkllk-1","bgffkllk-1","Early Myeloid Progenitor"
"bgfgaeng-1","bgfgaeng-1","GMP"
"bgfgjcnd-1","bgfgjcnd-1","SEC"
"bgfikbaa-1","bgfikbaa-1","Cycling HSPC"
"bgfjafec-1","bgfjafec-1","SEC"
"bgfjonhm-1","bgfjonhm-1","Ba/Eo/Ma"
"bgfkjfeh-1","bgfkjfeh-1","GMP"
"bgflmbgn-1","bgflmbgn-1","Late Erythroid"
"bgfoldbm-1","bgfoldbm-1","Cycling HSPC"
"bgfolfck-1","bgfolfck-1","GMP"
"bggaoogh-1","bggaoogh-1","GMP"
"bggaplph-1","bggaplph-1","GMP"
"bggbhlpm-1","bggbhlpm-1","GMP"
"bggblall-1","bggblall-1","Late Myeloid"
"bggbphdp-1","bggbphdp-1","Cycling HSPC"
"bggcbmej-1","bggcbmej-1","CD4+ T-Cell"
"bggcgobb-1","bggcgobb-1","GMP"
"bggdapnl-1","bggdapnl-1","GMP"
"bggejgjn-1","bggejgjn-1","GMP"
"bgggiaef-1","bgggiaef-1","Early Myeloid Progenitor"
"bgginihe-1","bgginihe-1","AEC"
"bggjglha-1","bggjglha-1","Adipo-MSC"
"bggjliek-1","bggjliek-1","Late Myeloid"
"bggkiamo-1","bggkiamo-1","GMP"
"bggljkgi-1","bggljkgi-1","Early Myeloid Progenitor"
"bgglmiam-1","bgglmiam-1","Early Myeloid Progenitor"
"bggmcepj-1","bggmcepj-1","Early Myeloid Progenitor"
"bggmddkm-1","bggmddkm-1","Early Myeloid Progenitor"
"bggnbicm-1","bggnbicm-1","GMP"
"bggojecj-1","bggojecj-1","GMP"
"bggpdcbo-1","bggpdcbo-1","Early Myeloid Progenitor"
"bggphndg-1","bggphndg-1","Osteoblast"
"bggppnpd-1","bggppnpd-1","GMP"
"bghacegh-1","bghacegh-1","Early Myeloid Progenitor"
"bghbbcap-1","bghbbcap-1","GMP"
"bghcmcnc-1","bghcmcnc-1","Early Myeloid Progenitor"
"bgheajla-1","bgheajla-1","SEC"
"bghgdhpf-1","bghgdhpf-1","Early Myeloid Progenitor"
"bghgpejj-1","bghgpejj-1","Early Myeloid Progenitor"
"bghhkdfd-1","bghhkdfd-1","CD4+ T-Cell"
"bghimpjp-1","bghimpjp-1","CD8+ T-Cell"
"bghjghng-1","bghjghng-1","Cycling HSPC"
"bghkppio-1","bghkppio-1","GMP"
"bghllbbk-1","bghllbbk-1","GMP"
"bghllebe-1","bghllebe-1","GMP"
"bghllfhj-1","bghllfhj-1","Osteoblast"
"bghnkiok-1","bghnkiok-1","Early Myeloid Progenitor"
"bghnlkde-1","bghnlkde-1","Osteoblast"
"bghoolkc-1","bghoolkc-1","CD8+ T-Cell"
"bgibldkk-1","bgibldkk-1","Osteoblast"
"bgicafkf-1","bgicafkf-1","Cycling HSPC"
"bgicbgoe-1","bgicbgoe-1","GMP"
"bgidhlao-1","bgidhlao-1","SEC"
"bgidjjnc-1","bgidjjnc-1","Osteo-MSC"
"bgidkigc-1","bgidkigc-1","VSMC"
"bgidlnha-1","bgidlnha-1","AEC"
"bgieeagm-1","bgieeagm-1","Early Myeloid Progenitor"
"bgifiojk-1","bgifiojk-1","CD8+ T-Cell"
"bgigogjm-1","bgigogjm-1","Late Erythroid"
"bgihmpnb-1","bgihmpnb-1","Late Erythroid"
"bgiinegh-1","bgiinegh-1","Adipo-MSC"
"bgiinmjk-1","bgiinmjk-1","Late Erythroid"
"bgijmhdp-1","bgijmhdp-1","Adipo-MSC"
"bgijpdpo-1","bgijpdpo-1","GMP"
"bgipegkl-1","bgipegkl-1","Early Myeloid Progenitor"
"bgjaoccf-1","bgjaoccf-1","Early Myeloid Progenitor"
"bgjcgofd-1","bgjcgofd-1","Cycling HSPC"
"bgjdacde-1","bgjdacde-1","Early Myeloid Progenitor"
"bgjfkgbm-1","bgjfkgbm-1","GMP"
"bgjgaoce-1","bgjgaoce-1","Early Myeloid Progenitor"
"bgjginng-1","bgjginng-1","Adipo-MSC"
"bgjhejpp-1","bgjhejpp-1","Monocyte"
"bgjiddig-1","bgjiddig-1","Monocyte"
"bgjjlncg-1","bgjjlncg-1","Late Myeloid"
"bgjkdaii-1","bgjkdaii-1","GMP"
"bgjkhkaj-1","bgjkhkaj-1","Cycling HSPC"
"bgjnbdnk-1","bgjnbdnk-1","Early Myeloid Progenitor"
"bgjncegc-1","bgjncegc-1","GMP"
"bgjogpcg-1","bgjogpcg-1","Early Myeloid Progenitor"
"bgjpejbh-1","bgjpejbh-1","Early Myeloid Progenitor"
"bgkabalp-1","bgkabalp-1","GMP"
"bgkalfhm-1","bgkalfhm-1","GMP"
"bgkbclpg-1","bgkbclpg-1","GMP"
"bgkclpej-1","bgkclpej-1","GMP"
"bgkdammg-1","bgkdammg-1","Cycling HSPC"
"bgkdgmok-1","bgkdgmok-1","Late Myeloid"
"bgkdngga-1","bgkdngga-1","Early Myeloid Progenitor"
"bgkenecl-1","bgkenecl-1","GMP"
"bgkfpnfb-1","bgkfpnfb-1","Late Erythroid"
"bgkgmhjn-1","bgkgmhjn-1","Late Erythroid"
"bgkhdnen-1","bgkhdnen-1","Late Myeloid"
"bgkhfgbo-1","bgkhfgbo-1","Monocyte"
"bgkhgmjj-1","bgkhgmjj-1","Late Myeloid"
"bgkhjeek-1","bgkhjeek-1","Late Myeloid"
"bgkmdhoa-1","bgkmdhoa-1","Early Myeloid Progenitor"
"bgknbkao-1","bgknbkao-1","Early Myeloid Progenitor"
"bgknccgh-1","bgknccgh-1","RBC"
"bgknclfa-1","bgknclfa-1","Early Myeloid Progenitor"
"bgknimdb-1","bgknimdb-1","Late Myeloid"
"bgkpdlkh-1","bgkpdlkh-1","GMP"
"bgkpgblo-1","bgkpgblo-1","Cycling HSPC"
"bgkpihje-1","bgkpihje-1","Osteoblast"
"bglahinh-1","bglahinh-1","GMP"
"bglamibo-1","bglamibo-1","Cycling HSPC"
"bglbjaed-1","bglbjaed-1","Early Myeloid Progenitor"
"bglcfheh-1","bglcfheh-1","Early Myeloid Progenitor"
"bgldccob-1","bgldccob-1","Late Myeloid"
"bglednma-1","bglednma-1","Early Myeloid Progenitor"
"bglfgcnd-1","bglfgcnd-1","Early Myeloid Progenitor"
"bglgamho-1","bglgamho-1","Early Myeloid Progenitor"
"bglgepjc-1","bglgepjc-1","Late Myeloid"
"bglggfak-1","bglggfak-1","Early Myeloid Progenitor"
"bglhbfaj-1","bglhbfaj-1","Early Myeloid Progenitor"
"bglhphoe-1","bglhphoe-1","GMP"
"bgljeklj-1","bgljeklj-1","GMP"
"bglldfho-1","bglldfho-1","GMP"
"bgllmdfk-1","bgllmdfk-1","Early Myeloid Progenitor"
"bglmimog-1","bglmimog-1","GMP"
"bglmookl-1","bglmookl-1","GMP"
"bglnfmgk-1","bglnfmgk-1","GMP"
"bgloblbd-1","bgloblbd-1","GMP"
"bgloiiip-1","bgloiiip-1","Early Myeloid Progenitor"
"bglpoibd-1","bglpoibd-1","Early Myeloid Progenitor"
"bgmacbne-1","bgmacbne-1","Early Myeloid Progenitor"
"bgmafmap-1","bgmafmap-1","Neutrophil"
"bgmddcbj-1","bgmddcbj-1","Late Erythroid"
"bgmdfnji-1","bgmdfnji-1","Late Myeloid"
"bgmegdno-1","bgmegdno-1","Early Myeloid Progenitor"
"bgmfmici-1","bgmfmici-1","Late Myeloid"
"bgmhfaba-1","bgmhfaba-1","GMP"
"bgmhkmeh-1","bgmhkmeh-1","Early Myeloid Progenitor"
"bgmimgim-1","bgmimgim-1","Early Myeloid Progenitor"
"bgmjklmg-1","bgmjklmg-1","GMP"
"bgmkngmb-1","bgmkngmb-1","Late Myeloid"
"bgmmdccg-1","bgmmdccg-1","Early Myeloid Progenitor"
"bgmmhfmj-1","bgmmhfmj-1","Neutrophil"
"bgmnglpf-1","bgmnglpf-1","Early Myeloid Progenitor"
"bgmpcpba-1","bgmpcpba-1","GMP"
"bgnajffa-1","bgnajffa-1","RBC"
"bgncmgcm-1","bgncmgcm-1","GMP"
"bgndflej-1","bgndflej-1","Late Erythroid"
"bgnfdnaj-1","bgnfdnaj-1","RBC"
"bgngfemo-1","bgngfemo-1","Early Myeloid Progenitor"
"bgnggnng-1","bgnggnng-1","Late Myeloid"
"bgngilfb-1","bgngilfb-1","Late Myeloid"
"bgnicfga-1","bgnicfga-1","Neutrophil"
"bgnimabf-1","bgnimabf-1","Late Erythroid"
"bgnjacmc-1","bgnjacmc-1","MPP"
"bgnmpinj-1","bgnmpinj-1","RBC"
"bgnnmhlo-1","bgnnmhlo-1","RBC"
"bgnoanbf-1","bgnoanbf-1","Late Erythroid"
"bgnpaodh-1","bgnpaodh-1","MPP"
"bgnpdndn-1","bgnpdndn-1","Late Erythroid"
"bgnpicfc-1","bgnpicfc-1","Late Erythroid"
"bgobofil-1","bgobofil-1","Ba/Eo/Ma"
"bgobplpb-1","bgobplpb-1","Adipo-MSC"
"bgodhbkl-1","bgodhbkl-1","Pro-B"
"bgodkiim-1","bgodkiim-1","GMP"
"bgoekhgm-1","bgoekhgm-1","Late Myeloid"
"bgoeklme-1","bgoeklme-1","Late Myeloid"
"bgogngfj-1","bgogngfj-1","CD4+ T-Cell"
"bgohoaak-1","bgohoaak-1","Early Myeloid Progenitor"
"bgojeajk-1","bgojeajk-1","Early Myeloid Progenitor"
"bgokbapj-1","bgokbapj-1","GMP"
"bgollmgk-1","bgollmgk-1","GMP"
"bgonkmdk-1","bgonkmdk-1","CD8+ T-Cell"
"bgonmdmp-1","bgonmdmp-1","Early Myeloid Progenitor"
"bgpbdcje-1","bgpbdcje-1","Neutrophil"
"bgpbdlkc-1","bgpbdlkc-1","Early Myeloid Progenitor"
"bgpbfeon-1","bgpbfeon-1","Early Myeloid Progenitor"
"bgpcokde-1","bgpcokde-1","Cycling HSPC"
"bgpdbcpl-1","bgpdbcpl-1","Early Myeloid Progenitor"
"bgpdgceb-1","bgpdgceb-1","GMP"
"bgpdjcjl-1","bgpdjcjl-1","GMP"
"bgpefhfi-1","bgpefhfi-1","GMP"
"bgpfdkoj-1","bgpfdkoj-1","Early Myeloid Progenitor"
"bgpfhlpd-1","bgpfhlpd-1","Early Myeloid Progenitor"
"bgpgebae-1","bgpgebae-1","Early Myeloid Progenitor"
"bgpgimio-1","bgpgimio-1","Cycling HSPC"
"bgpibnab-1","bgpibnab-1","CD4+ T-Cell"
"bgpjolcg-1","bgpjolcg-1","Early Myeloid Progenitor"
"bgpmhnam-1","bgpmhnam-1","GMP"
"bgpmnhcl-1","bgpmnhcl-1","GMP"
"bgpngabe-1","bgpngabe-1","GMP"
"bgppbini-1","bgppbini-1","GMP"
"bhaangjn-1","bhaangjn-1","GMP"
"bhabiopj-1","bhabiopj-1","GMP"
"bhabpoih-1","bhabpoih-1","Early Myeloid Progenitor"
"bhacjmld-1","bhacjmld-1","Early Myeloid Progenitor"
"bhacknmk-1","bhacknmk-1","Cycling HSPC"
"bhadhfde-1","bhadhfde-1","Early Myeloid Progenitor"
"bhaffnil-1","bhaffnil-1","Early Myeloid Progenitor"
"bhafobdg-1","bhafobdg-1","Early Myeloid Progenitor"
"bhaiommj-1","bhaiommj-1","Late Erythroid"
"bhaipomo-1","bhaipomo-1","Early Myeloid Progenitor"
"bhajajmb-1","bhajajmb-1","GMP"
"bhakinlj-1","bhakinlj-1","Early Myeloid Progenitor"
"bhakknho-1","bhakknho-1","Late Myeloid"
"bhaknoeg-1","bhaknoeg-1","GMP"
"bhalbpci-1","bhalbpci-1","Early Myeloid Progenitor"
"bhapfnkd-1","bhapfnkd-1","Late Myeloid"
"bhbaefei-1","bhbaefei-1","Pro-B"
"bhbbbnid-1","bhbbbnid-1","MPP"
"bhbcaknp-1","bhbcaknp-1","SEC"
"bhbddabc-1","bhbddabc-1","Early Myeloid Progenitor"
"bhbebhfa-1","bhbebhfa-1","GMP"
"bhbelalp-1","bhbelalp-1","GMP"
"bhbfjmag-1","bhbfjmag-1","GMP"
"bhbgbjfk-1","bhbgbjfk-1","Early Myeloid Progenitor"
"bhbhpchl-1","bhbhpchl-1","Adipo-MSC"
"bhbibjdo-1","bhbibjdo-1","GMP"
"bhbjceda-1","bhbjceda-1","Early Myeloid Progenitor"
"bhbjedld-1","bhbjedld-1","Mature B"
"bhbkjpfi-1","bhbkjpfi-1","Monocyte"
"bhbkmcci-1","bhbkmcci-1","GMP"
"bhbkpgoh-1","bhbkpgoh-1","Cycling HSPC"
"bhblcfpi-1","bhblcfpi-1","Monocyte"
"bhblhgpd-1","bhblhgpd-1","Late Myeloid"
"bhbmkkce-1","bhbmkkce-1","Late Myeloid"
"bhbmoopi-1","bhbmoopi-1","Late Myeloid"
"bhbocfng-1","bhbocfng-1","Early Myeloid Progenitor"
"bhbogail-1","bhbogail-1","Late Erythroid"
"bhbpcdkj-1","bhbpcdkj-1","Early Myeloid Progenitor"
"bhcbikhm-1","bhcbikhm-1","Pro-B"
"bhccepbf-1","bhccepbf-1","Late Erythroid"
"bhcfbhig-1","bhcfbhig-1","Early Myeloid Progenitor"
"bhcfgpgl-1","bhcfgpgl-1","Late Myeloid"
"bhcfkmec-1","bhcfkmec-1","Late Myeloid"
"bhchpaim-1","bhchpaim-1","Mature B"
"bhciahdi-1","bhciahdi-1","Monocyte"
