"","cell_id","group"
"ekjhdfcc-1","ekjhdfcc-1","Late Erythroid"
"ekjhjjcl-1","ekjhjjcl-1","Not-mapped"
"ekjidaka-1","ekjidaka-1","Not-mapped"
"ekjihajh-1","ekjihajh-1","AEC"
"ekjijlge-1","ekjijlge-1","Late Erythroid"
"ekjjjdib-1","ekjjjdib-1","AEC"
"ekkahgfe-1","ekkahgfe-1","Not-mapped"
"ekkbljjj-1","ekkbljjj-1","Not-mapped"
"ekkdgglo-1","ekkdgglo-1","Late Erythroid"
"ekkdjhfd-1","ekkdjhfd-1","Late Myeloid"
"ekkdmjkg-1","ekkdmjkg-1","Early Myeloid Progenitor"
"ekkelckh-1","ekkelckh-1","Not-mapped"
"ekkkldof-1","ekkkldof-1","Late Myeloid"
"ekklflbi-1","ekklflbi-1","Late Erythroid"
"ekkobdba-1","ekkobdba-1","Late Erythroid"
"ekkoikng-1","ekkoikng-1","Not-mapped"
"ekkopojd-1","ekkopojd-1","CD8+ T-Cell"
"ekkphion-1","ekkphion-1","Not-mapped"
"eklagohb-1","eklagohb-1","Not-mapped"
"eklajonc-1","eklajonc-1","Monocyte"
"eklbfiaa-1","eklbfiaa-1","Early Myeloid Progenitor"
"eklemdij-1","eklemdij-1","Not-mapped"
"eklhdffp-1","eklhdffp-1","Early Myeloid Progenitor"
"eklhhleg-1","eklhhleg-1","Late Myeloid"
"eklijgjl-1","eklijgjl-1","Not-mapped"
"eklipglb-1","eklipglb-1","Late Myeloid"
"eklkgdko-1","eklkgdko-1","Not-mapped"
"eklljgib-1","eklljgib-1","Late Myeloid"
"ekloienn-1","ekloienn-1","Not-mapped"
"ekloohbp-1","ekloohbp-1","Not-mapped"
"ekmbimfo-1","ekmbimfo-1","Not-mapped"
"ekmfefod-1","ekmfefod-1","Not-mapped"
"ekmfhemi-1","ekmfhemi-1","Early Myeloid Progenitor"
"ekmgkmop-1","ekmgkmop-1","Late Erythroid"
"ekmhhlpj-1","ekmhhlpj-1","Not-mapped"
"ekmiiihh-1","ekmiiihh-1","Late Myeloid"
"ekmjochc-1","ekmjochc-1","Not-mapped"
"ekmkbdko-1","ekmkbdko-1","Not-mapped"
"ekmlageb-1","ekmlageb-1","Late Erythroid"
"ekmlmcbo-1","ekmlmcbo-1","Cycling HSPC"
"eknallch-1","eknallch-1","Not-mapped"
"eknamdep-1","eknamdep-1","Not-mapped"
"eknapgkl-1","eknapgkl-1","Late Erythroid"
"eknbjlhe-1","eknbjlhe-1","CD8+ T-Cell"
"eknejbig-1","eknejbig-1","Not-mapped"
"eknfggmn-1","eknfggmn-1","CD8+ T-Cell"
"eknhcfmh-1","eknhcfmh-1","Late Erythroid"
"eknionlf-1","eknionlf-1","Not-mapped"
"eknjmkmp-1","eknjmkmp-1","Not-mapped"
"eknjmond-1","eknjmond-1","Late Myeloid"
"eknklobl-1","eknklobl-1","Late Erythroid"
"eknmhngk-1","eknmhngk-1","Not-mapped"
"eknnlgjb-1","eknnlgjb-1","CD8+ T-Cell"
"eknnoiia-1","eknnoiia-1","Not-mapped"
"eknobgob-1","eknobgob-1","Late Myeloid"
"ekobmkpj-1","ekobmkpj-1","Not-mapped"
"ekodghff-1","ekodghff-1","Not-mapped"
"ekogbaef-1","ekogbaef-1","pDC"
"ekognohn-1","ekognohn-1","AEC"
"ekoibedc-1","ekoibedc-1","Monocyte"
"ekoighdi-1","ekoighdi-1","Not-mapped"
"ekojiidh-1","ekojiidh-1","Not-mapped"
"ekokclin-1","ekokclin-1","Not-mapped"
"ekokgbgj-1","ekokgbgj-1","Neutrophil"
"ekokjbhh-1","ekokjbhh-1","Not-mapped"
"ekokomnn-1","ekokomnn-1","Not-mapped"
"ekoliacp-1","ekoliacp-1","Not-mapped"
"ekomfljo-1","ekomfljo-1","Not-mapped"
"ekopjind-1","ekopjind-1","Not-mapped"
"ekpcldei-1","ekpcldei-1","Not-mapped"
"ekpcllnj-1","ekpcllnj-1","Late Myeloid"
"ekpdcinp-1","ekpdcinp-1","Late Myeloid"
"ekpdneho-1","ekpdneho-1","GMP"
"ekpklkml-1","ekpklkml-1","Not-mapped"
"ekpldbkf-1","ekpldbkf-1","Late Myeloid"
"ekplmcnb-1","ekplmcnb-1","Late Erythroid"
"ekpoihig-1","ekpoihig-1","Not-mapped"
"elacnfdd-1","elacnfdd-1","Late Erythroid"
"eladaeah-1","eladaeah-1","Late Erythroid"
"eladlgbf-1","eladlgbf-1","Late Erythroid"
"elafbdpk-1","elafbdpk-1","Late Erythroid"
"elafhgdc-1","elafhgdc-1","Late Erythroid"
"elagmkhc-1","elagmkhc-1","Late Erythroid"
"elaimppc-1","elaimppc-1","Late Erythroid"
"elaippfo-1","elaippfo-1","Late Erythroid"
"elajgldm-1","elajgldm-1","VSMC"
"elajncmb-1","elajncmb-1","Not-mapped"
"elaobcgj-1","elaobcgj-1","Late Erythroid"
"elapfnfk-1","elapfnfk-1","Late Erythroid"
"elbadhjh-1","elbadhjh-1","Late Erythroid"
"elbahcap-1","elbahcap-1","Early Myeloid Progenitor"
"elbfbalm-1","elbfbalm-1","Not-mapped"
"elbfinon-1","elbfinon-1","Neutrophil"
"elbgdoef-1","elbgdoef-1","Late Erythroid"
"elbglmlb-1","elbglmlb-1","Not-mapped"
"elbhlnkg-1","elbhlnkg-1","Cycling DCs"
"elblepdl-1","elblepdl-1","Not-mapped"
"elblpjel-1","elblpjel-1","Late Erythroid"
"elbokine-1","elbokine-1","CD8+ T-Cell"
"elboojgg-1","elboojgg-1","Late Erythroid"
"elcagjja-1","elcagjja-1","Not-mapped"
"elcbpadj-1","elcbpadj-1","Not-mapped"
"elcegcan-1","elcegcan-1","Not-mapped"
"elcghlgm-1","elcghlgm-1","RBC"
"elcilcep-1","elcilcep-1","Not-mapped"
"elcjmhhg-1","elcjmhhg-1","AEC"
"elckkanh-1","elckkanh-1","Not-mapped"
"elckofnn-1","elckofnn-1","Late Erythroid"
"elcnnklp-1","elcnnklp-1","Neutrophil"
"elcodiin-1","elcodiin-1","Not-mapped"
"eldaahbb-1","eldaahbb-1","Neutrophil"
"eldaehed-1","eldaehed-1","AEC"
"eldalhlc-1","eldalhlc-1","Not-mapped"
"eldbaeln-1","eldbaeln-1","Not-mapped"
"eldbeppo-1","eldbeppo-1","Not-mapped"
"elddgfmf-1","elddgfmf-1","Early Myeloid Progenitor"
"eldecnll-1","eldecnll-1","Plasma Cell"
"eldfdccj-1","eldfdccj-1","Cycling HSPC"
"eldfpoho-1","eldfpoho-1","Mature B"
"eldhddpo-1","eldhddpo-1","Not-mapped"
"eldjajfj-1","eldjajfj-1","Not-mapped"
"eldkmeoi-1","eldkmeoi-1","Not-mapped"
"eldkpdka-1","eldkpdka-1","Early Myeloid Progenitor"
"eldlalil-1","eldlalil-1","Not-mapped"
"eldpklmk-1","eldpklmk-1","Not-mapped"
"eldplmap-1","eldplmap-1","GMP"
"eleamhek-1","eleamhek-1","Not-mapped"
"elebkmfk-1","elebkmfk-1","RBC"
"eleeegdp-1","eleeegdp-1","Not-mapped"
"elefifhc-1","elefifhc-1","Late Erythroid"
"elefoopi-1","elefoopi-1","Late Erythroid"
"elegilea-1","elegilea-1","CD8+ T-Cell"
"elehjpap-1","elehjpap-1","Not-mapped"
"elejhlkj-1","elejhlkj-1","Not-mapped"
"elejokhh-1","elejokhh-1","Late Erythroid"
"elemddjh-1","elemddjh-1","Late Erythroid"
"elenfhga-1","elenfhga-1","Late Erythroid"
"elfaedeh-1","elfaedeh-1","Not-mapped"
"elfbljac-1","elfbljac-1","Not-mapped"
"elfgfmlk-1","elfgfmlk-1","Not-mapped"
"elfgibkb-1","elfgibkb-1","Not-mapped"
"elfmblof-1","elfmblof-1","Not-mapped"
"elfnaghf-1","elfnaghf-1","Not-mapped"
"elfnjhjm-1","elfnjhjm-1","Not-mapped"
"elgccnao-1","elgccnao-1","pDC"
"elgcdnkn-1","elgcdnkn-1","Not-mapped"
"elgdcfgf-1","elgdcfgf-1","Not-mapped"
"elggakog-1","elggakog-1","pDC"
"elgghibi-1","elgghibi-1","CD8+ T-Cell"
"elghbnjp-1","elghbnjp-1","Late Erythroid"
"elgngmgc-1","elgngmgc-1","Adipo-MSC"
"elgpalba-1","elgpalba-1","Not-mapped"
"elgpckho-1","elgpckho-1","Late Myeloid"
"elhammfp-1","elhammfp-1","Not-mapped"
"elhbffmh-1","elhbffmh-1","Not-mapped"
"elhdbbln-1","elhdbbln-1","RBC"
"elhebbfc-1","elhebbfc-1","Late Erythroid"
"elhighkn-1","elhighkn-1","Not-mapped"
"elhkmgaa-1","elhkmgaa-1","Late Erythroid"
"elhlpkcp-1","elhlpkcp-1","Not-mapped"
"elhmhlga-1","elhmhlga-1","Early Myeloid Progenitor"
"elhndoje-1","elhndoje-1","Not-mapped"
"elhobaeb-1","elhobaeb-1","Not-mapped"
"elhppail-1","elhppail-1","Not-mapped"
"elibepfn-1","elibepfn-1","Not-mapped"
"elibnhjo-1","elibnhjo-1","Late Myeloid"
"elidgfnn-1","elidgfnn-1","Not-mapped"
"elidpkff-1","elidpkff-1","Not-mapped"
"eliecjnj-1","eliecjnj-1","Late Erythroid"
"eliemdmf-1","eliemdmf-1","Late Erythroid"
"elikcipg-1","elikcipg-1","Not-mapped"
"elikilha-1","elikilha-1","Not-mapped"
"eliknpoh-1","eliknpoh-1","Not-mapped"
"elinicbm-1","elinicbm-1","Late Myeloid"
"elinkcin-1","elinkcin-1","Not-mapped"
"elioalic-1","elioalic-1","Not-mapped"
"elionbho-1","elionbho-1","Late Erythroid"
"eliopmhg-1","eliopmhg-1","RBC"
"eljagiop-1","eljagiop-1","Not-mapped"
"eljcoeci-1","eljcoeci-1","Not-mapped"
"eljdinee-1","eljdinee-1","Plasma Cell"
"eljffkpf-1","eljffkpf-1","Not-mapped"
"eljfhmnc-1","eljfhmnc-1","RBC"
"eljfjlok-1","eljfjlok-1","Not-mapped"
"eljgnkkn-1","eljgnkkn-1","Not-mapped"
"eljhfepc-1","eljhfepc-1","Not-mapped"
"eljjdmag-1","eljjdmag-1","Not-mapped"
"eljkopkc-1","eljkopkc-1","Plasma Cell"
"eljkpjlk-1","eljkpjlk-1","Neutrophil"
"eljmmkmk-1","eljmmkmk-1","Late Erythroid"
"eljnfdba-1","eljnfdba-1","Early Myeloid Progenitor"
"eljoddmi-1","eljoddmi-1","Not-mapped"
"eljplaem-1","eljplaem-1","RBC"
"elkabfpl-1","elkabfpl-1","Not-mapped"
"elkakjge-1","elkakjge-1","Not-mapped"
"elkbbfba-1","elkbbfba-1","Late Erythroid"
"elkeiffj-1","elkeiffj-1","Late Erythroid"
"elkgnihn-1","elkgnihn-1","Not-mapped"
"elkhgngp-1","elkhgngp-1","Not-mapped"
"elkhnbmn-1","elkhnbmn-1","Not-mapped"
"elkjajmi-1","elkjajmi-1","Mature B"
"elkjihpg-1","elkjihpg-1","Late Myeloid"
"elkkkcin-1","elkkkcin-1","CD8+ T-Cell"
"elklbjep-1","elklbjep-1","Not-mapped"
"elklljln-1","elklljln-1","Mature B"
"elkmlejn-1","elkmlejn-1","Not-mapped"
"elknfppk-1","elknfppk-1","Plasma Cell"
"elkpaplc-1","elkpaplc-1","Not-mapped"
"elkpfolf-1","elkpfolf-1","Not-mapped"
"ellbjekm-1","ellbjekm-1","Not-mapped"
"elldhfif-1","elldhfif-1","Late Myeloid"
"elldollk-1","elldollk-1","Not-mapped"
"ellflhld-1","ellflhld-1","CD8+ T-Cell"
"ellfloll-1","ellfloll-1","Not-mapped"
"ellgomkb-1","ellgomkb-1","Early Myeloid Progenitor"
"ellkpcgj-1","ellkpcgj-1","CD8+ T-Cell"
"elllmedi-1","elllmedi-1","Not-mapped"
"elllmnjn-1","elllmnjn-1","Not-mapped"
"ellmbapa-1","ellmbapa-1","AEC"
"ellmcehh-1","ellmcehh-1","Not-mapped"
"ellmglam-1","ellmglam-1","RBC"
"ellocnhc-1","ellocnhc-1","Not-mapped"
"ellpijjp-1","ellpijjp-1","Not-mapped"
"elmcimee-1","elmcimee-1","Neutrophil"
"elmdbdjj-1","elmdbdjj-1","CD8+ T-Cell"
"elmdgean-1","elmdgean-1","Not-mapped"
"elmdlmdh-1","elmdlmdh-1","Not-mapped"
"elmfbfda-1","elmfbfda-1","Not-mapped"
"elmfibjj-1","elmfibjj-1","Neutrophil"
"elmflcpg-1","elmflcpg-1","CD8+ T-Cell"
"elmfoglo-1","elmfoglo-1","Not-mapped"
"elmfpdep-1","elmfpdep-1","Late Myeloid"
"elmgcanb-1","elmgcanb-1","Not-mapped"
"elmjdacf-1","elmjdacf-1","Neutrophil"
"elmkenhb-1","elmkenhb-1","Early Myeloid Progenitor"
"elmkfdkb-1","elmkfdkb-1","Not-mapped"
"elmlikng-1","elmlikng-1","Cycling HSPC"
"elmmncga-1","elmmncga-1","Cycling HSPC"
"elmngoco-1","elmngoco-1","Pre-B"
"elmphfej-1","elmphfej-1","Not-mapped"
"elmpljjk-1","elmpljjk-1","Not-mapped"
"elnabddm-1","elnabddm-1","Late Erythroid"
"elncmnod-1","elncmnod-1","Not-mapped"
"elncogbm-1","elncogbm-1","RBC"
"elnfdbmi-1","elnfdbmi-1","Late Erythroid"
"elnggefo-1","elnggefo-1","Late Myeloid"
"elngkfff-1","elngkfff-1","Late Erythroid"
"elniaipa-1","elniaipa-1","Late Erythroid"
"elnjnoce-1","elnjnoce-1","Not-mapped"
"elnkdjip-1","elnkdjip-1","AEC"
"elnkfopi-1","elnkfopi-1","RBC"
"elnlddej-1","elnlddej-1","Not-mapped"
"elnofhoa-1","elnofhoa-1","Plasma Cell"
"elnpemai-1","elnpemai-1","Neutrophil"
"elocigkg-1","elocigkg-1","Plasma Cell"
"elocmcba-1","elocmcba-1","Plasma Cell"
"elodhgcb-1","elodhgcb-1","Neutrophil"
"elofpdci-1","elofpdci-1","Not-mapped"
"elogdcdf-1","elogdcdf-1","Not-mapped"
"elolapoi-1","elolapoi-1","AEC"
"elolbche-1","elolbche-1","Not-mapped"
"eloledke-1","eloledke-1","Late Myeloid"
"elomakkp-1","elomakkp-1","CD8+ T-Cell"
"elombckm-1","elombckm-1","Not-mapped"
"elomeada-1","elomeada-1","Late Erythroid"
"elonahop-1","elonahop-1","Not-mapped"
"eloodkfh-1","eloodkfh-1","Not-mapped"
"elpafneh-1","elpafneh-1","Not-mapped"
"elpamhcg-1","elpamhcg-1","Late Erythroid"
"elpbcnna-1","elpbcnna-1","Plasma Cell"
"elpdgkmk-1","elpdgkmk-1","Plasma Cell"
"elpdlllb-1","elpdlllb-1","AEC"
"elpggcno-1","elpggcno-1","Not-mapped"
"elpgkend-1","elpgkend-1","GMP"
"elphimdb-1","elphimdb-1","Not-mapped"
"elpiicng-1","elpiicng-1","RBC"
"elpipkco-1","elpipkco-1","Not-mapped"
"elpkddmb-1","elpkddmb-1","Late Erythroid"
"elpkhkal-1","elpkhkal-1","Early Myeloid Progenitor"
"elplhfdb-1","elplhfdb-1","Not-mapped"
"elpmejpn-1","elpmejpn-1","Early Myeloid Progenitor"
"elpnbhjc-1","elpnbhjc-1","GMP"
"elpneedm-1","elpneedm-1","Late Erythroid"
"elpnkpdb-1","elpnkpdb-1","Not-mapped"
"emabgjkn-1","emabgjkn-1","CD8+ T-Cell"
"emabmgfp-1","emabmgfp-1","Not-mapped"
"emacjbjk-1","emacjbjk-1","Not-mapped"
"emacpngf-1","emacpngf-1","Not-mapped"
"emaeemdl-1","emaeemdl-1","GMP"
"emaefjja-1","emaefjja-1","Early Myeloid Progenitor"
"emahdikp-1","emahdikp-1","Not-mapped"
"emahmlnb-1","emahmlnb-1","Not-mapped"
"emalofae-1","emalofae-1","Not-mapped"
"emamaehk-1","emamaehk-1","Not-mapped"
"emamkknb-1","emamkknb-1","Neutrophil"
"emamoncm-1","emamoncm-1","Not-mapped"
"emannbfp-1","emannbfp-1","Early Myeloid Progenitor"
"emannhdl-1","emannhdl-1","CD8+ T-Cell"
"emapobpj-1","emapobpj-1","CD8+ T-Cell"
"embbebma-1","embbebma-1","Cycling HSPC"
"embcihho-1","embcihho-1","Late Myeloid"
"embfpbjk-1","embfpbjk-1","Not-mapped"
"embhahkb-1","embhahkb-1","Not-mapped"
"embhbedi-1","embhbedi-1","Not-mapped"
"embhcgoa-1","embhcgoa-1","Late Myeloid"
"embiaiel-1","embiaiel-1","Not-mapped"
"embilpfb-1","embilpfb-1","Not-mapped"
"embmegjn-1","embmegjn-1","Not-mapped"
"embpcjbb-1","embpcjbb-1","Not-mapped"
"embpoeab-1","embpoeab-1","Not-mapped"
"embpoecd-1","embpoecd-1","Not-mapped"
"emcaonii-1","emcaonii-1","Not-mapped"
"emcblbdb-1","emcblbdb-1","RBC"
"emccdppc-1","emccdppc-1","Late Erythroid"
"emcdlfcd-1","emcdlfcd-1","Not-mapped"
"emcejjpa-1","emcejjpa-1","Late Erythroid"
"emcepace-1","emcepace-1","Monocyte"
"emcgbflm-1","emcgbflm-1","Late Erythroid"
"emcihned-1","emcihned-1","Late Erythroid"
"emcildcl-1","emcildcl-1","Not-mapped"
"emclobog-1","emclobog-1","Not-mapped"
"emcmlbga-1","emcmlbga-1","Late Erythroid"
"emcocebc-1","emcocebc-1","RBC"
"emdampop-1","emdampop-1","Not-mapped"
"emdbimpl-1","emdbimpl-1","Late Erythroid"
"emdbkljn-1","emdbkljn-1","Not-mapped"
"emddfigp-1","emddfigp-1","CD8+ T-Cell"
"emdhbeah-1","emdhbeah-1","Not-mapped"
"emdhlkpm-1","emdhlkpm-1","Not-mapped"
"emdidgnl-1","emdidgnl-1","Late Erythroid"
"emdijmip-1","emdijmip-1","Late Erythroid"
"emdjfnpi-1","emdjfnpi-1","Not-mapped"
"emdmaidi-1","emdmaidi-1","Not-mapped"
"emdmifei-1","emdmifei-1","Late Erythroid"
"emdmpmhl-1","emdmpmhl-1","Not-mapped"
"emdnaijp-1","emdnaijp-1","Not-mapped"
"emdnbmnm-1","emdnbmnm-1","Neutrophil"
"emdnfabk-1","emdnfabk-1","Not-mapped"
"emeamflg-1","emeamflg-1","Monocyte"
"emebnble-1","emebnble-1","RBC"
"emecdapj-1","emecdapj-1","Not-mapped"
"emechiki-1","emechiki-1","Not-mapped"
"emecpbcp-1","emecpbcp-1","Not-mapped"
"emeefjdh-1","emeefjdh-1","Late Erythroid"
"emefenfo-1","emefenfo-1","Late Erythroid"
"emefkfha-1","emefkfha-1","Neutrophil"
"emegefdc-1","emegefdc-1","Late Erythroid"
"emeijndj-1","emeijndj-1","Late Erythroid"
"emejbbef-1","emejbbef-1","Not-mapped"
"emejfcna-1","emejfcna-1","Late Erythroid"
"emejfled-1","emejfled-1","Late Erythroid"
"emejhfee-1","emejhfee-1","Late Erythroid"
"emejkmih-1","emejkmih-1","Not-mapped"
"emelojbp-1","emelojbp-1","Not-mapped"
"emenioeb-1","emenioeb-1","Late Erythroid"
"emeoldip-1","emeoldip-1","Neutrophil"
"emeonjll-1","emeonjll-1","RBC"
"emeplfgc-1","emeplfgc-1","Not-mapped"
"emfdldkl-1","emfdldkl-1","RBC"
"emfeffip-1","emfeffip-1","Cycling HSPC"
"emfiiheh-1","emfiiheh-1","Late Myeloid"
"emfklkic-1","emfklkic-1","Late Erythroid"
"emfondpn-1","emfondpn-1","Not-mapped"
"emfpebmn-1","emfpebmn-1","Not-mapped"
"emfponan-1","emfponan-1","Not-mapped"
"emgbmdop-1","emgbmdop-1","Late Erythroid"
"emgcbnlf-1","emgcbnlf-1","Late Erythroid"
"emgcfmlb-1","emgcfmlb-1","Late Erythroid"
"emgckddj-1","emgckddj-1","Neutrophil"
"emggcdob-1","emggcdob-1","GMP"
"emgihaoa-1","emgihaoa-1","Not-mapped"
"emgmefbo-1","emgmefbo-1","Late Erythroid"
"emgmekmi-1","emgmekmi-1","Not-mapped"
"emgomndg-1","emgomndg-1","Monocyte"
"emgoncjb-1","emgoncjb-1","Not-mapped"
"emgpnemo-1","emgpnemo-1","RBC"
"emgpohhl-1","emgpohhl-1","Not-mapped"
"emhapfjm-1","emhapfjm-1","Late Erythroid"
"emhcgncg-1","emhcgncg-1","Late Erythroid"
"emhghlio-1","emhghlio-1","RBC"
"emhijjpl-1","emhijjpl-1","Not-mapped"
"emhkfnoh-1","emhkfnoh-1","Late Erythroid"
"emhkpggl-1","emhkpggl-1","Not-mapped"
"emhmilkb-1","emhmilkb-1","Not-mapped"
"emhmlkpk-1","emhmlkpk-1","Not-mapped"
"emhnalfk-1","emhnalfk-1","RBC"
"emhndhio-1","emhndhio-1","Not-mapped"
"emhobakn-1","emhobakn-1","Not-mapped"
"emhofmlg-1","emhofmlg-1","Not-mapped"
"emhpakme-1","emhpakme-1","Late Erythroid"
"emialcef-1","emialcef-1","Not-mapped"
"emichjlo-1","emichjlo-1","Not-mapped"
"emickifi-1","emickifi-1","Not-mapped"
"emidmmci-1","emidmmci-1","Not-mapped"
"emifbmpo-1","emifbmpo-1","Late Erythroid"
"emifcglp-1","emifcglp-1","Not-mapped"
"emifepko-1","emifepko-1","CD8+ T-Cell"
"emigofgj-1","emigofgj-1","Late Erythroid"
"emihkgah-1","emihkgah-1","Late Myeloid"
"emiimgfb-1","emiimgfb-1","Not-mapped"
"emiobpdi-1","emiobpdi-1","Not-mapped"
"emjaaced-1","emjaaced-1","Not-mapped"
"emjbcmed-1","emjbcmed-1","Not-mapped"
"emjcgobh-1","emjcgobh-1","Not-mapped"
"emjefecg-1","emjefecg-1","Late Myeloid"
"emjgilpo-1","emjgilpo-1","Not-mapped"
"emjljcke-1","emjljcke-1","Not-mapped"
"emjllkbi-1","emjllkbi-1","Late Erythroid"
"emjmjcna-1","emjmjcna-1","Late Myeloid"
"emjmmijo-1","emjmmijo-1","Late Erythroid"
"emjndhap-1","emjndhap-1","Late Erythroid"
"emkabacg-1","emkabacg-1","Not-mapped"
"emkablfd-1","emkablfd-1","Not-mapped"
"emkagdmn-1","emkagdmn-1","Not-mapped"
"emkapdii-1","emkapdii-1","Late Erythroid"
"emkbiolf-1","emkbiolf-1","Neutrophil"
"emkdankc-1","emkdankc-1","Late Erythroid"
"emkebedl-1","emkebedl-1","Not-mapped"
"emkgfieh-1","emkgfieh-1","Neutrophil"
"emkhbmnj-1","emkhbmnj-1","Late Erythroid"
"emkiicih-1","emkiicih-1","Not-mapped"
"emkioali-1","emkioali-1","Late Erythroid"
"emkjpfej-1","emkjpfej-1","Late Erythroid"
"emkkaoeo-1","emkkaoeo-1","Not-mapped"
"emkokjej-1","emkokjej-1","Late Myeloid"
"emkolfjd-1","emkolfjd-1","Neutrophil"
"emkongna-1","emkongna-1","Late Erythroid"
"emkpbgfc-1","emkpbgfc-1","RBC"
"emkpjjcj-1","emkpjjcj-1","Late Erythroid"
"emlahege-1","emlahege-1","Late Erythroid"
"emlbcpah-1","emlbcpah-1","Not-mapped"
"emldhnne-1","emldhnne-1","Late Erythroid"
"emlebeof-1","emlebeof-1","Late Erythroid"
"emlgomgb-1","emlgomgb-1","RBC"
"emlkcnmd-1","emlkcnmd-1","Not-mapped"
"emllhpmh-1","emllhpmh-1","Late Erythroid"
"emmaoeeo-1","emmaoeeo-1","Not-mapped"
"emmcdlei-1","emmcdlei-1","Not-mapped"
"emmcjobf-1","emmcjobf-1","Late Myeloid"
"emmehcno-1","emmehcno-1","Late Erythroid"
"emmekdac-1","emmekdac-1","RBC"
"emmhheej-1","emmhheej-1","CD8+ T-Cell"
"emmhpfci-1","emmhpfci-1","RBC"
"emmipodo-1","emmipodo-1","Not-mapped"
"emmkdjla-1","emmkdjla-1","Late Erythroid"
"emmkjndh-1","emmkjndh-1","Late Erythroid"
"emmlimen-1","emmlimen-1","Not-mapped"
"emmlomae-1","emmlomae-1","CD8+ T-Cell"
"emmmbdok-1","emmmbdok-1","Neutrophil"
"emmngcgj-1","emmngcgj-1","Not-mapped"
"emmngjoc-1","emmngjoc-1","Not-mapped"
"emncablm-1","emncablm-1","CD8+ T-Cell"
"emndbdli-1","emndbdli-1","Not-mapped"
"emndhffe-1","emndhffe-1","Not-mapped"
"emneohfe-1","emneohfe-1","CD8+ T-Cell"
"emnhglfn-1","emnhglfn-1","Not-mapped"
"emnhgpnb-1","emnhgpnb-1","Neutrophil"
"emniamge-1","emniamge-1","CD8+ T-Cell"
"emnmapae-1","emnmapae-1","Not-mapped"
"emnnfcnl-1","emnnfcnl-1","HSC"
"emnngljg-1","emnngljg-1","RBC"
"emnnnkjk-1","emnnnkjk-1","Not-mapped"
"emnpmall-1","emnpmall-1","Late Erythroid"
"emoajapl-1","emoajapl-1","Early Myeloid Progenitor"
"emobckbo-1","emobckbo-1","Late Erythroid"
"emodihob-1","emodihob-1","Late Erythroid"
"emoeeapf-1","emoeeapf-1","GMP"
"emoflkcg-1","emoflkcg-1","Not-mapped"
"emogihll-1","emogihll-1","Not-mapped"
"emohikba-1","emohikba-1","Late Erythroid"
"emohnicp-1","emohnicp-1","Not-mapped"
"emokcebl-1","emokcebl-1","Late Erythroid"
"emokkekp-1","emokkekp-1","Late Myeloid"
"emolhlkf-1","emolhlkf-1","Late Erythroid"
"emolndhb-1","emolndhb-1","Early Myeloid Progenitor"
"emomlnhe-1","emomlnhe-1","Not-mapped"
"emomndmp-1","emomndmp-1","Not-mapped"
"emonadjc-1","emonadjc-1","Late Erythroid"
"empcffec-1","empcffec-1","Late Erythroid"
"emphfplo-1","emphfplo-1","RBC"
"empjgdli-1","empjgdli-1","Not-mapped"
"empkflpd-1","empkflpd-1","Late Erythroid"
"empleegp-1","empleegp-1","Late Erythroid"
"empmnipd-1","empmnipd-1","Not-mapped"
"empmpbme-1","empmpbme-1","Late Erythroid"
"empninnc-1","empninnc-1","Not-mapped"
"empnoonm-1","empnoonm-1","Macrophages"
"empoknmi-1","empoknmi-1","Late Erythroid"
"emppdeic-1","emppdeic-1","Late Erythroid"
"emppnmfo-1","emppnmfo-1","Late Erythroid"
"enaaadan-1","enaaadan-1","Late Erythroid"
"enaadidp-1","enaadidp-1","Late Erythroid"
"enacgghd-1","enacgghd-1","Neutrophil"
"enahhloe-1","enahhloe-1","Late Erythroid"
"enahhobp-1","enahhobp-1","Late Erythroid"
"enahlbbo-1","enahlbbo-1","Late Erythroid"
"enajhdog-1","enajhdog-1","Late Erythroid"
"enakgebd-1","enakgebd-1","Not-mapped"
"enalekpf-1","enalekpf-1","Late Erythroid"
"enalghka-1","enalghka-1","Late Erythroid"
"enalhdnk-1","enalhdnk-1","Late Erythroid"
"enanbffk-1","enanbffk-1","Late Erythroid"
"enapbijj-1","enapbijj-1","Late Erythroid"
"enbegijp-1","enbegijp-1","Late Erythroid"
"enbgamhn-1","enbgamhn-1","Monocyte"
"enbgdjhk-1","enbgdjhk-1","Not-mapped"
"enbgioom-1","enbgioom-1","Not-mapped"
"enbgojkh-1","enbgojkh-1","Late Erythroid"
"enbioaep-1","enbioaep-1","Late Erythroid"
"enbjeobf-1","enbjeobf-1","Not-mapped"
"enbjmdcd-1","enbjmdcd-1","Late Erythroid"
"enbjnbmd-1","enbjnbmd-1","Late Erythroid"
"enblbinj-1","enblbinj-1","Late Erythroid"
"enbliobh-1","enbliobh-1","Not-mapped"
"enbmplah-1","enbmplah-1","Not-mapped"
"enbnohjo-1","enbnohjo-1","Late Erythroid"
"enboekpp-1","enboekpp-1","Late Myeloid"
"enbpgimh-1","enbpgimh-1","Not-mapped"
"enbpnfah-1","enbpnfah-1","Late Myeloid"
"encaagbd-1","encaagbd-1","Late Erythroid"
"encaddhg-1","encaddhg-1","Late Erythroid"
"enccgbjl-1","enccgbjl-1","Not-mapped"
"encchgfn-1","encchgfn-1","Not-mapped"
"encdlncg-1","encdlncg-1","Pre-B"
"encepmlg-1","encepmlg-1","Not-mapped"
