"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1727",1.17021157120264e-287,4.26000801247049,0.376,0.034,4.28309137175877e-283,"12","FLT3"
"1728",1.22644421572024e-286,2.92586711770102,0.74,0.152,4.48890847395764e-282,"12","AOAH"
"1729",3.54725690061491e-272,3.32495092330632,0.744,0.179,1.29833149819406e-267,"12","MYO1F"
"1730",8.5488822501842e-255,3.55314545485166,0.411,0.047,3.12897639238992e-250,"12","ZNF804A"
"1731",1.79513329627471e-250,3.28102425179893,0.506,0.075,6.57036737769506e-246,"12","CLEC12A"
"1732",1.26447493450803e-246,2.95375769428336,0.618,0.116,4.62810470779284e-242,"12","TBXAS1"
"1733",4.12894440811268e-246,3.59687203563322,0.433,0.055,1.51123494281332e-241,"12","HCK"
"1734",5.31562941506164e-238,2.59627488768308,0.805,0.232,1.94557352220671e-233,"12","DOCK2"
"1735",1.26829616805725e-235,3.6498039994096,0.392,0.047,4.64209080470635e-231,"12","FGR"
"1736",5.0808458014109e-234,4.09605723190242,0.382,0.045,1.8596403717744e-229,"12","TLR2"
"1737",6.87920777795498e-231,3.05789228875727,0.472,0.069,2.5178588388093e-226,"12","AL034397.3"
"1738",0,6.68058310385292,0.854,0.026,0,"13","STEAP4"
"1739",0,3.99533167096906,0.854,0.05,0,"13","CARMN"
"1740",0,3.96071109133681,0.9,0.135,0,"13","NR2F2-AS1"
"1741",0,3.79125086046074,0.831,0.092,0,"13","EBF2"
"1742",0,4.96046762590844,0.762,0.032,0,"13","NOTCH3"
"1743",0,5.06359983844265,0.743,0.028,0,"13","LINC00989"
"1744",0,5.71231018857757,0.757,0.055,0,"13","NCKAP5"
"1745",0,4.74123296714745,0.725,0.033,0,"13","ADGRF5"
"1746",0,5.54566458077698,0.711,0.027,0,"13","SEMA5A"
"1747",0,3.21557439163282,0.819,0.156,0,"13","RBPMS"
"1748",0,3.92937227077014,0.778,0.116,0,"13","IGFBP5"
"1749",0,4.22472919129874,0.685,0.039,0,"13","LMOD1"
"1750",0,3.80897213741882,0.72,0.082,0,"13","CLMN"
"1751",0,3.38232534847788,0.75,0.118,0,"13","PDE1A"
"1752",0,3.34732647259969,0.736,0.108,0,"13","RCAN2"
"1753",0,4.03767844095154,0.685,0.061,0,"13","NR2F2"
"1754",0,4.22589708502101,0.711,0.089,0,"13","MYO1B"
"1755",0,3.49499585889934,0.738,0.121,0,"13","SYNPO2"
"1756",0,4.40916758150815,0.694,0.077,0,"13","CCDC102B"
"1757",0,4.9522160487888,0.657,0.043,0,"13","PARM1"
"1758",0,4.87313885355559,0.641,0.027,0,"13","MRVI1"
"1759",0,4.67685620354358,0.664,0.05,0,"13","DPY19L2"
"1760",0,6.0592045115366,0.639,0.027,0,"13","ADGRL3"
"1761",0,6.13872551725633,0.623,0.02,0,"13","GUCY1A2"
"1762",0,5.04103692375601,0.639,0.036,0,"13","LINC01197"
"1763",0,5.30324342891148,0.667,0.067,0,"13","CLSTN2"
"1764",0,5.15839418938171,0.634,0.036,0,"13","PDE1C"
"1765",0,5.31275688114662,0.623,0.026,0,"13","LGI4"
"1766",0,6.35631563634903,0.609,0.024,0,"13","COL25A1"
"1767",0,4.12603307594944,0.65,0.069,0,"13","AC012409.2"
"1768",0,3.67620699128699,0.674,0.102,0,"13","TEX41"
"1769",0,3.20702305798434,0.634,0.075,0,"13","PDE3A"
"1770",0,5.13218418773985,0.583,0.025,0,"13","LINC00924"
"1771",0,3.74389946849032,0.65,0.093,0,"13","ABCC9"
"1772",0,3.43621864054068,0.637,0.085,0,"13","ANGPT1"
"1773",0,3.75097818795945,0.632,0.09,0,"13","ADCY3"
"1774",0,5.10355610529435,0.562,0.023,0,"13","EDNRA"
"1775",0,4.6928857979002,0.551,0.041,0,"13","ADAMTS12"
"1776",0,3.52054255177875,0.569,0.059,0,"13","NEURL1B"
"1777",0,5.06512341824048,0.521,0.017,0,"13","ANO1"
"1778",0,3.8750247000963,0.565,0.062,0,"13","CSRNP3"
"1779",0,5.57780542106038,0.519,0.023,0,"13","AC003991.1"
"1780",0,3.45124121683405,0.544,0.055,0,"13","ITGA7"
"1781",0,4.25643685552406,0.491,0.018,0,"13","FHL5"
"1782",0,4.24831486462468,0.516,0.047,0,"13","GRID1"
"1783",0,3.91279889122605,0.509,0.049,0,"13","LAMA3"
"1784",0,3.88464503441783,0.509,0.05,0,"13","ADGRB3"
"1785",0,7.07939491360498,0.451,0.006,0,"13","CNR1"
"1786",0,4.79731839973964,0.447,0.016,0,"13","CDH6"
"1787",0,5.22587801093401,0.438,0.025,0,"13","RGS5"
"1788",0,4.77876440887024,0.428,0.022,0,"13","TRPC6"
"1789",0,4.13495674652093,0.435,0.037,0,"13","COL5A3"
"1790",0,6.04404693901405,0.396,0.008,0,"13","FAM162B"
"1791",0,3.79633406967625,0.405,0.026,0,"13","GGT5"
"1792",0,4.17408278022873,0.398,0.029,0,"13","GUCY1B1"
"1793",0,6.35915605276772,0.38,0.014,0,"13","EGFLAM"
"1794",0,5.98432451964608,0.366,0.007,0,"13","GJC1"
"1795",0,4.02618831106754,0.377,0.02,0,"13","TINAGL1"
"1796",0,6.4203095995095,0.285,0.004,0,"13","PLPPR4"
"1797",0,5.75699869689468,0.259,0.006,0,"13","AC010974.2"
"1798",0,6.11338650181935,0.991,0.037,0,"14","NKG7"
"1799",0,5.94578809082294,0.984,0.041,0,"14","CCL5"
"1800",0,5.62195288823534,0.974,0.036,0,"14","CST7"
"1801",0,5.61133657444869,0.967,0.03,0,"14","GZMA"
"1802",0,4.45188546870544,0.984,0.078,0,"14","HCST"
"1803",0,3.62180308493828,0.951,0.071,0,"14","SAMD3"
"1804",0,5.7281684582249,0.905,0.029,0,"14","CTSW"
"1805",0,4.88948821583009,0.9,0.032,0,"14","KLRK1"
"1806",0,3.79920510916941,0.933,0.066,0,"14","PYHIN1"
"1807",0,4.22944535237741,0.916,0.054,0,"14","TRBC2"
"1808",0,3.84786465683241,0.974,0.122,0,"14","SYTL3"
"1809",0,5.66643390288403,0.87,0.028,0,"14","GZMM"
"1810",0,3.44160763210951,0.919,0.081,0,"14","LINC00861"
"1811",0,3.50271722352729,0.981,0.147,0,"14","AOAH"
"1812",0,3.12895660984253,0.926,0.093,0,"14","STAT4"
"1813",0,3.05365580667022,0.928,0.096,0,"14","CD247"
"1814",0,2.6466779545833,0.991,0.159,0,"14","RPS5"
"1815",0,2.83090731463198,0.995,0.166,0,"14","RPS10"
"1816",0,3.11364911980191,0.967,0.139,0,"14","SH3BGRL3"
"1817",0,1.32536171570828,0.974,0.146,0,"14","SRGN"
"1818",0,3.24031714455998,0.988,0.162,0,"14","BTG1"
"1819",0,2.86076780500021,0.979,0.157,0,"14","ARHGDIB"
"1820",0,2.66394962625105,0.995,0.175,0,"14","RPL27"
"1821",0,6.45876570907702,0.828,0.009,0,"14","CCL4"
"1822",0,3.21990271026839,0.981,0.163,0,"14","MYL12A"
"1823",0,2.73044372129123,0.988,0.172,0,"14","RPL29"
"1824",0,2.67824716955066,1,0.184,0,"14","FAU"
"1825",0,2.71042970404986,0.977,0.161,0,"14","CYBA"
"1826",0,4.35420871336368,0.881,0.066,0,"14","IL32"
"1827",0,3.76882863203202,1,0.186,0,"14","HLA-C"
"1828",0,2.70947421210688,0.995,0.184,0,"14","RPL10A"
"1829",0,2.69334387048932,0.998,0.187,0,"14","RPL18"
"1830",0,2.65417498812816,0.998,0.189,0,"14","RPS4X"
"1831",0,3.02579705402995,0.923,0.115,0,"14","TC2N"
"1832",0,2.5147082901549,0.993,0.185,0,"14","RPL38"
"1833",0,2.74072623652559,0.998,0.191,0,"14","RPL18A"
"1834",0,2.81202351327167,1,0.194,0,"14","RPS15"
"1835",0,2.35621483157909,0.967,0.162,0,"14","EEF1B2"
"1836",0,2.92736854037021,0.965,0.16,0,"14","PFN1"
"1837",0,3.60322050753834,0.874,0.071,0,"14","CD2"
"1838",0,3.1133230567534,0.995,0.192,0,"14","RPL3"
"1839",0,2.90418159788873,0.998,0.196,0,"14","RPL19"
"1840",0,2.62969707169313,0.998,0.196,0,"14","RPL36"
"1841",0,2.48053974607802,0.988,0.186,0,"14","UBA52"
"1842",0,2.55411033549919,0.949,0.148,0,"14","SRP14"
"1843",0,2.60584732042305,0.993,0.192,0,"14","RPS16"
"1844",0,2.23187270200167,0.993,0.193,0,"14","RPS13"
"1845",0,3.19650434740704,0.891,0.092,0,"14","CD48"
"1846",0,3.10673309772318,0.995,0.197,0,"14","HLA-E"
"1847",0,3.35309791080812,0.893,0.095,0,"14","GIMAP7"
"1848",0,3.8656663514136,0.863,0.065,0,"14","PCED1B-AS1"
"1849",0,2.54025783775975,1,0.203,0,"14","RPL35A"
"1850",0,2.8238019290953,0.949,0.152,0,"14","MYL12B"
"1851",0,2.91521682811102,0.998,0.202,0,"14","RPL23A"
"1852",0,2.72801491736895,0.988,0.193,0,"14","RPL15"
"1853",0,2.52624200747058,0.998,0.203,0,"14","RPL8"
"1854",0,2.80934405826799,0.998,0.205,0,"14","RPL7A"
"1855",0,2.06111321859641,1,0.207,0,"14","RPL39"
"1856",0,2.67148883542293,0.998,0.206,0,"14","RPS7"
"1857",0,2.86248704042758,0.928,0.136,0,"14","RPL36AL"
"1858",0,2.73844181971891,1,0.208,0,"14","RPL26"
"1859",0,2.85065060744578,0.949,0.157,0,"14","CFL1"
"1860",0,2.70875728282623,0.993,0.202,0,"14","TMSB10"
"1861",0,2.76871056717025,0.967,0.176,0,"14","TMA7"
"1862",0,2.49702217579116,0.991,0.201,0,"14","RPL24"
"1863",0,3.91956936194345,0.847,0.057,0,"14","CD3E"
"1864",0,2.89685363353833,1,0.211,0,"14","RPS15A"
"1865",0,2.31029196760331,0.993,0.204,0,"14","ATP5F1E"
"1866",0,2.70624119168175,0.988,0.199,0,"14","RPSA"
"1867",0,2.73961623629099,0.991,0.202,0,"14","RPL35"
"1868",0,2.55110043323735,0.933,0.145,0,"14","BTF3"
"1869",0,2.15169821728505,0.988,0.2,0,"14","RPL36A"
"1870",0,3.16549922597403,1,0.213,0,"14","RPS3"
"1871",0,4.51380968449358,0.835,0.048,0,"14","PLAAT4"
"1872",0,2.89594485871563,1,0.214,0,"14","RPS18"
"1873",0,3.1205910136238,0.849,0.063,0,"14","MYBL1"
"1874",0,2.3190189906156,1,0.215,0,"14","RPS23"
"1875",0,2.81587412520225,0.993,0.209,0,"14","RPL14"
"1876",0,3.98392346173139,0.84,0.056,0,"14","RUNX3"
"1877",0,2.62874041842176,0.877,0.094,0,"14","IKZF3"
"1878",0,2.60985179356765,0.993,0.211,0,"14","RPS9"
"1879",0,2.82939971449764,0.937,0.156,0,"14","TOMM7"
"1880",0,2.24353065815458,1,0.219,0,"14","RPL12"
"1881",0,2.68432350513989,0.998,0.217,0,"14","RPS25"
"1882",0,2.23864520400831,0.998,0.218,0,"14","RPL9"
"1883",0,3.41421548435088,0.998,0.218,0,"14","HLA-A"
"1884",0,2.39564020179199,0.984,0.204,0,"14","RPL27A"
"1885",0,2.8288363322289,0.995,0.215,0,"14","RPS2"
"1886",0,2.57604641251383,0.998,0.218,0,"14","RPS21"
"1887",0,2.81288263738199,0.9,0.121,0,"14","OST4"
"1888",0,2.9946018173172,1,0.223,0,"14","PTPRC"
"1889",0,2.62122178523555,0.905,0.129,0,"14","UQCRB"
"1890",0,2.95861275336185,0.998,0.222,0,"14","RPS19"
"1891",0,2.91520204438063,1,0.225,0,"14","RPS14"
"1892",0,2.91790170462285,0.933,0.158,0,"14","UBC"
"1893",0,2.86755888228635,1,0.226,0,"14","RPS27A"
"1894",0,2.6214036973521,0.912,0.139,0,"14","CD53"
"1895",0,2.31717578258531,0.872,0.099,0,"14","CD96"
"1896",0,3.09535832852655,0.891,0.118,0,"14","HLA-F"
"1897",0,2.29792236378979,0.944,0.171,0,"14","LCP1"
"1898",0,2.58922246581997,0.865,0.093,0,"14","SLFN12L"
"1899",0,2.3055483243999,0.951,0.179,0,"14","OAZ1"
"1900",0,2.46194570026404,0.912,0.141,0,"14","COX7C"
"1901",0,4.01822172752942,0.823,0.052,0,"14","CD3D"
"1902",0,2.67890645554826,1,0.23,0,"14","RPS12"
"1903",0,2.07334794180183,0.958,0.188,0,"14","SKAP1"
"1904",0,2.46701332155895,1,0.231,0,"14","RPS3A"
"1905",0,2.56051030155633,1,0.231,0,"14","RPL17"
"1906",0,2.67957933030514,1,0.231,0,"14","RPL28"
"1907",0,2.61539922622994,1,0.232,0,"14","RPL32"
"1908",0,2.53149381491129,0.967,0.2,0,"14","RACK1"
"1909",0,3.43070801016242,0.844,0.078,0,"14","GIMAP4"
"1910",0,3.29902187227067,1,0.235,0,"14","RPS27"
"1911",0,2.53314045427773,0.998,0.233,0,"14","RPLP2"
"1912",0,2.65756105802261,0.986,0.222,0,"14","CALM1"
"1913",0,2.53588738899085,0.981,0.217,0,"14","SERF2"
"1914",0,2.49822465905185,0.893,0.131,0,"14","COMMD6"
"1915",0,2.40899565511418,1,0.238,0,"14","RPS28"
"1916",0,3.63503124729629,0.819,0.058,0,"14","IL2RG"
"1917",0,2.56037095825182,0.988,0.229,0,"14","PARP8"
"1918",0,5.47002258547362,0.784,0.026,0,"14","GZMK"
"1919",0,2.47320820425609,0.995,0.238,0,"14","RPL5"
"1920",0,2.55654158390217,0.998,0.242,0,"14","RPL6"
"1921",0,2.73538416308036,0.853,0.097,0,"14","CD37"
"1922",0,2.70925876405701,0.865,0.109,0,"14","MIF"
"1923",0,2.50494013532509,1,0.245,0,"14","RPL34"
"1924",0,2.66156527515782,1,0.246,0,"14","RPL30"
"1925",0,2.2881635832544,0.928,0.176,0,"14","SLC38A1"
"1926",0,2.40003943025564,0.97,0.219,0,"14","EEF1D"
"1927",0,2.72225103447353,0.902,0.151,0,"14","AKNA"
"1928",0,3.88898671328141,0.805,0.054,0,"14","TRAC"
"1929",0,2.94153779022643,1,0.249,0,"14","RPS29"
"1930",0,2.53361865232169,1,0.25,0,"14","RPL11"
"1931",0,3.81976246521121,0.8,0.05,0,"14","SLAMF6"
"1932",0,3.33501188776173,1,0.25,0,"14","HLA-B"
"1933",0,2.39964252769827,0.953,0.203,0,"14","PFDN5"
"1934",0,2.93544379268948,0.823,0.075,0,"14","ITK"
"1935",0,3.11717885400874,0.83,0.085,0,"14","CYTIP"
"1936",0,2.54135999767575,1,0.255,0,"14","RPL37"
"1937",0,2.45713187288509,0.981,0.236,0,"14","PITPNC1"
"1938",0,2.34797566437021,0.886,0.142,0,"14","COX4I1"
"1939",0,2.72864125634504,0.988,0.244,0,"14","EIF1"
"1940",0,4.42191481243008,0.784,0.041,0,"14","CD69"
"1941",0,2.736708989145,0.844,0.101,0,"14","CORO1A"
"1942",0,4.70308536478505,0.767,0.025,0,"14","LINC01871"
"1943",0,2.51695426573172,0.867,0.125,0,"14","GMFG"
"1944",0,2.34368400622704,0.884,0.146,0,"14","ARAP2"
"1945",0,2.54735432805026,0.998,0.262,0,"14","RPL21"
"1946",0,2.50368850652477,0.865,0.131,0,"14","AL627171.2"
"1947",0,2.57667869402349,0.851,0.119,0,"14","UBB"
"1948",0,5.61468545785997,0.749,0.018,0,"14","PRF1"
"1949",0,2.93478511490964,0.823,0.092,0,"14","RAC2"
"1950",0,3.15689672128635,0.83,0.1,0,"14","PPDPF"
"1951",0,3.42043991477095,1,0.27,0,"14","TMSB4X"
"1952",0,2.97527209805694,0.798,0.069,0,"14","LCK"
"1953",0,2.17307788805169,0.879,0.153,0,"14","HINT1"
"1954",0,2.79013499323029,0.9,0.176,0,"14","SARAF"
"1955",0,2.20805475027108,0.881,0.157,0,"14","GNG2"
"1956",0,3.39896908052813,0.791,0.068,0,"14","ARL4C"
"1957",0,2.72968498404257,0.998,0.275,0,"14","RPL13"
"1958",0,3.37117654233423,0.8,0.078,0,"14","CLEC2B"
"1959",0,2.87045999883137,0.865,0.145,0,"14","HSPA8"
"1960",0,2.63855853313857,0.819,0.099,0,"14","SSR4"
"1961",0,2.99432845811165,1,0.28,0,"14","RPL10"
"1962",0,3.04259737569266,0.816,0.101,0,"14","CLIC1"
"1963",0,2.47066239335377,0.874,0.163,0,"14","PNRC1"
"1964",0,2.79889312366807,0.802,0.092,0,"14","ITGB2"
"1965",0,3.90990409563134,0.763,0.053,0,"14","HLA-DQB1"
"1966",0,2.46274635076806,0.837,0.129,0,"14","UQCR11"
"1967",0,1.93934940989992,0.798,0.091,0,"14","BCL11B"
"1968",0,3.02677781561499,0.788,0.083,0,"14","TRG-AS1"
"1969",0,2.48180951688204,0.819,0.117,0,"14","UBL5"
"1970",0,3.69922325853398,0.753,0.052,0,"14","CD3G"
"1971",0,2.03769277622479,0.812,0.113,0,"14","ITGAL"
"1972",0,2.34713288472421,0.842,0.143,0,"14","SLFN5"
"1973",0,2.56135126066267,0.816,0.119,0,"14","CD81"
"1974",0,2.18479015140305,0.819,0.124,0,"14","TRAF3IP3"
"1975",0,2.71744997098844,0.833,0.138,0,"14","RPS4Y1"
"1976",0,4.62411978268062,0.74,0.049,0,"14","KLRD1"
"1977",0,2.41763555198044,0.8,0.117,0,"14","PTPN22"
"1978",0,2.28486633214677,0.791,0.109,0,"14","LAPTM5"
"1979",0,2.84678128917368,0.772,0.09,0,"14","ISG20"
"1980",0,2.29900330461582,0.807,0.126,0,"14","BIN2"
"1981",0,3.17619595678025,0.765,0.086,0,"14","KLRG1"
"1982",0,2.58252485954621,0.784,0.109,0,"14","BTN3A1"
"1983",0,5.24874243277945,0.702,0.028,0,"14","CD7"
"1984",0,3.53187414412494,0.744,0.071,0,"14","CXCR4"
"1985",0,2.93350985221006,0.763,0.09,0,"14","PSMB9"
"1986",0,2.45760907259779,0.8,0.128,0,"14","PPIB"
"1987",0,5.39238469194831,0.688,0.016,0,"14","CD8A"
"1988",0,2.65118795240958,0.774,0.103,0,"14","NOP53"
"1989",0,3.68931039048268,1,0.332,0,"14","B2M"
"1990",0,2.5205937706342,0.781,0.114,0,"14","BTN3A2"
"1991",0,2.56804344562089,0.756,0.09,0,"14","ACAP1"
"1992",0,3.1097902722076,0.73,0.065,0,"14","GPSM3"
"1993",0,1.8696886310531,0.763,0.101,0,"14","CARD11"
"1994",0,2.03279462228985,0.767,0.106,0,"14","RHOH"
"1995",0,4.52444777286764,0.686,0.025,0,"14","TRGC2"
"1996",0,2.50897989256421,0.77,0.115,0,"14","LEPROTL1"
"1997",0,2.27727538402746,0.77,0.115,0,"14","COX6B1"
"1998",0,3.57083218602572,0.714,0.06,0,"14","LYAR"
"1999",0,3.06634562228174,0.726,0.074,0,"14","CD52"
"2000",0,2.57496993162464,0.742,0.091,0,"14","GPRIN3"
"2001",0,2.24879653653414,0.763,0.117,0,"14","CTSC"
"2002",0,2.36447558224818,0.756,0.11,0,"14","ELOB"
"2003",0,2.82240949885028,0.709,0.063,0,"14","ZNF831"
"2004",0,2.6695065067786,0.751,0.106,0,"14","PSME1"
"2005",0,5.19059327601138,0.658,0.017,0,"14","CD8B"
"2006",0,2.51048406330982,0.742,0.103,0,"14","RNF125"
"2007",0,2.83321494104907,0.719,0.082,0,"14","NDUFA3"
"2008",0,2.502366593624,0.744,0.112,0,"14","SSR2"
"2009",0,4.81858197550279,0.649,0.017,0,"14","DTHD1"
"2010",0,2.53739956802506,0.744,0.113,0,"14","EDF1"
"2011",0,2.13979602182203,0.728,0.097,0,"14","SYTL2"
"2012",0,2.61263002596311,0.726,0.097,0,"14","SNRPD2"
"2013",0,2.61287908425516,0.695,0.067,0,"14","SCML4"
"2014",0,2.76525752957694,0.688,0.061,0,"14","AC016074.2"
"2015",0,2.77866387623636,0.705,0.082,0,"14","IRF1"
"2016",0,2.63938676238832,0.712,0.09,0,"14","LINC00623"
"2017",0,4.99707992983526,0.637,0.016,0,"14","TIGIT"
"2018",0,7.07698706656867,0.623,0.004,0,"14","XCL2"
"2019",0,3.1683640561851,0.681,0.063,0,"14","GIMAP1"
"2020",0,2.68149499885664,0.705,0.088,0,"14","LIMD2"
"2021",0,3.54826231417441,0.67,0.054,0,"14","ITM2A"
"2022",0,3.15953724134522,0.665,0.05,0,"14","AC006369.1"
"2023",0,3.78846217293577,0.653,0.044,0,"14","GPR65"
"2024",0,3.14466918647785,0.67,0.066,0,"14","ID2"
"2025",0,2.60756555684963,0.667,0.063,0,"14","LINC01934"
"2026",0,2.82666812084055,0.681,0.079,0,"14","APMAP"
"2027",0,2.20301215762301,0.672,0.079,0,"14","PPP2R2B"
"2028",0,2.49588047699365,0.663,0.073,0,"14","SIDT1"
"2029",0,2.71871279763696,0.674,0.086,0,"14","C4orf3"
"2030",0,2.85741144607994,0.663,0.076,0,"14","APRT"
"2031",0,2.51897795128235,0.66,0.074,0,"14","HLA-DPB1"
"2032",0,2.81939816873171,0.663,0.077,0,"14","TRMT112"
"2033",0,3.54488167391552,0.635,0.049,0,"14","IFITM1"
"2034",0,2.94671053348226,0.658,0.079,0,"14","C12orf57"
"2035",0,2.69729109114749,0.647,0.071,0,"14","RASGRP1"
"2036",0,3.43206579703505,0.609,0.035,0,"14","GBP5"
"2037",0,2.89991631646103,0.64,0.067,0,"14","PTGDR"
"2038",0,2.989021339176,0.633,0.063,0,"14","SERPINB9"
"2039",0,2.85707379887764,0.651,0.081,0,"14","EIF3G"
"2040",0,2.93654036175142,0.628,0.059,0,"14","AF165147.1"
"2041",0,3.39600526653632,0.614,0.045,0,"14","GPR174"
"2042",0,5.66259543628167,0.579,0.013,0,"14","DUSP2"
"2043",0,2.34962497579093,0.644,0.079,0,"14","IL10RA"
"2044",0,2.40115537280003,0.628,0.065,0,"14","HLA-DPA1"
"2045",0,2.78680762163645,0.64,0.081,0,"14","ABHD17A"
"2046",0,3.89909683132164,0.586,0.037,0,"14","TRBC1"
"2047",0,3.15470675421143,0.607,0.059,0,"14","PSMB8"
"2048",0,2.33313647415165,0.607,0.06,0,"14","PRDM1"
"2049",0,2.66220973035951,0.605,0.065,0,"14","DBI"
"2050",0,2.96570518585311,0.591,0.052,0,"14","SPOCK2"
"2051",0,2.77617774726997,0.6,0.062,0,"14","CIB1"
"2052",0,2.55463993860427,0.598,0.064,0,"14","DENND2D"
"2053",0,4.66843235657537,0.551,0.018,0,"14","SH2D1A"
"2054",0,5.43501429568102,0.542,0.011,0,"14","KLRC4"
"2055",0,2.70992883040693,0.595,0.064,0,"14","PAXX"
"2056",0,3.01530180139114,0.591,0.062,0,"14","TRAPPC1"
"2057",0,3.06402635226327,0.584,0.058,0,"14","C9orf16"
"2058",0,2.73943157302695,0.588,0.063,0,"14","ICAM3"
"2059",0,2.94722734522201,0.579,0.06,0,"14","C19orf53"
"2060",0,3.68420596370804,0.551,0.034,0,"14","LINC00944"
"2061",0,2.60846416720393,0.581,0.067,0,"14","GIMAP5"
"2062",0,2.74205697714988,0.565,0.051,0,"14","LY9"
"2063",0,4.50289752438458,0.528,0.022,0,"14","HOPX"
"2064",0,3.09831506602355,0.547,0.042,0,"14","ZAP70"
"2065",0,7.11443112701093,0.505,0.004,0,"14","GZMH"
"2066",0,5.33632484831625,0.505,0.007,0,"14","FCRL6"
"2067",0,2.68093085636066,0.551,0.055,0,"14","TBC1D10C"
"2068",0,3.04097971195429,0.537,0.042,0,"14","FCMR"
"2069",0,3.30689359419896,0.533,0.039,0,"14","APOBEC3G"
"2070",0,2.72932805229426,0.551,0.058,0,"14","LIME1"
"2071",0,3.1875486970219,0.537,0.05,0,"14","PSMB10"
"2072",0,2.38128550504977,0.521,0.038,0,"14","SLAMF7"
"2073",0,4.5437880858353,0.491,0.011,0,"14","EOMES"
"2074",0,4.50675318406714,0.495,0.016,0,"14","MATK"
"2075",0,2.75478697122147,0.526,0.048,0,"14","RASAL3"
"2076",0,4.17234211792782,0.498,0.02,0,"14","SH2D2A"
"2077",0,3.01373384900266,0.526,0.054,0,"14","PRELID1"
"2078",0,3.69982215758805,0.5,0.031,0,"14","SLA2"
"2079",0,5.25369474963032,0.47,0.012,0,"14","CXCR6"
"2080",0,3.73360413060902,0.481,0.024,0,"14","F2R"
"2081",0,3.56220518409494,0.491,0.034,0,"14","CD27"
"2082",0,2.96499516328367,0.495,0.044,0,"14","APBA2"
"2083",0,3.70439641673543,0.484,0.033,0,"14","GPR171"
"2084",0,3.26458300535346,0.486,0.045,0,"14","LY6E"
"2085",0,3.30259506629942,0.477,0.037,0,"14","TSTD1"
"2086",0,2.97587785514877,0.474,0.041,0,"14","CARD16"
"2087",0,4.37697889921837,0.449,0.018,0,"14","AC093010.2"
"2088",0,4.51121259203157,0.421,0.016,0,"14","IL2RB"
"2089",0,4.123951200037,0.414,0.011,0,"14","FCRL3"
"2090",0,5.37974737730061,0.412,0.01,0,"14","KLRF1"
"2091",0,4.71409272252918,0.388,0.008,0,"14","CRTAM"
"2092",0,5.14865778163869,0.388,0.01,0,"14","TNIP3"
"2093",0,6.20221171758926,0.384,0.006,0,"14","KLRC2"
"2094",0,3.54756317616166,0.402,0.024,0,"14","P2RY10"
"2095",0,4.21662762316716,0.405,0.029,0,"14","KLRB1"
"2096",0,3.35745792527548,0.36,0.018,0,"14","AC243829.1"
"2097",0,5.43079003016421,0.344,0.005,0,"14","AC243829.2"
"2098",0,3.47828712485203,0.356,0.022,0,"14","ADRB2"
"2099",0,6.18361722363961,0.333,0.004,0,"14","KLRC3"
"2100",0,4.53017352300063,0.34,0.013,0,"14","CD160"
"2101",0,5.77486012133979,0.33,0.006,0,"14","GZMB"
"2102",0,3.39023295930119,0.344,0.022,0,"14","MRPL10"
"2103",0,4.07046958649834,0.319,0.009,0,"14","TBX21"
"2104",0,5.16963361080363,0.314,0.005,0,"14","AC104078.2"
"2105",0,3.64961988824989,0.323,0.019,0,"14","AL157402.2"
"2106",0,5.06452838509979,0.305,0.006,0,"14","NCR1"
"2107",0,6.05514473225132,0.309,0.012,0,"14","GNLY"
"2108",0,6.56731514128722,0.298,0.003,0,"14","XCL1"
"2109",0,5.94935871304442,0.265,0.004,0,"14","FASLG"
"2110",0,4.00244643491753,0.27,0.01,0,"14","LAG3"
"2111",0,6.23136149468959,0.256,0.004,0,"14","KLRC1"
"2112",0,4.06208854251053,0.253,0.009,0,"14","TRGC1"
"2113",0,5.41868906730128,0.687,0.079,0,"15","AHSP"
"2114",0,7.13020315457131,0.597,0.044,0,"15","HBD"
"2115",0,5.3847843543656,0.346,0.006,0,"15","SMIM1"
"2116",2.5986778306154e-306,3.42629327624905,0.657,0.082,9.51142072783543e-302,"15","GLRX5"
"2117",2.60051623406921e-274,3.12039484643617,0.327,0.02,9.51814946831672e-270,"15","HBQ1"
"2118",1.21298847085468e-262,3.07312855538633,0.542,0.062,4.43965910217522e-258,"15","FAM210B"
"2119",1.46092037692703e-245,2.8321554143095,0.458,0.046,5.34711467159063e-241,"15","TRIM58"
"2120",7.23527770199463e-239,3.95999817678474,0.414,0.04,2.64818399170705e-234,"15","GYPA"
"2121",3.27732949531126e-225,6.66456281323305,0.711,0.156,1.19953536857887e-220,"15","HBA1"
"2122",1.05105423149978e-221,3.62892345034407,0.681,0.126,3.84696359271234e-217,"15","UBB"
"2123",1.80063329260206e-198,7.17191796715377,0.706,0.164,6.59049791425279e-194,"15","HBB"
"2124",3.42364213058509e-183,3.14250821318168,0.368,0.04,1.25308725621545e-178,"15","HMGA1"
"2125",6.71280846566548e-181,3.38629756860412,0.608,0.115,2.45695502651822e-176,"15","PRDX2"
"2126",3.18225704078717e-173,6.37584662137052,0.659,0.171,1.16473789949851e-168,"15","HBA2"
"2127",6.32050413828875e-173,2.22133363413085,0.646,0.122,2.31336771965507e-168,"15","HEMGN"
"2128",2.20531424458701e-167,2.00913198907628,0.831,0.212,8.07167066661291e-163,"15","ATP5F1E"
