"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1316",0,3.93861838892719,0.502,0.068,0,"7","SCML4"
"1317",0,4.3037605005891,0.491,0.064,0,"7","LINC01934"
"1318",1.91609326058762e-305,3.62082902559558,0.526,0.079,7.01309294307675e-301,"7","ITK"
"1319",0,5.65301988271036,0.833,0.035,0,"8","ADGRL4"
"1320",0,6.30842667880466,0.808,0.023,0,"8","VWF"
"1321",0,4.66980860822383,0.787,0.045,0,"8","MECOM"
"1322",0,4.25735472635203,0.868,0.132,0,"8","LDB2"
"1323",0,3.96642073585964,0.863,0.141,0,"8","SPARCL1"
"1324",0,3.98579981731051,0.845,0.151,0,"8","PECAM1"
"1325",0,4.43651072133071,0.728,0.036,0,"8","PTPRB"
"1326",0,5.04970536735902,0.724,0.04,0,"8","EMCN"
"1327",0,5.51298888602493,0.705,0.031,0,"8","CYYR1"
"1328",0,3.83632568629871,0.866,0.197,0,"8","MAGI1"
"1329",0,4.25960394264119,0.742,0.075,0,"8","AL589693.1"
"1330",0,6.12406254673874,0.692,0.028,0,"8","ANO2"
"1331",0,4.39656835402452,0.67,0.053,0,"8","CNTNAP3B"
"1332",0,3.52345749445906,0.787,0.181,0,"8","DOCK4"
"1333",0,3.70239359001487,0.71,0.11,0,"8","PREX2"
"1334",0,5.88998913286611,0.612,0.017,0,"8","DIPK2B"
"1335",0,3.5647138576534,0.733,0.143,0,"8","MCTP1"
"1336",0,3.22740107173616,0.687,0.099,0,"8","ERG"
"1337",0,3.36282262892393,0.791,0.209,0,"8","RASAL2"
"1338",0,3.74771479712582,0.793,0.215,0,"8","MRTFB"
"1339",0,3.57659505122006,0.712,0.138,0,"8","LIFR"
"1340",0,3.59603359983759,0.684,0.115,0,"8","PLCB4"
"1341",0,3.44560160155107,0.717,0.148,0,"8","ARHGAP31"
"1342",0,4.22095521491906,0.599,0.032,0,"8","SHANK3"
"1343",0,3.50706547136136,0.684,0.12,0,"8","ITGA6"
"1344",0,3.44881051417487,0.654,0.095,0,"8","PALMD"
"1345",0,4.9535276066896,0.589,0.031,0,"8","SNTG2"
"1346",0,2.9941742495932,0.675,0.124,0,"8","ZNF385D"
"1347",0,3.73349784693912,0.634,0.087,0,"8","CD34"
"1348",0,3.12902846491317,0.633,0.087,0,"8","STOX2"
"1349",0,4.14276480380027,0.571,0.035,0,"8","FLT1"
"1350",0,3.76002967431245,0.575,0.041,0,"8","EGFL7"
"1351",0,4.43390203319262,0.583,0.052,0,"8","THSD7A"
"1352",0,4.91515548201512,0.552,0.034,0,"8","JAM2"
"1353",0,4.17062922920807,0.515,0.032,0,"8","TEK"
"1354",0,3.97534991113168,0.533,0.057,0,"8","MYO5C"
"1355",0,3.37415052252194,0.554,0.081,0,"8","EPAS1"
"1356",0,4.03115647280306,0.525,0.056,0,"8","SEMA6A"
"1357",0,4.56053877111794,0.51,0.045,0,"8","TSPAN7"
"1358",0,7.45803068893827,0.466,0.006,0,"8","TPO"
"1359",0,6.76977036930246,0.469,0.01,0,"8","CCL14"
"1360",0,4.01543748941432,0.515,0.059,0,"8","MYRIP"
"1361",0,4.73421345716948,0.487,0.037,0,"8","NOSTRIN"
"1362",0,5.47873711356608,0.457,0.012,0,"8","NR5A2"
"1363",0,6.31741310564238,0.46,0.015,0,"8","TLL1"
"1364",0,5.81712318938805,0.452,0.012,0,"8","PLVAP"
"1365",0,6.37071791773423,0.45,0.013,0,"8","ELOVL7"
"1366",0,3.59365360127273,0.496,0.061,0,"8","HIF3A"
"1367",0,3.53612673626013,0.499,0.065,0,"8","TSPAN9"
"1368",0,4.34915509899399,0.485,0.055,0,"8","ABLIM3"
"1369",0,4.58508131151549,0.473,0.05,0,"8","TACR1"
"1370",0,3.97586183261066,0.485,0.063,0,"8","DACH1"
"1371",0,4.86543767900407,0.439,0.027,0,"8","CCDC85A"
"1372",0,5.22179149208922,0.436,0.024,0,"8","MCF2L"
"1373",0,3.43650728880241,0.464,0.054,0,"8","SHROOM4"
"1374",0,4.41828076891314,0.429,0.024,0,"8","CDH5"
"1375",0,4.86461753166414,0.415,0.02,0,"8","RAPGEF3"
"1376",0,5.59314874334044,0.392,0.01,0,"8","CYYR1-AS1"
"1377",0,4.80222834570407,0.388,0.018,0,"8","ITGB4"
"1378",0,4.56523248882964,0.385,0.02,0,"8","ADCY4"
"1379",0,5.38784851075374,0.383,0.019,0,"8","ACKR1"
"1380",0,3.93007320622081,0.395,0.031,0,"8","ANKRD29"
"1381",0,4.12272593143115,0.378,0.028,0,"8","MMP28"
"1382",0,3.84616570875646,0.383,0.036,0,"8","NPDC1"
"1383",0,5.45870901976125,0.362,0.017,0,"8","AC105450.1"
"1384",0,4.90887677728639,0.35,0.015,0,"8","ZNF366"
"1385",0,5.15751830610709,0.327,0.011,0,"8","PCAT19"
"1386",0,7.06086940412721,0.313,0.003,0,"8","CADM3-AS1"
"1387",0,3.94025554268095,0.332,0.026,0,"8","CPXM2"
"1388",0,4.46127675622591,0.329,0.023,0,"8","ROBO4"
"1389",0,4.77760602840034,0.322,0.018,0,"8","PLAT"
"1390",0,5.61309001261796,0.308,0.009,0,"8","CLEC1A"
"1391",0,4.80169601356488,0.311,0.012,0,"8","POSTN"
"1392",0,4.16678826037508,0.316,0.021,0,"8","TIE1"
"1393",0,3.86632705547398,0.311,0.016,0,"8","LINC01695"
"1394",0,4.47856090863129,0.309,0.019,0,"8","BTNL9"
"1395",0,4.59739012641205,0.304,0.016,0,"8","MYCT1"
"1396",0,6.54775614580119,0.292,0.004,0,"8","RAMP3"
"1397",0,4.68957472665262,0.301,0.018,0,"8","PDE2A"
"1398",0,4.9762375595895,0.292,0.015,0,"8","RUNDC3B"
"1399",0,4.09535059075768,0.283,0.014,0,"8","CLDN5"
"1400",0,4.8841892271886,0.267,0.011,0,"8","AC097459.1"
"1401",0,4.63395252045254,0.255,0.012,0,"8","ECSCR"
"1402",0,6.94298738043945,0.841,0.018,0,"9","MRC1"
"1403",0,7.35616136781008,0.819,0.013,0,"9","CD163"
"1404",0,4.99981081791136,0.813,0.042,0,"9","MS4A6A"
"1405",0,5.5532785106923,0.773,0.033,0,"9","MS4A4E"
"1406",0,3.8615464950851,0.848,0.111,0,"9","RBM47"
"1407",0,3.99648952263908,0.932,0.202,0,"9","FRMD4B"
"1408",0,4.28997850913602,0.787,0.069,0,"9","F13A1"
"1409",0,3.64914196701983,0.824,0.107,0,"9","TBXAS1"
"1410",0,7.74203987712557,0.713,0.01,0,"9","CD163L1"
"1411",0,4.57161741668075,0.837,0.135,0,"9","RGL1"
"1412",0,6.64533488671335,0.715,0.016,0,"9","MS4A4A"
"1413",0,5.49300622302016,0.715,0.018,0,"9","SLCO2B1"
"1414",0,4.79690700504366,0.767,0.078,0,"9","SELENOP"
"1415",0,5.23358292230897,0.723,0.041,0,"9","MERTK"
"1416",0,6.79359658645081,0.68,0.011,0,"9","MS4A7"
"1417",0,3.66577799380877,0.747,0.093,0,"9","MARCH1"
"1418",0,8.44335718555374,0.651,0.003,0,"9","LILRB5"
"1419",0,3.5502549325476,0.76,0.113,0,"9","DAPK1"
"1420",0,6.99001862132371,0.654,0.014,0,"9","LYVE1"
"1421",0,3.11012221982661,0.743,0.109,0,"9","SLC8A1"
"1422",0,5.02958906752187,0.702,0.07,0,"9","ME1"
"1423",0,2.37974211825671,0.741,0.114,0,"9","ATP8B4"
"1424",0,7.41256748549646,0.632,0.005,0,"9","SIGLEC1"
"1425",0,3.0894704207935,0.774,0.148,0,"9","GRK3"
"1426",0,4.41260877130995,0.693,0.07,0,"9","DAB2"
"1427",0,5.75383082092382,0.638,0.017,0,"9","MSR1"
"1428",0,4.4422344462671,0.738,0.117,0,"9","COLEC12"
"1429",0,5.50246070168737,0.656,0.036,0,"9","SCN9A"
"1430",0,3.47037131137241,0.782,0.166,0,"9","PDGFC"
"1431",0,3.32976883228833,0.821,0.207,0,"9","HDAC9"
"1432",0,5.18993866991168,0.656,0.043,0,"9","LGMN"
"1433",0,6.04713106243971,0.647,0.037,0,"9","P2RY14"
"1434",0,3.88406888638768,0.706,0.097,0,"9","MAF"
"1435",0,4.82105637796601,0.651,0.042,0,"9","ADAP2"
"1436",0,4.18385767760175,0.658,0.056,0,"9","CPM"
"1437",0,5.42105448510897,0.617,0.023,0,"9","CSF1R"
"1438",0,3.85553201680317,0.885,0.297,0,"9","SLC9A9"
"1439",0,2.69156137898577,0.708,0.124,0,"9","SYK"
"1440",0,5.22917919035965,0.604,0.027,0,"9","AL035446.2"
"1441",0,4.46863639266927,0.616,0.046,0,"9","TGFBI"
"1442",0,3.55039288248484,0.682,0.114,0,"9","FMN1"
"1443",0,3.21320818028561,0.68,0.117,0,"9","FCGRT"
"1444",0,4.23823032522138,0.567,0.027,0,"9","STAB1"
"1445",0,4.84741328939376,0.591,0.052,0,"9","RNF150"
"1446",0,2.54051552115345,0.612,0.076,0,"9","CYBB"
"1447",0,4.03385830098123,0.591,0.056,0,"9","CMKLR1"
"1448",0,3.63038814799582,0.608,0.084,0,"9","TNFAIP2"
"1449",0,3.90002628099722,0.562,0.039,0,"9","FGD2"
"1450",0,3.50077273675705,0.599,0.076,0,"9","IL10RA"
"1451",0,4.06107372292214,0.593,0.081,0,"9","HRH1"
"1452",0,3.66825696540755,0.553,0.044,0,"9","KYNU"
"1453",0,2.97136988646153,0.586,0.087,0,"9","TBC1D9"
"1454",0,4.40825735431433,0.523,0.031,0,"9","RTN1"
"1455",0,3.72160100449736,0.532,0.042,0,"9","TFEC"
"1456",0,3.33703622970438,0.564,0.078,0,"9","RNF144B"
"1457",0,4.04958218099811,0.532,0.056,0,"9","CCDC141"
"1458",0,3.61035024716512,0.523,0.055,0,"9","TLR4"
"1459",0,4.65489611778039,0.484,0.016,0,"9","FCGR2A"
"1460",0,5.7680867737264,0.477,0.015,0,"9","RNASE1"
"1461",0,2.82694187977441,0.508,0.051,0,"9","HCK"
"1462",0,5.74475274120242,0.464,0.019,0,"9","SCN1A-AS1"
"1463",0,3.39416479441129,0.497,0.061,0,"9","SLC1A3"
"1464",0,3.52075092087935,0.486,0.052,0,"9","EPB41L1"
"1465",0,3.11798521700559,0.47,0.041,0,"9","TLR2"
"1466",0,3.12039896007498,0.481,0.056,0,"9","CTTNBP2"
"1467",0,8.01325233506245,0.425,0.002,0,"9","VSIG4"
"1468",0,3.9728013277275,0.44,0.023,0,"9","LINC01374"
"1469",0,7.57895993975344,0.412,0.004,0,"9","MARCO"
"1470",0,4.61782908374179,0.414,0.012,0,"9","HPGDS"
"1471",0,3.87024362411547,0.442,0.046,0,"9","MPPED2"
"1472",0,8.04352664367559,0.397,0.002,0,"9","C1QB"
"1473",0,3.9672273429158,0.416,0.023,0,"9","ADGRG6"
"1474",0,5.75764507334642,0.394,0.01,0,"9","GPR34"
"1475",0,6.50921335975781,0.384,0.006,0,"9","GFRA2"
"1476",0,9.41032964795907,0.373,0.001,0,"9","AC126177.3"
"1477",0,2.99097168841756,0.409,0.038,0,"9","SIRPB2"
"1478",0,5.28393787033262,0.379,0.009,0,"9","FCGR2B"
"1479",0,7.10427799687064,0.364,0.003,0,"9","FPR3"
"1480",0,6.75632938657544,0.359,0.004,0,"9","C1QA"
"1481",0,7.04096282692248,0.359,0.006,0,"9","GABRB2"
"1482",0,4.66601512813745,0.364,0.014,0,"9","MAFB"
"1483",0,3.5055846712268,0.366,0.026,0,"9","MPEG1"
"1484",0,4.18544196113764,0.36,0.025,0,"9","LINC02798"
"1485",0,3.85215788072773,0.364,0.029,0,"9","CCDC170"
"1486",0,3.97662738259335,0.349,0.024,0,"9","CD86"
"1487",0,5.87421716050747,0.329,0.008,0,"9","P2RY12"
"1488",0,4.04774275757194,0.34,0.023,0,"9","SLC7A8"
"1489",0,4.58195759857856,0.327,0.017,0,"9","TNFRSF21"
"1490",0,8.14937007808848,0.311,0.001,0,"9","FOLR2"
"1491",0,8.09978053121623,0.311,0.002,0,"9","AL162414.1"
"1492",0,8.43247212453622,0.309,0.001,0,"9","C1QC"
"1493",0,4.50274686985166,0.303,0.013,0,"9","CD14"
"1494",0,6.6344156267942,0.29,0.003,0,"9","MS4A14"
"1495",0,5.44502528866134,0.268,0.007,0,"9","PART1"
"1496",0,8.65308150560149,0.259,0.001,0,"9","AC110995.1"
"1497",0,6.03077332520092,0.261,0.006,0,"9","AC100849.1"
"1498",0,4.31989764690765,0.262,0.013,0,"9","C3AR1"
"1499",0,4.62023464846908,0.255,0.012,0,"9","MRVI1-AS1"
"1500",0,4.8746138429745,0.25,0.008,0,"9","TNFRSF11A"
"1501",0,6.36442567274988,0.943,0.056,0,"10","LYZ"
"1502",0,5.07548608529388,0.943,0.142,0,"10","SRGN"
"1503",0,4.22781546349493,0.855,0.055,0,"10","MNDA"
"1504",0,3.60614459981093,0.992,0.202,0,"10","RPL39"
"1505",0,3.3896379484367,0.968,0.182,0,"10","UBA52"
"1506",0,3.05953261582316,0.966,0.189,0,"10","RPS13"
"1507",0,4.13292608596855,0.952,0.183,0,"10","RPL7"
"1508",0,2.87831377080775,0.956,0.187,0,"10","RPL18A"
"1509",0,2.89635744237691,0.985,0.225,0,"10","RPS12"
"1510",0,2.90976054956835,0.985,0.226,0,"10","RPL28"
"1511",0,4.10588853044852,0.926,0.168,0,"10","RPS17"
"1512",0,2.96015831198529,0.966,0.211,0,"10","RPS23"
"1513",0,2.87881693392584,0.981,0.227,0,"10","RPS3A"
"1514",0,3.41945128355676,0.968,0.215,0,"10","RPL12"
"1515",0,3.45878241763417,0.948,0.197,0,"10","RPS11"
"1516",0,3.26329893816975,0.948,0.198,0,"10","TMSB10"
"1517",0,3.29939330853902,0.964,0.214,0,"10","RPL9"
"1518",0,2.97447790557864,0.981,0.233,0,"10","RPS28"
"1519",0,3.02546256734956,0.971,0.227,0,"10","RPL17"
"1520",0,2.16678343794326,0.966,0.223,0,"10","RPS27A"
"1521",0,3.0129194133865,0.971,0.229,0,"10","RPLP2"
"1522",0,2.65556398325195,0.981,0.24,0,"10","RPL34"
"1523",0,2.63010382007199,0.952,0.211,0,"10","RPS18"
"1524",0,2.81670999993991,0.933,0.193,0,"10","RPL36"
"1525",0,3.59836587904141,0.92,0.181,0,"10","RPL23"
"1526",0,1.72528884440168,0.968,0.231,0,"10","RPS27"
"1527",0,3.12683572061441,0.937,0.201,0,"10","ATP5F1E"
"1528",0,3.54213312524929,0.998,0.264,0,"10","RPLP1"
"1529",0,2.96661522656402,0.906,0.173,0,"10","RPL27"
"1530",0,2.54322124639726,0.918,0.185,0,"10","RPL18"
"1531",0,3.17957276476819,0.977,0.245,0,"10","RPS8"
"1532",0,2.68312299987036,0.96,0.228,0,"10","RPL32"
"1533",0,2.67864435461665,0.954,0.222,0,"10","RPS14"
"1534",0,3.15082844702085,0.975,0.244,0,"10","RPS6"
"1535",0,2.8425237954082,0.935,0.205,0,"10","RPL26"
"1536",0,2.68577437335738,0.92,0.192,0,"10","RPS15"
"1537",0,2.48723003164356,0.935,0.208,0,"10","RPS15A"
"1538",0,3.49972752836266,0.914,0.188,0,"10","RPS20"
"1539",0,2.29295109701884,0.92,0.194,0,"10","RPL19"
"1540",0,2.4322553481339,0.945,0.219,0,"10","RPS19"
"1541",0,3.1418894135905,0.943,0.218,0,"10","RPL22"
"1542",0,2.85529023689438,0.996,0.272,0,"10","TPT1"
"1543",0,2.42356392141261,0.969,0.245,0,"10","RPS29"
"1544",0,3.43957115577189,0.882,0.159,0,"10","CYBA"
"1545",0,2.76779050248961,0.971,0.251,0,"10","RPL37"
"1546",0,3.14246931697851,0.92,0.201,0,"10","RPL27A"
"1547",0,2.72248887609983,0.987,0.271,0,"10","RPL13"
"1548",0,2.65346650702851,0.929,0.216,0,"10","RPS21"
"1549",0,2.74313709792486,0.912,0.201,0,"10","RPL8"
"1550",0,2.19386583958705,0.958,0.247,0,"10","RPL11"
"1551",0,2.48189844340177,0.91,0.2,0,"10","RPL23A"
"1552",0,3.04957804039079,0.908,0.198,0,"10","RPL36A"
"1553",0,2.89170466770424,0.954,0.246,0,"10","RPL37A"
"1554",0,2.70479882782007,0.891,0.184,0,"10","RPL38"
"1555",0,2.81940416084593,0.947,0.24,0,"10","RPL13A"
"1556",0,2.36820653282299,0.948,0.243,0,"10","RPL30"
"1557",0,2.8051795007198,0.962,0.258,0,"10","RPL21"
"1558",0,2.71111562898729,0.895,0.192,0,"10","RPL15"
"1559",0,3.84009875576654,0.863,0.16,0,"10","GAPDH"
"1560",0,2.50218166695551,0.866,0.165,0,"10","RPS10"
"1561",0,2.56450902817342,0.939,0.239,0,"10","RPL6"
"1562",0,2.51514430744423,0.903,0.204,0,"10","RPS7"
"1563",0,2.09517549039515,0.889,0.191,0,"10","RPL3"
"1564",0,2.32788973867418,0.964,0.266,0,"10","TMSB4X"
"1565",0,3.84280378881484,0.742,0.046,0,"10","S100A9"
"1566",0,2.41162719995156,0.88,0.184,0,"10","FAU"
"1567",0,2.55679337046892,0.897,0.202,0,"10","RPL35A"
"1568",0,3.37007942300638,0.989,0.294,0,"10","RPS24"
"1569",0,3.7216222634523,0.821,0.126,0,"10","GABARAP"
"1570",0,2.53018007117288,0.884,0.191,0,"10","RPS16"
"1571",0,2.40297921250558,0.905,0.214,0,"10","RPS2"
"1572",0,2.36865017454849,0.893,0.204,0,"10","RPL7A"
"1573",0,3.69049148250727,0.746,0.058,0,"10","AL034397.3"
"1574",0,3.73241193718885,0.92,0.234,0,"10","FTL"
"1575",0,2.58790105399465,0.889,0.209,0,"10","RPS9"
"1576",0,3.21918793437228,0.857,0.177,0,"10","OAZ1"
"1577",0,2.35599767903105,0.865,0.188,0,"10","RPS4X"
"1578",0,2.6315718998853,0.876,0.201,0,"10","RPL35"
"1579",0,2.87006151700458,0.719,0.047,0,"10","S100A8"
"1580",0,2.58440043801969,1,0.328,0,"10","EEF1A1"
"1581",0,2.45908834942147,0.842,0.172,0,"10","RPL29"
"1582",0,2.77551750609245,0.828,0.16,0,"10","PFN1"
"1583",0,3.45811760596536,0.977,0.317,0,"10","ACTB"
"1584",0,4.91479694123126,0.75,0.091,0,"10","LGALS1"
"1585",0,3.12059734620025,0.815,0.157,0,"10","CFL1"
"1586",0,3.06832784460512,0.83,0.177,0,"10","EEF1G"
"1587",0,5.57291754356241,0.666,0.017,0,"10","CSTA"
"1588",0,3.11237693138932,0.788,0.141,0,"10","SH3BGRL3"
"1589",0,7.30218610993049,0.651,0.006,0,"10","RNASE2"
"1590",0,2.46244782257053,0.805,0.161,0,"10","RPS5"
"1591",0,3.77112639801665,0.744,0.102,0,"10","COTL1"
"1592",0,5.43198468945551,0.662,0.025,0,"10","AIF1"
"1593",0,3.30471880246374,0.819,0.185,0,"10","EIF4A1"
"1594",0,2.70336730770624,0.796,0.163,0,"10","EEF1B2"
"1595",0,3.64428472161468,0.748,0.115,0,"10","TSPO"
"1596",0,2.47581540416179,0.754,0.123,0,"10","SYK"
"1597",0,3.50622910596559,0.84,0.212,0,"10","S100A4"
"1598",0,3.17272211120346,0.763,0.142,0,"10","COX4I1"
"1599",0,3.25565425759233,0.672,0.053,0,"10","CSF3R"
"1600",0,4.10748207889027,0.656,0.046,0,"10","LST1"
"1601",0,3.55307088341741,0.668,0.068,0,"10","CLEC12A"
"1602",0,4.3093510011868,0.66,0.063,0,"10","GRN"
"1603",0,3.23570736431501,0.725,0.129,0,"10","CD74"
"1604",0,3.47852142001213,0.677,0.09,0,"10","TKT"
"1605",0,3.59952050833161,0.723,0.139,0,"10","ENO1"
"1606",0,3.82129910409015,0.714,0.13,0,"10","CTSS"
"1607",0,4.07624944995642,0.635,0.055,0,"10","HLA-DRA"
"1608",0,3.72516372927698,0.695,0.116,0,"10","SERPINB1"
"1609",0,4.43046788990289,0.616,0.038,0,"10","TYROBP"
"1610",0,3.54015503276627,0.613,0.043,0,"10","PRAM1"
"1611",0,4.13921648988914,0.626,0.073,0,"10","TYMP"
"1612",0,3.77892252745055,0.637,0.091,0,"10","GSTP1"
"1613",0,4.47211698671378,0.557,0.018,0,"10","RETN"
"1614",0,4.41586132042673,0.567,0.03,0,"10","FCER1G"
"1615",0,3.8589562967531,0.582,0.048,0,"10","FCN1"
"1616",0,3.61578300045986,0.605,0.075,0,"10","ATP6V0B"
"1617",0,3.38816430690851,0.634,0.104,0,"10","NME2"
"1618",0,3.47160239490981,0.611,0.088,0,"10","VAMP8"
"1619",0,4.21291351898757,0.567,0.05,0,"10","STXBP2"
"1620",0,2.56744413235942,0.592,0.077,0,"10","CYBB"
"1621",0,3.21212335750559,0.603,0.089,0,"10","PLAC8"
"1622",0,3.49299470628872,0.59,0.081,0,"10","HLA-DRB1"
"1623",0,3.57006234467109,0.58,0.082,0,"10","TPI1"
"1624",0,2.87367510498316,0.55,0.053,0,"10","MS4A6A"
"1625",0,6.12725915318516,0.508,0.014,0,"10","IFI30"
"1626",0,3.45249170036113,0.546,0.055,0,"10","SELL"
"1627",0,6.29804748073933,0.49,0.023,0,"10","MPO"
"1628",0,3.3873670402056,0.511,0.052,0,"10","NCF2"
"1629",0,3.72120703511522,0.513,0.056,0,"10","TRAPPC5"
"1630",0,3.46049800254361,0.492,0.042,0,"10","FGR"
"1631",0,3.11316487946916,0.494,0.052,0,"10","HCK"
"1632",0,4.89454324413636,0.466,0.027,0,"10","C4orf48"
"1633",0,3.25293618772474,0.471,0.041,0,"10","SPI1"
"1634",0,5.47715931500435,0.448,0.02,0,"10","AZU1"
"1635",0,3.30356701379837,0.462,0.036,0,"10","SIRPB2"
"1636",0,4.14066275841131,0.458,0.038,0,"10","FGL2"
"1637",0,1.74491621311066,0.427,0.023,0,"10","S100A12"
"1638",0,4.05213035842634,0.427,0.03,0,"10","RAB32"
"1639",0,4.15203360336116,0.431,0.034,0,"10","PYCARD"
"1640",0,3.5301872611633,0.422,0.029,0,"10","LY86"
"1641",0,4.0833362335977,0.426,0.035,0,"10","CAPG"
"1642",0,3.06622489076153,0.426,0.037,0,"10","S100Z"
"1643",0,3.29016469308387,0.41,0.032,0,"10","FLT3"
"1644",0,6.88924480295385,0.368,0.012,0,"10","ELANE"
"1645",0,3.50405928905178,0.384,0.029,0,"10","RGS18"
"1646",0,5.56258326680639,0.361,0.011,0,"10","RNASE6"
"1647",0,3.95320411655305,0.37,0.027,0,"10","MPEG1"
"1648",0,4.31058887218194,0.365,0.023,0,"10","SLC11A1"
"1649",0,4.67515289036639,0.342,0.012,0,"10","CFP"
"1650",0,4.52420940703101,0.349,0.027,0,"10","CLEC11A"
"1651",0,4.27701301689145,0.324,0.012,0,"10","CD300LF"
"1652",0,4.290417488027,0.313,0.012,0,"10","MS4A3"
"1653",0,3.94640265884102,0.296,0.017,0,"10","TNFSF13"
"1654",0,3.6927627573458,0.29,0.017,0,"10","CD33"
"1655",0,6.69702001763871,0.269,0.006,0,"10","CTSG"
"1656",0,6.40130588742436,0.267,0.011,0,"10","PRTN3"
"1657",0,4.41051348749591,0.254,0.008,0,"10","SERPINB10"
"1658",0,5.7710148105241,0.922,0.061,0,"11","IFNG-AS1"
"1659",0,8.36348952388578,0.815,0.005,0,"11","FCRL5"
"1660",0,6.67337816601375,0.871,0.065,0,"11","TXNDC5"
"1661",0,5.17148247543878,0.827,0.067,0,"11","CD38"
"1662",0,5.53544307922736,0.801,0.078,0,"11","PDK1"
"1663",0,4.18974444705347,0.825,0.124,0,"11","TPD52"
"1664",0,5.04855779461973,0.784,0.087,0,"11","SEL1L3"
"1665",0,4.00011489354512,0.906,0.211,0,"11","DENND5B"
"1666",0,6.85470891955375,0.702,0.014,0,"11","MZB1"
"1667",0,4.22588958535202,0.922,0.244,0,"11","GLCCI1"
"1668",0,4.39386008953697,0.768,0.095,0,"11","GNG7"
"1669",0,3.46487808594313,0.735,0.078,0,"11","AL589693.1"
"1670",0,3.67472789779978,0.881,0.225,0,"11","SPATS2"
"1671",0,8.13184331329605,0.655,0.006,0,"11","AC092546.1"
"1672",0,4.92059690670465,0.721,0.08,0,"11","EAF2"
"1673",0,4.41363157664527,0.686,0.068,0,"11","RASGRP3"
"1674",0,4.58573760859054,0.686,0.071,0,"11","TENT5C"
"1675",0,7.64526545581102,0.62,0.008,0,"11","POU2AF1"
"1676",0,3.47484643573327,0.791,0.18,0,"11","C11orf80"
"1677",0,3.42212361842334,0.821,0.211,0,"11","AC008014.1"
"1678",0,5.7212129198025,0.634,0.03,0,"11","TMC3-AS1"
"1679",0,4.75169993885481,0.657,0.059,0,"11","HSH2D"
"1680",0,5.61481714649984,0.624,0.038,0,"11","MEI1"
"1681",0,5.55483759128622,0.595,0.032,0,"11","BMP6"
"1682",0,4.00598468341427,0.68,0.126,0,"11","UBE2J1"
"1683",0,5.0402246793423,0.612,0.059,0,"11","TMEM156"
"1684",0,9.54212365048519,0.544,0.009,0,"11","IGHA1"
"1685",0,3.62004586621241,0.602,0.08,0,"11","CHST15"
"1686",0,5.55667838451389,0.559,0.038,0,"11","AC078883.1"
"1687",0,5.07107580652383,0.552,0.034,0,"11","SLAMF7"
"1688",0,4.69610577277226,0.567,0.051,0,"11","SLC15A2"
"1689",0,8.6846620751982,0.524,0.014,0,"11","IGKC"
"1690",0,6.80397695243657,0.52,0.017,0,"11","IRF4"
"1691",0,4.26442884752594,0.546,0.059,0,"11","KLHL6"
"1692",0,4.38145136272391,0.507,0.04,0,"11","ITGA8"
"1693",0,4.09524320146436,0.507,0.041,0,"11","BLNK"
"1694",0,3.69739773410261,0.534,0.069,0,"11","WNT5B"
"1695",0,6.15356644442506,0.478,0.014,0,"11","NUGGC"
"1696",0,9.549606763378,0.435,0.005,0,"11","IGHG1"
"1697",0,6.78241264209659,0.433,0.009,0,"11","AC060809.1"
"1698",0,6.42595629032012,0.427,0.006,0,"11","IGLC1"
"1699",0,4.82662041622555,0.433,0.027,0,"11","C16orf74"
"1700",0,7.46067377265901,0.398,0.005,0,"11","AC002072.1"
"1701",0,5.74814769608194,0.407,0.017,0,"11","ZNF215"
"1702",0,4.39808144876097,0.394,0.028,0,"11","EML6"
"1703",0,6.45069158085362,0.368,0.011,0,"11","DERL3"
"1704",0,4.57959631496429,0.368,0.021,0,"11","COL4A4"
"1705",0,5.89105129787278,0.359,0.018,0,"11","PIM2"
"1706",0,9.46068076649039,0.339,0.003,0,"11","IGHG3"
"1707",0,4.78248509986978,0.365,0.03,0,"11","ZBP1"
"1708",0,5.67951892949619,0.345,0.015,0,"11","LINC02576"
"1709",0,3.5480554491131,0.351,0.024,0,"11","RHEX"
"1710",0,5.8667642855089,0.333,0.011,0,"11","TPTE2"
"1711",0,5.81519536787313,0.312,0.013,0,"11","LINC02362"
"1712",0,8.61640725847935,0.3,0.007,0,"11","IGLC2"
"1713",0,7.86046871182632,0.285,0.002,0,"11","LYPD6B"
"1714",0,6.54764327085075,0.287,0.006,0,"11","AC021678.2"
"1715",0,5.20955467182156,0.275,0.012,0,"11","CPNE5"
"1716",0,7.58224604652206,0.259,0.002,0,"11","TNFRSF13B"
"1717",0,4.7359829787215,0.265,0.01,0,"11","SCNN1B"
"1718",0,3.1049689401984,0.703,0.118,0,"12","RBM47"
"1719",0,3.86430688720717,0.565,0.058,0,"12","CSF3R"
"1720",0,3.6067267933767,0.549,0.05,0,"12","FCN1"
"1721",0,4.04896560164982,0.533,0.047,0,"12","PRAM1"
"1722",0,4.61630206317594,0.488,0.036,0,"12","S100Z"
"1723",0,3.99373422137229,0.467,0.046,0,"12","CSF2RA"
"1724",0,4.63401932053094,0.319,0.02,0,"12","ITGAX"
"1725",1.77651279729758e-301,3.20619505712717,0.665,0.114,6.50221448938889e-297,"12","SLC8A1"
"1726",9.79220752775081e-291,3.12694307119007,0.681,0.127,3.58404587723207e-286,"12","SYK"
