cell_id,group
iolgfefb-1,Mature B
iolhelch-1,Ba/Eo/Ma
iolicaib-1,Early Myeloid Progenitor
iolifgob-1,SEC
ioljhcjb-1,MEP
ioljmpcl-1,THY1+ MSC
ioljoelk-1,Adipo-MSC
iolkikoc-1,AEC
iollmdab-1,Plasma Cell
iololdcl-1,THY1+ MSC
iolpabde-1,GMP
iolpfldh-1,GMP
iolplkho-1,Early Myeloid Progenitor
iomcdgjl-1,Monocyte
iomckcic-1,GMP
iomdfebi-1,Plasma Cell
iomdjhkb-1,Fibro-MSC
iomfechm-1,Plasma Cell
iomfjdhp-1,Plasma Cell
iomgaeha-1,Megakaryocyte
iomhbhll-1,RBC
iomhhppl-1,SEC
iomhilhi-1,SEC
iomiddki-1,Megakaryocyte
iomjljcn-1,Cycling HSPC
iomjmiig-1,CD4+ T-Cell
iomkamfl-1,GMP
iomkfian-1,VSMC
iomkhcjo-1,Plasma Cell
iomlmicn-1,Cycling HSPC
iomogbpa-1,Neutrophil
ionbdbgi-1,GMP
ioncfhaf-1,Early Myeloid Progenitor
ionclohk-1,GMP
iondaojm-1,THY1+ MSC
iondbbjp-1,Pre-B
iondeiae-1,AEC
ionihcim-1,Pre-B
ionjcgme-1,SEC
ionmpcmc-1,SEC
ioobekdm-1,Pre-B
ioobmdfa-1,Late Myeloid
ioodpgdi-1,GMP
iooeaiig-1,GMP
iooedlme-1,Late Myeloid
ioofmhef-1,AEC
ioognjcl-1,THY1+ MSC
ioohihhn-1,Late Erythroid
ioohjiij-1,Erythroblast
iooibblf-1,GMP
ioommkll-1,Late Erythroid
ioomoaen-1,GMP
iooneofn-1,Late Myeloid
ioonlkno-1,Early Myeloid Progenitor
ioonpnfd-1,RBC
iooofmbe-1,Early Myeloid Progenitor
ioopblfp-1,Adipo-MSC
iopafgim-1,SEC
iopagopf-1,Macrophages
iopbgmed-1,RBC
iopddlla-1,THY1+ MSC
iopfhiod-1,Ba/Eo/Ma
iophoimb-1,Pre-B
iopkaggg-1,Plasma Cell
iopkdkmg-1,Late Myeloid
ipaajfkh-1,Pro-B
ipaamala-1,RBC
ipabelgc-1,Neutrophil
ipacepjf-1,Late Myeloid
ipacjcln-1,RBC
ipacoaij-1,THY1+ MSC
ipadceoc-1,Neutrophil
ipadofnj-1,RBC
ipaeljkf-1,Fibro-MSC
ipaflkkg-1,Adipo-MSC
ipagoilk-1,HSC
ipailcnj-1,Cycling HSPC
ipaiodio-1,RBC
ipanpece-1,pDC
ipaomhnf-1,Adipo-MSC
ipbbdfmc-1,Adipo-MSC
ipbbgace-1,CD4+ T-Cell
ipbcgfmn-1,Neutrophil
ipbcpake-1,Plasma Cell
ipbdikeg-1,Late Erythroid
ipbikaoh-1,CD8+ T-Cell
ipbkkogk-1,Early Myeloid Progenitor
ipbldpbf-1,GMP
ipbmlphf-1,APOD+ MSC
ipbnfgme-1,CLP
ipbnliip-1,SEC
ipbnobgb-1,Megakaryocyte
ipbpfbjf-1,Monocyte
ipbpnbpn-1,SEC
ipcaiheg-1,Neutrophil
ipcbeloo-1,THY1+ MSC
ipcbgnkd-1,GMP
ipcbidmf-1,Neutrophil
ipcbpgkc-1,THY1+ MSC
ipcclpmc-1,GMP
ipccpbph-1,Adipo-MSC
ipcfpemn-1,GMP
ipchghpl-1,Cycling HSPC
ipckemgl-1,VSMC
ipckmkjd-1,Osteo-MSC
ipclbppf-1,Late Myeloid
ipcmhdij-1,THY1+ MSC
ipcngdln-1,Early Myeloid Progenitor
ipcnhcdg-1,Early Myeloid Progenitor
ipcojlpc-1,SEC
ipcokecd-1,GMP
ipcpadja-1,Pre-Pro B
ipcplfjp-1,Early Myeloid Progenitor
ipdagglp-1,THY1+ MSC
ipdagjgb-1,Macrophages
ipdaifnc-1,Early Myeloid Progenitor
ipdakjkd-1,THY1+ MSC
ipdbfifh-1,GMP
ipdcehpo-1,GMP
ipddhggl-1,Adipo-MSC
ipddhiac-1,Erythroblast
ipdgogam-1,Neutrophil
ipdieaop-1,Adipo-MSC
ipdjddgc-1,Neutrophil
ipdjehdl-1,SEC
ipdjjihp-1,Neutrophil
ipdjleee-1,RBC
ipdjnell-1,GMP
ipdjopch-1,Late Myeloid
ipdkcjec-1,Late Erythroid
ipdkgcke-1,GMP
ipdnifej-1,Late Erythroid
ipdockjk-1,CD4+ T-Cell
ipeaphhj-1,VSMC
ipebeegp-1,VSMC
ipeblljn-1,GMP
ipecjgae-1,Erythroblast
ipedmicl-1,Pre-Pro B
ipedpgih-1,Erythroblast
ipefjedl-1,SEC
ipefpgag-1,SEC
ipefpnbo-1,SEC
ipelkdeh-1,RBC
ipemidna-1,Osteo-MSC
ipemnnng-1,Ba/Eo/Ma
ipenfdpc-1,CD4+ T-Cell
ipeoagkl-1,Early Myeloid Progenitor
ipeoedog-1,Osteo-MSC
ipepejbd-1,Pre-Pro B
ipfapcnl-1,Late Myeloid
ipfdcoff-1,pDC
ipfdplio-1,GMP
ipfekpem-1,Late Myeloid
ipffjjji-1,MEP
ipfgbeok-1,Late Myeloid
ipfheamb-1,Late Myeloid
ipfheemn-1,Neutrophil
ipfimpob-1,RBC
ipfjbilg-1,Mature B
ipfjcfch-1,Neutrophil
ipfjoonc-1,Megakaryocyte
ipgidlin-1,Pro-B
ipgigkjj-1,VSMC
ipgijhmk-1,APOD+ MSC
ipgjdnna-1,RBC
ipglhfab-1,Pre-Pro B
iphalmmd-1,Plasma Cell
iphbkkea-1,Fibro-MSC
iphbmblc-1,Pro-B
iphdklaf-1,Plasma Cell
iphkbcfa-1,Plasma Cell
iphmmden-1,CLP
iphncekb-1,Late Erythroid
iphnocaf-1,Megakaryocyte
ipibamna-1,HSC
ipibgpel-1,Neutrophil
ipicgpkn-1,Megakaryocyte
ipiddfbj-1,Megakaryocyte
ipifbill-1,RBC
ipifgmkp-1,Neutrophil
ipigjknc-1,VSMC
ipigkcnb-1,HSC
ipihagjm-1,Plasma Cell
ipihaphf-1,Adipo-MSC
ipijbhpp-1,VSMC
ipijdjcj-1,Monocyte
ipijkcdi-1,Pro-B
ipijondo-1,Osteoblast
ipikkkah-1,Monocyte
ipiklopj-1,CLP
ipildegf-1,Plasma Cell
ipiogiji-1,Osteo-MSC
ipjafiig-1,Macrophages
ipjakape-1,RBC
ipjbhkmj-1,Late Myeloid
ipjbmlab-1,RBC
ipjcikae-1,RBC
ipjgdfpj-1,RBC
ipjhbcfp-1,Pre-B
ipjibjjj-1,RBC
ipjifmeo-1,CD8+ T-Cell
ipjinnbn-1,CD8+ T-Cell
ipjkipak-1,Late Myeloid
ipjoojce-1,RBC
ipkanipm-1,AEC
ipkcddma-1,SEC
ipkeepae-1,Plasma Cell
ipkekdjb-1,Pro-B
ipkfigja-1,Osteoblast
ipkgnipl-1,AEC
ipkifjhp-1,SEC
ipkkbbmh-1,AEC
ipknhdck-1,Plasma Cell
ipknlpco-1,Pro-B
ipkofhfg-1,Adipo-MSC
iplcnaoc-1,SEC
ipldacgf-1,Late Myeloid
ipldahep-1,Pro-B
ipledjnh-1,Pro-B
iplfjllh-1,Osteo-MSC
iplfllkl-1,HSC
iplflone-1,Late Myeloid
iplglpkc-1,Plasma Cell
ipliopee-1,Pre-Pro B
ipljappg-1,RBC
iplkcecb-1,Fibro-MSC
iplpaool-1,Late Myeloid
iplpghjl-1,Pro-B
ipmapeam-1,GMP
ipmbdomc-1,GMP
ipmbkbde-1,Late Myeloid
ipmehogf-1,CLP
ipmfafgn-1,VSMC
ipmfhmdp-1,VSMC
ipmgcbfc-1,MEP
ipmjcood-1,Adipo-MSC
ipmknjpe-1,Plasma Cell
ipmngkni-1,Pre-Pro B
ipmpeekh-1,THY1+ MSC
ipnbfgce-1,Pre-Pro B
ipnckkfb-1,Late Myeloid
ipnhbndg-1,RBC
ipnhdfhe-1,Pro-B
ipniaonm-1,Neutrophil
ipnjebkk-1,Osteo-MSC
ipnjjoob-1,Megakaryocyte
ipnljige-1,Neutrophil
ipnmfggk-1,Erythroblast
ipnmgpnn-1,Early Myeloid Progenitor
ipnmjngo-1,Pre-B
ipnofkme-1,RBC
ipnpfibi-1,CD8+ T-Cell
ipnpgmda-1,THY1+ MSC
ipoamcbb-1,Macrophages
ipobnegd-1,Pro-B
ipobnopg-1,APOD+ MSC
ipockoim-1,GMP
ipoefeol-1,Late Myeloid
ipofnldf-1,Monocyte
ipogflkn-1,Ba/Eo/Ma
ipogieip-1,Plasma Cell
ipojmcog-1,SEC
ipokcbpl-1,Mature B
ipollkep-1,THY1+ MSC
ipopjcaf-1,CD8+ T-Cell
ippafeed-1,Late Myeloid
ippanedk-1,THY1+ MSC
ippapgmm-1,Late Myeloid
ippbialh-1,RBC
ippcekod-1,Late Myeloid
ippgdjje-1,Pre-Pro B
ippgigaa-1,RBC
ipphbbnf-1,Early Myeloid Progenitor
ippiakek-1,Pro-B
ippijkgg-1,Megakaryocyte
ippipahc-1,RBC
ippjcjjf-1,THY1+ MSC
ippnjafn-1,RBC
ippocinm-1,Early Myeloid Progenitor
ippogkjk-1,Late Erythroid
ippojnig-1,Neutrophil
ipppfgph-1,CD8+ T-Cell
ippplnii-1,Erythroblast
jaaaepoc-1,Fibro-MSC
jaacaoia-1,Pre-B
jaacmnpg-1,RBC
jaacnmck-1,Monocyte
jaacocah-1,RBC
jaadcoco-1,RBC
jaadkkph-1,Megakaryocyte
jaafpldd-1,RBC
jaaicocf-1,Monocyte
jaajcneh-1,SEC
jaamdlgf-1,Neutrophil
jaamkina-1,AEC
jaanikgc-1,Mature B
jaapaalb-1,Late Myeloid
jabaldec-1,Late Myeloid
jabdlban-1,Late Myeloid
jabfenfk-1,AEC
jabfgbfh-1,SEC
jabgfnoe-1,Monocyte
jabghboh-1,Monocyte
jabgpbid-1,Early Myeloid Progenitor
jabjgdim-1,GMP
jabjnhcj-1,CD4+ T-Cell
jabkckfk-1,Neutrophil
jabkebmj-1,Neutrophil
jabklkjc-1,Late Myeloid
jabkpkmk-1,Neutrophil
jabljanj-1,Neutrophil
jabmgjld-1,Megakaryocyte
jabngdea-1,Mature B
jabobfic-1,RBC
jacbkbmg-1,Erythroblast
jacbllhi-1,GMP
jacdjnbi-1,GMP
jacdpjgn-1,GMP
jacdpnhf-1,Monocyte
jaceomki-1,MEP
jacimjmk-1,Pro-B
jacinpmi-1,Ba/Eo/Ma
jackehci-1,Pre-B
jaclcmji-1,GMP
jacloiia-1,Early Myeloid Progenitor
jacmjpfk-1,Pro-B
jacogabp-1,RBC
jacoioif-1,Monocyte
jacolmgn-1,CLP
jadbblja-1,RBC
jadbhjma-1,Erythroblast
jadbimcc-1,Late Myeloid
jaddbmba-1,RBC
jadgebaj-1,RBC
jadhjneo-1,Pre-B
jadimhnm-1,CD8+ T-Cell
jadjdjon-1,Plasma Cell
jadjpkkk-1,HSC
jadlajbo-1,Monocyte
jadlfkni-1,Pre-Pro B
jadnejjo-1,THY1+ MSC
jadpamhl-1,AEC
jaeaapck-1,VSMC
jaeakjjn-1,AEC
jaebpoal-1,VSMC
jaedfemp-1,AEC
jaeekfjp-1,Late Myeloid
jaefmgch-1,Mature B
jaegejkf-1,Mature B
jaeigcjp-1,Erythroblast
jaejgcke-1,Pre-B
jaekaaej-1,Adipo-MSC
jaekdfgm-1,Neutrophil
jaeknopa-1,Mature B
jaenbebm-1,RBC
jaencbmg-1,Pre-B
jaenhaji-1,Neutrophil
jaennkok-1,RBC
jaeobion-1,pDC
jaeocadc-1,Neutrophil
jaeofmia-1,RBC
jaepamlj-1,CLP
jaepipne-1,Mature B
jafbbdme-1,RBC
jafdghgl-1,Megakaryocyte
jafdnbof-1,Mature B
jaffogpd-1,Neutrophil
jafgghhi-1,RBC
jafgnlag-1,Megakaryocyte
jafhbbak-1,AEC
jafimoel-1,RBC
jafjkbih-1,Neutrophil
jafkfinc-1,RBC
jaflhlge-1,Pro-B
jaflmdka-1,Cycling HSPC
jaflmoaa-1,RBC
jaflnmai-1,RBC
jafmcogk-1,CD4+ T-Cell
jafpmgjc-1,HSC
jafponmb-1,MEP
jagaicnc-1,Neutrophil
jagdjall-1,Monocyte
jagehgjn-1,THY1+ MSC
jageople-1,RBC
jagficdc-1,Megakaryocyte
jagfpheg-1,Late Myeloid
jaggefpp-1,Pre-Pro B
jaghiiop-1,RBC
jaghkhag-1,RBC
jagkmngl-1,Early Myeloid Progenitor
jagldpel-1,Late Myeloid
jaglkolo-1,RBC
jaglldjm-1,Ba/Eo/Ma
jagmbgkh-1,Adipo-MSC
jagmndkl-1,Megakaryocyte
jagopbae-1,Late Myeloid
jahappja-1,Late Myeloid
jahbfiff-1,Osteoblast
jahceegp-1,MEP
jahcfkmc-1,RBC
jahdfmef-1,Early Myeloid Progenitor
jahefogf-1,CD8+ T-Cell
jahfmmcf-1,RBC
jahgonjo-1,GMP
jahkalnf-1,RBC
jahkdloa-1,CD4+ T-Cell
jahkjcom-1,RBC
jahlfkmd-1,RBC
jahlhohh-1,RBC
jahmilgf-1,Late Erythroid
jahnfced-1,THY1+ MSC
jahnigbg-1,RBC
jahnlleb-1,THY1+ MSC
jaicdbag-1,CD8+ T-Cell
jaicgplj-1,Plasma Cell
jaidhegh-1,Monocyte
jaiebglp-1,Pro-B
jaignbic-1,Osteo-MSC
jaiildlb-1,Pre-Pro B
jaijjdgj-1,Erythroblast
jaikkbbo-1,Erythroblast
jailmbee-1,Neutrophil
jainaddf-1,Pre-Pro B
jainmkch-1,Osteoblast
jaiohhmi-1,THY1+ MSC
jajedbpn-1,THY1+ MSC
jajfbmak-1,HSC
jajfehch-1,Late Erythroid
jajgbpnm-1,Late Erythroid
jajhibac-1,Neutrophil
jajhlfcg-1,Neutrophil
jajkbjej-1,Mature B
jajkecgd-1,Fibro-MSC
jajkjgge-1,Neutrophil
jajklhai-1,CD8+ T-Cell
jajmcmjl-1,Plasma Cell
jajpoomo-1,Neutrophil
jakaejlh-1,RBC
jakakahk-1,THY1+ MSC
jakbnmpe-1,Erythroblast
jakbopcp-1,Late Myeloid
jakfagfb-1,Erythroblast
jakfjmmm-1,Adipo-MSC
jakfmlfe-1,Late Myeloid
jakgacdf-1,Pro-B
jakhbdlp-1,Neutrophil
jakhpklb-1,Late Myeloid
jakkffob-1,Cycling HSPC
jakllmdb-1,GMP
jakmfoje-1,CD4+ T-Cell
jakmjaeo-1,Early Myeloid Progenitor
jaknndgc-1,Late Myeloid
jakoccfc-1,GMP
jakodbjg-1,GMP
jakofcnh-1,Early Myeloid Progenitor
jalabflo-1,Late Erythroid
jaladpia-1,Erythroblast
jalaedhp-1,Late Erythroid
jalaicim-1,Late Erythroid
jalanaoh-1,Erythroblast
jalcdemj-1,RBC
jalcmjgb-1,Late Erythroid
jaldgnfm-1,Neutrophil
jaldjjem-1,APOD+ MSC
jalgfegg-1,Erythroblast
jalihfjc-1,Late Myeloid
jaljdjjh-1,RBC
jaljegba-1,Late Erythroid
jaljkpoi-1,Late Erythroid
jalmebbm-1,Erythroblast
jaloflff-1,Pre-Pro B
jalpdlel-1,Late Myeloid
jalppika-1,Plasma Cell
jambkddn-1,Erythroblast
jamfiand-1,Osteoblast
jamgajko-1,THY1+ MSC
jamiejei-1,APOD+ MSC
jamjmfop-1,Late Erythroid
jamjokmg-1,RBC
jamkobnk-1,THY1+ MSC
jammilna-1,Neutrophil
jampefei-1,Fibro-MSC
janadcej-1,Plasma Cell
janambnh-1,MEP
janamdeb-1,Osteoblast
jancaceh-1,RBC
jancnfmh-1,Monocyte
jandbaac-1,RBC
jandeipi-1,Late Erythroid
janehkgo-1,RBC
janfejje-1,Fibro-MSC
janflepd-1,VSMC
janfnega-1,RBC
janjhoha-1,VSMC
janjlbbh-1,Late Myeloid
janjmmfo-1,Late Erythroid
janjneme-1,Pre-Pro B
jankghmh-1,Neutrophil
jannlgob-1,Late Myeloid
janolbdb-1,Late Erythroid
jaobigpf-1,pDC
jaodecnn-1,Neutrophil
jaoibaho-1,Late Myeloid
jaojgkgn-1,Fibro-MSC
jaokidgi-1,Erythroblast
jaokmkih-1,Late Myeloid
jaomcnji-1,Late Myeloid
jaonecpe-1,Late Erythroid
jaonlbph-1,Late Myeloid
japadgcf-1,Megakaryocyte
japbaoii-1,Late Myeloid
japbdked-1,Early Myeloid Progenitor
japbiiab-1,Cycling HSPC
japdblfp-1,GMP
japemfim-1,pDC
japenbcb-1,CD4+ T-Cell
japfnlkp-1,Late Myeloid
japggjjb-1,CD4+ T-Cell
japiadgm-1,Adipo-MSC
japiailf-1,MEP
japkcgae-1,Neutrophil
japlhmbk-1,Late Myeloid
japmnfcc-1,Late Myeloid
japnlaoe-1,GMP
japnpekg-1,Pre-Pro B
japnpmlh-1,THY1+ MSC
japoldaf-1,Osteo-MSC
jappjfca-1,Adipo-MSC
jappnfop-1,Monocyte
jbaaaohm-1,CD4+ T-Cell
jbaannga-1,Megakaryocyte
jbaiejok-1,Early Myeloid Progenitor
jbaifllm-1,Late Erythroid
jbajkmkp-1,Late Erythroid
jbakcece-1,Late Erythroid
jbakfojj-1,Erythroblast
jbammnhc-1,Ba/Eo/Ma
jbancnpc-1,Erythroblast
jbapccil-1,RBC
jbbanabc-1,Late Erythroid
jbbchdeg-1,RBC
jbbddbnb-1,Osteoblast
jbbefbbh-1,Neutrophil
jbbeipgb-1,Late Erythroid
jbbffgec-1,Late Myeloid
jbbfgkeb-1,Late Myeloid
jbbhaohn-1,Pre-B
jbbhceon-1,Erythroblast
jbbhfmjk-1,Late Erythroid
jbbhklgp-1,Late Myeloid
jbbidndc-1,Late Myeloid
jbbinbgp-1,Late Myeloid
jbbkjlnb-1,Mature B
jbbldemn-1,Erythroblast
jbbnbaig-1,Pro-B
jbcahbei-1,Late Erythroid
jbcbehko-1,CD4+ T-Cell
jbcbgdbk-1,CD4+ T-Cell
jbcdkmdn-1,Erythroblast
jbchmood-1,GMP
jbcindbg-1,Pre-Pro B
jbcjjbii-1,Late Myeloid
jbcjlboc-1,GMP
jbckhele-1,Erythroblast
jbcmkgbd-1,MEP
jbdapofo-1,Pre-Pro B
jbdbdfhe-1,Ba/Eo/Ma
jbdcdobc-1,Late Erythroid
jbdcefgd-1,RBC
jbdchbcg-1,CD4+ T-Cell
jbdfaoel-1,MEP
jbdhlpkc-1,CD4+ T-Cell
jbdiimof-1,RBC
jbdlgajl-1,GMP
jbdmjkck-1,Pre-Pro B
jbdogpdn-1,Late Erythroid
jbdojpoi-1,MEP
jbdphfhi-1,Neutrophil
jbdpkfpl-1,Megakaryocyte
jbeackpg-1,Late Myeloid
jbecdnaf-1,Megakaryocyte
jbedgjdo-1,Neutrophil
jbedphlc-1,Osteoblast
jbegdaea-1,Megakaryocyte
jbeghgdl-1,Osteo-MSC
jbejbeik-1,Plasma Cell
jbelbepm-1,Late Myeloid
jbelcppn-1,Late Myeloid
jbepahgd-1,RBC
jbepmolf-1,Plasma Cell
jbfanlib-1,RBC
jbfaoecm-1,THY1+ MSC
jbfdaika-1,Neutrophil
jbfepldd-1,Neutrophil
jbfffjha-1,Megakaryocyte
jbfhikdl-1,Megakaryocyte
jbfhkipm-1,Megakaryocyte
jbfjggci-1,Late Myeloid
jbfjhpfj-1,Late Erythroid
jbfjodia-1,Late Myeloid
jbfkdgcg-1,SEC
jbfkionf-1,Adipo-MSC
jbfkkelh-1,AEC
jbfliapi-1,AEC
jbfmbfja-1,Mature B
jbfmebkj-1,Monocyte
jbfmjidj-1,Late Erythroid
jbfnmgab-1,Late Myeloid
jbfoiiai-1,Erythroblast
jbfoofoj-1,Late Erythroid
jbfpjnhb-1,Late Myeloid
jbgcbbne-1,RBC
jbgeneoe-1,Early Myeloid Progenitor
jbgglbpi-1,CLP
jbgkifji-1,Late Myeloid
jbgllnpm-1,THY1+ MSC
jbglnhbn-1,RBC
jbgncelc-1,Late Myeloid
jbhdmikl-1,RBC
jbhehhph-1,Late Myeloid
jbhffmbc-1,RBC
jbhffmik-1,Early Myeloid Progenitor
jbhgblgj-1,Osteo-MSC
jbhgjeko-1,Late Myeloid
jbhkgfgj-1,Neutrophil
jbhkieml-1,CD4+ T-Cell
jbhmhkeh-1,Late Myeloid
jbhodice-1,Plasma Cell
jbhplecc-1,Osteoblast
jbiaagfb-1,GMP
jbiahigh-1,Pro-B
jbialdne-1,Neutrophil
jbiamcbh-1,GMP
jbiamgpf-1,CD4+ T-Cell
jbianfih-1,GMP
jbianojo-1,Early Myeloid Progenitor
jbibhnbj-1,Late Myeloid
jbidbmag-1,Mature B
jbidpkoe-1,GMP
jbihbebk-1,RBC
jbilbmpc-1,Pro-B
jbimbnoj-1,GMP
jbimgjoc-1,Ba/Eo/Ma
jbinapdl-1,GMP
jbjbgeah-1,GMP
jbjchaii-1,CD4+ T-Cell
jbjdpcdj-1,Cycling HSPC
jbjdpipk-1,GMP
jbjfckbe-1,pDC
jbjgbaop-1,Early Myeloid Progenitor
jbjgdgkb-1,Osteoblast
jbjglgdk-1,GMP
jbjiemli-1,GMP
jbjjigna-1,GMP
jbjlghmm-1,Pre-Pro B
jbjpnoch-1,THY1+ MSC
jbkclbaf-1,GMP
jbkfcicp-1,VSMC
jbkhdgif-1,APOD+ MSC
jbkjblkb-1,APOD+ MSC
jbkkdpfc-1,AEC
jbklonjp-1,Plasma Cell
jbklpacp-1,Osteo-MSC
jbkmddik-1,Plasma Cell
jblacbbo-1,Osteo-MSC
jblbbncp-1,GMP
jbldnahl-1,Cycling HSPC
jbljgdhd-1,Fibro-MSC
jbljoigb-1,GMP
jblkjipb-1,Cycling HSPC
jblknfph-1,Cycling HSPC
jblnodhm-1,VSMC
jblodejj-1,GMP
jbloflaj-1,Monocyte
jblohjia-1,Monocyte
jbmbnnal-1,MEP
jbmdbgfp-1,GMP
jbmfccmm-1,GMP
jbmfmbgn-1,Cycling HSPC
jbmjhddl-1,CLP
jbmkhfnc-1,Plasma Cell
jbmkkikh-1,Plasma Cell
jbmpmgfp-1,Late Myeloid
jbnamlhm-1,CD8+ T-Cell
jbnbdhed-1,CD8+ T-Cell
jbnbfgho-1,VSMC
jbnfchda-1,Macrophages
jbngpddf-1,Early Myeloid Progenitor
jbnhfjoc-1,Osteoblast
jbnjbjje-1,SEC
jbnjopel-1,Osteo-MSC
jbnolmnm-1,GMP
jbnpegjm-1,GMP
jbnpekdg-1,Neutrophil
jboabadn-1,SEC
jboameof-1,Osteo-MSC
jboejlfd-1,APOD+ MSC
jbofphje-1,GMP
jbohebcj-1,SEC
jbokbalp-1,AEC
jbokgnib-1,AEC
jbokjaek-1,AEC
jbonaadn-1,GMP
jboncjgm-1,Mature B
jbonmiaf-1,Ba/Eo/Ma
jboogckg-1,Early Myeloid Progenitor
jbpaapln-1,Adipo-MSC
jbpcndml-1,Osteo-MSC
jbpeapad-1,Early Myeloid Progenitor
jbpekjip-1,HSC
jbpghide-1,Neutrophil
jbpgkgmm-1,Adipo-MSC
jbphpbfm-1,CD4+ T-Cell
jbpilpph-1,Macrophages
jbpipkfk-1,VSMC
jbplcjhg-1,HSC
jbpljjlk-1,Adipo-MSC
jbpmmfge-1,Plasma Cell
jbpojghh-1,GMP
jbppekpk-1,Pro-B
jcaagkol-1,Plasma Cell
jcaeamgd-1,CLP
jcafelbc-1,GMP
jcahogkj-1,Ba/Eo/Ma
jcaigjne-1,GMP
jcakaabi-1,Osteoblast
jcakimkj-1,GMP
jcakjpoi-1,GMP
jcalkilg-1,Plasma Cell
jcamfpni-1,Late Myeloid
jcamiono-1,MEP
jcanbnmo-1,RBC
jcaokmpk-1,Late Myeloid
jcaooeac-1,Early Myeloid Progenitor
jcaoohmg-1,Neutrophil
jcappdgm-1,SEC
jcbaplkl-1,Late Myeloid
jcbbaioh-1,SEC
jcbciihi-1,Plasma Cell
jcbenggg-1,Late Myeloid
jcbglkkp-1,CLP
jcbipaim-1,Monocyte
jcblffom-1,HSC
jcbmflkn-1,Plasma Cell
jcbmjlmo-1,Monocyte
jcbmkhki-1,Pre-B
jcbndfdj-1,HSC
jcbnlfjo-1,Pre-B
jcbppopd-1,Cycling HSPC
jccadopm-1,GMP
jccbdchn-1,Early Myeloid Progenitor
jccdlnap-1,Macrophages
jccicmao-1,CD8+ T-Cell
jcciedab-1,Late Myeloid
jccilico-1,Pre-B
jccjhmfb-1,Cycling HSPC
jcckjhfi-1,Pre-Pro B
jccnidgj-1,Osteoblast
jccnjdpj-1,Early Myeloid Progenitor
jcdabpmb-1,Late Myeloid
jcdaolfn-1,Early Myeloid Progenitor
jcdblion-1,RBC
jcddndon-1,RBC
jcdeigig-1,RBC
jcdfgkhk-1,Late Myeloid
jcdfnfcb-1,Plasma Cell
jcdgingl-1,Macrophages
jcdgocki-1,Early Myeloid Progenitor
jcdhbjla-1,Erythroblast
jcdimbcl-1,Pre-Pro B
jcdindbl-1,Late Myeloid
jcdjmepn-1,GMP
jcdkelod-1,Macrophages
jcdkpiep-1,Monocyte
jcdljnmc-1,Osteo-MSC
jcdmfhmb-1,CD8+ T-Cell
jcdnclcf-1,Erythroblast
jcdngemg-1,Late Myeloid
jcdnmdkd-1,Fibro-MSC
jcdpbadf-1,Early Myeloid Progenitor
jcebhegj-1,Erythroblast
jcebhgcj-1,RBC
jcebneif-1,Fibro-MSC
jcecepoj-1,Erythroblast
jceffmhj-1,Erythroblast
jcegmdbm-1,RBC
jcehhdgo-1,Plasma Cell
jcejpbbo-1,Late Myeloid
jcelodkk-1,RBC
jcemkafj-1,pDC
jcenfbfj-1,Neutrophil
jcenjebg-1,Plasma Cell
jceofibn-1,Neutrophil
jceonkjg-1,Late Erythroid
jcepdkae-1,GMP
jcepkefm-1,RBC
jcfamolp-1,APOD+ MSC
jcfblnng-1,Fibro-MSC
jcfbnmmi-1,Late Erythroid
jcfddfel-1,RBC
jcfdeimo-1,RBC
jcfdfhbd-1,RBC
jcffblmn-1,Osteo-MSC
jcfkakbh-1,AEC
jcfknhaf-1,Cycling HSPC
jcflkcek-1,Plasma Cell
jcfogkmd-1,Plasma Cell
jcfpelhp-1,Mature B
jcgaiijn-1,VSMC
jcgbadbl-1,Plasma Cell
jcgeecic-1,Fibro-MSC
jcgeeikf-1,GMP
jcgeljdd-1,CLP
jcgfejcl-1,Plasma Cell
jcggcbah-1,CLP
jcgjmign-1,CD8+ T-Cell
jcgjnhdg-1,Ba/Eo/Ma
jcgkjgmp-1,AEC
jcglbogc-1,Cycling HSPC
jcgmhfej-1,Pro-B
jcgmmpoc-1,CD4+ T-Cell
jcgpoifp-1,CD8+ T-Cell
jchanfdd-1,Osteo-MSC
jchbldjk-1,MEP
jchcclho-1,Fibro-MSC
jchcedno-1,Mature B
jchcfmfh-1,HSC
jchdbfgo-1,Neutrophil
jchebkdf-1,HSC
jchffami-1,Pre-B
jchheifl-1,RBC
jchidemj-1,Pre-B
jchihlkd-1,Pre-B
jchiomak-1,Mature B
jchjcnfk-1,Mature B
jchjgpbc-1,Ba/Eo/Ma
jchjmkkm-1,GMP
jchjongp-1,Osteoblast
jchmoegf-1,HSC
jchphdio-1,Osteo-MSC
jcianion-1,Mature B
jcibkdie-1,Osteoblast
jcibnhkm-1,Fibro-MSC
jcidecmf-1,Osteo-MSC
jcidedej-1,SEC
jcidkalp-1,Plasma Cell
jcidppde-1,pDC
jcifopeo-1,Fibro-MSC
jcihfopp-1,CD8+ T-Cell
jcihggmo-1,VSMC
jcihjddo-1,Fibro-MSC
jciihlgl-1,Ba/Eo/Ma
jcijphad-1,Fibro-MSC
jcikcehj-1,VSMC
jcikeooa-1,Fibro-MSC
jcilkmdn-1,Fibro-MSC
jcinpncn-1,CLP
jciomoho-1,Plasma Cell
jciplhbj-1,VSMC
jcipmpbk-1,Osteoblast
jcjagilh-1,Pro-B
jcjbjljj-1,SEC
jcjcmche-1,MEP
jcjiiomc-1,Plasma Cell
