cell_id,group
cnjijabi-1,Erythroblast
cnjimlcl-1,GMP
cnjjgmmb-1,Late Erythroid
cnjlabho-1,CD8+ T-Cell
cnjlgfem-1,THY1+ MSC
cnjljgnj-1,RBC
cnjmfokd-1,Plasma Cell
cnjpgdff-1,Ba/Eo/Ma
cnkbccbf-1,Pre-B
cnkbjlli-1,APOD+ MSC
cnkcaapc-1,Erythroblast
cnkdaien-1,Monocyte
cnkdfejj-1,Osteo-MSC
cnkdlill-1,RBC
cnkecgnc-1,Osteo-MSC
cnkfdbkf-1,HSC
cnkfnkfl-1,CD4+ T-Cell
cnkjjbhp-1,Neutrophil
cnkjljmg-1,Late Myeloid
cnkjnlna-1,Pre-Pro B
cnkjogdg-1,Late Myeloid
cnkkgeco-1,Neutrophil
cnkmipdh-1,Neutrophil
cnkolmmh-1,Megakaryocyte
cnkpflfo-1,Erythroblast
cnkpkhag-1,Osteo-MSC
cnkpmcno-1,Mature B
cnkpmgkc-1,Pro-B
cnlaajak-1,Late Myeloid
cnlaimna-1,Mature B
cnlbnpgn-1,VSMC
cnlfcgaj-1,CD8+ T-Cell
cnlfongg-1,Monocyte
cnlhjjdi-1,Pre-B
cnljeemo-1,Mature B
cnlklohk-1,RBC
cnlkncni-1,Fibro-MSC
cnlmdbmo-1,Erythroblast
cnlmlkfj-1,CD4+ T-Cell
cnlomajh-1,Monocyte
cnlpaoed-1,CD4+ T-Cell
cnlpkncg-1,Fibro-MSC
cnlpmiag-1,Osteo-MSC
cnmadjpe-1,THY1+ MSC
cnmbccba-1,RBC
cnmchgid-1,Late Erythroid
cnmcmcpn-1,Cycling HSPC
cnmcndlg-1,MEP
cnmgeiai-1,pDC
cnmgnfij-1,AEC
cnmhaphh-1,APOD+ MSC
cnmhgape-1,CLP
cnmhlbkp-1,THY1+ MSC
cnmhpgjf-1,Pre-Pro B
cnmklhii-1,Plasma Cell
cnmlangb-1,Pre-Pro B
cnmlmnad-1,Macrophages
cnmmmejo-1,THY1+ MSC
cnmodhpj-1,CLP
cnmojnmc-1,Neutrophil
cnmoplba-1,Ba/Eo/Ma
cnmpgkmb-1,CLP
cnmpklhd-1,Pre-Pro B
cnnablai-1,Megakaryocyte
cnnaefgj-1,Late Myeloid
cnnbecmd-1,Late Erythroid
cnnedeob-1,Late Erythroid
cnnfkmmo-1,THY1+ MSC
cnnfmhjm-1,VSMC
cnngmpak-1,Early Myeloid Progenitor
cnnhohjk-1,Late Erythroid
cnnklgfb-1,Erythroblast
cnnknaof-1,RBC
cnnlfiik-1,Megakaryocyte
cnnmlidn-1,VSMC
cnnmndkc-1,Mature B
cnnnchim-1,Fibro-MSC
cnnnmgdf-1,Late Myeloid
cnnoijmj-1,Osteo-MSC
cnnpilla-1,Plasma Cell
cnoagihg-1,GMP
cnoagjfp-1,AEC
cnoapmll-1,Neutrophil
cnoeagoj-1,CLP
cnoebfhe-1,AEC
cnofaaid-1,CLP
cnohljfm-1,Fibro-MSC
cnokepki-1,Plasma Cell
cnonleoa-1,AEC
cnoodbnk-1,Osteo-MSC
cnoojfod-1,CD4+ T-Cell
cnopbhoa-1,Late Erythroid
cnpbahal-1,Pro-B
cnpbpabg-1,RBC
cnpcecja-1,HSC
cnpcknad-1,Osteoblast
cnpedhnc-1,Megakaryocyte
cnpfppjg-1,Pre-Pro B
cnphkcgf-1,Pro-B
cnphoeek-1,RBC
cnpkcmci-1,Osteo-MSC
cnpkmmeh-1,Osteoblast
cnplbbea-1,Late Erythroid
cnplchle-1,Ba/Eo/Ma
cnpmcfnb-1,RBC
cnpmnild-1,Fibro-MSC
cnpnkmod-1,Pre-Pro B
cnpognnk-1,Cycling HSPC
cnpokmbp-1,Megakaryocyte
cnpolegg-1,SEC
coaafoec-1,RBC
coaakaee-1,Fibro-MSC
coabcndj-1,Mature B
coacdmnc-1,THY1+ MSC
coacpkcd-1,Mature B
coadmlpl-1,Mature B
coafooke-1,Fibro-MSC
coahdkil-1,Monocyte
coaigbpp-1,Pre-B
coaikhoi-1,Neutrophil
coakpoak-1,pDC
coamegmj-1,MEP
coamhnmo-1,Mature B
coamkkcd-1,GMP
cobanicg-1,Monocyte
cobclcpd-1,APOD+ MSC
cobdjkcp-1,pDC
cobdkgcl-1,Osteoblast
cobdnpnd-1,AEC
cobdofld-1,Osteo-MSC
cobglbib-1,Monocyte
cobiglpb-1,APOD+ MSC
cobkechg-1,CD8+ T-Cell
cobkehdb-1,Monocyte
cobkijcb-1,CD8+ T-Cell
cobkndki-1,RBC
cobknjdo-1,Fibro-MSC
cobmcfnp-1,Ba/Eo/Ma
coboagmd-1,CLP
cobochfg-1,CLP
cobojdhl-1,Plasma Cell
cocagbgb-1,SEC
cocanhem-1,SEC
cocdfhfl-1,SEC
cocgbced-1,SEC
cochmghh-1,Adipo-MSC
cochpmpb-1,Adipo-MSC
cockbhkm-1,Erythroblast
coclcjhi-1,Late Myeloid
cocmgbgj-1,Neutrophil
cocmjmoh-1,RBC
cocmmpmn-1,Cycling HSPC
cocmopjj-1,GMP
codchcef-1,Erythroblast
codcigho-1,HSC
coddekoi-1,GMP
coddneki-1,GMP
coddnino-1,Neutrophil
codhgnlc-1,Osteoblast
codjjhhm-1,Osteoblast
codkhpaa-1,Fibro-MSC
codlgege-1,GMP
codljple-1,SEC
codmfenc-1,Megakaryocyte
codoofnp-1,VSMC
codpapef-1,Adipo-MSC
coeanppl-1,Mature B
coeappci-1,CD4+ T-Cell
coebbgae-1,Pro-B
coeccigo-1,VSMC
coeceegj-1,Fibro-MSC
coecgale-1,pDC
coedpofh-1,SEC
coefecim-1,pDC
coeffoak-1,VSMC
coegcnop-1,Fibro-MSC
coehclll-1,MEP
coehdcdg-1,RBC
coejdann-1,RBC
coelfoai-1,pDC
coelknal-1,RBC
coeobppf-1,Cycling HSPC
coepbjli-1,HSC
coepcgoi-1,GMP
coepphpf-1,VSMC
cofbcdfe-1,APOD+ MSC
cofcbili-1,Plasma Cell
cofcficg-1,Fibro-MSC
cofegpnb-1,Monocyte
cofemmdd-1,Adipo-MSC
cofgjmea-1,CD4+ T-Cell
cofhlgbm-1,Plasma Cell
cofleein-1,Fibro-MSC
cofnckhc-1,GMP
cofnjccj-1,RBC
cofobkhb-1,AEC
cofogjed-1,Fibro-MSC
cofokpfm-1,Adipo-MSC
cofpbedn-1,RBC
cogbhhhj-1,Late Myeloid
cogdklii-1,Megakaryocyte
cogfpgbh-1,RBC
coghjhfo-1,Late Myeloid
cogjkmla-1,RBC
cogmbedj-1,Late Myeloid
cogmbfcc-1,Pro-B
cogmgmnp-1,Osteo-MSC
cogmgodh-1,Early Myeloid Progenitor
cogmonko-1,Adipo-MSC
cognalci-1,Pre-Pro B
cognncnf-1,Late Myeloid
cohahadh-1,Late Myeloid
cohahfcm-1,RBC
cohbghmk-1,Erythroblast
cohcldie-1,Pre-Pro B
cohdbadi-1,RBC
cohdndij-1,Early Myeloid Progenitor
cohhbaga-1,Adipo-MSC
cohhjgce-1,RBC
cohjmicn-1,Adipo-MSC
cohkghfh-1,Late Myeloid
cohkkfbd-1,Early Myeloid Progenitor
cohmfdnb-1,GMP
cohpjmhc-1,Erythroblast
coianbpp-1,Late Erythroid
coibacak-1,Cycling HSPC
coibdmah-1,Late Myeloid
coicjapi-1,Late Myeloid
coidnmip-1,Late Myeloid
coieccgh-1,Late Myeloid
coifoipa-1,Osteoblast
coihiiek-1,Late Myeloid
coijdjpd-1,Late Myeloid
coijmnfh-1,Ba/Eo/Ma
coimopgd-1,Late Myeloid
coinpheh-1,Early Myeloid Progenitor
coipkbmb-1,THY1+ MSC
cojabbpe-1,Monocyte
cojbjgio-1,Macrophages
cojbnlbc-1,Late Myeloid
cojepfgc-1,Late Myeloid
cojfhhfj-1,Late Myeloid
cojfkmic-1,RBC
cojhmogj-1,Late Erythroid
cojjdndp-1,Late Myeloid
cojkmmeh-1,Late Myeloid
cojmpcka-1,Early Myeloid Progenitor
cojncfpp-1,Late Myeloid
cojnenmd-1,Pro-B
cojnpiii-1,AEC
cojoapnl-1,Mature B
cojojfli-1,Late Myeloid
cokacjok-1,Early Myeloid Progenitor
cokahinn-1,Megakaryocyte
cokaigom-1,Late Myeloid
cokcbjop-1,Late Myeloid
cokefjda-1,Late Myeloid
cokgchaf-1,Late Myeloid
cokiadac-1,Pre-Pro B
cokinjof-1,MEP
cokmdfog-1,Adipo-MSC
cokmkjbp-1,CD8+ T-Cell
cokmnpdf-1,Adipo-MSC
coknfimk-1,Pre-Pro B
cokpjjkm-1,Pro-B
colbpiik-1,Plasma Cell
coldagga-1,Megakaryocyte
colgicif-1,GMP
colileap-1,RBC
coljfmcc-1,Late Myeloid
coljkhil-1,Early Myeloid Progenitor
coljmcil-1,CD4+ T-Cell
collldak-1,Early Myeloid Progenitor
collobab-1,Mature B
colmcdhe-1,Late Myeloid
colofkbb-1,Osteoblast
colpehhk-1,Late Myeloid
colpkhim-1,Erythroblast
comaeona-1,Late Myeloid
combjmlg-1,Erythroblast
combnomn-1,RBC
comcdpec-1,CD4+ T-Cell
comdjdgn-1,Erythroblast
comgljlo-1,RBC
comijpmi-1,Pre-B
comjbblh-1,THY1+ MSC
comklice-1,Late Erythroid
commmdpk-1,THY1+ MSC
compcjfk-1,Cycling HSPC
conaapgf-1,Monocyte
conabibi-1,Fibro-MSC
conamgoo-1,Pre-Pro B
conbejep-1,Megakaryocyte
condblln-1,Cycling HSPC
coneahhn-1,Early Myeloid Progenitor
conegidl-1,Monocyte
coneknaa-1,Erythroblast
confidfi-1,Late Erythroid
confkelp-1,pDC
congbkjk-1,Erythroblast
congppjl-1,CLP
conjkdmj-1,Early Myeloid Progenitor
conjpiff-1,Adipo-MSC
conlppgf-1,Pre-Pro B
conmmbga-1,Neutrophil
connajhh-1,Neutrophil
connmclp-1,Macrophages
conoecdj-1,Neutrophil
conpbade-1,Late Myeloid
coocdhbo-1,Osteoblast
coocjego-1,Osteo-MSC
coofflbp-1,THY1+ MSC
coogdkkp-1,Erythroblast
coojnfna-1,Plasma Cell
coolkckk-1,Early Myeloid Progenitor
coonjpla-1,Late Myeloid
coopgceb-1,Late Myeloid
copbgknm-1,Late Myeloid
copbgpdi-1,Late Erythroid
copdpjla-1,Megakaryocyte
copehkhl-1,CLP
copfanpa-1,Adipo-MSC
copfgeea-1,CD8+ T-Cell
cophajjk-1,Neutrophil
cophjkbj-1,Neutrophil
copiacmj-1,RBC
copiklhd-1,Late Myeloid
copknlkf-1,RBC
copknonh-1,Late Myeloid
copkojfm-1,Late Myeloid
coplapci-1,Late Myeloid
copmmfpe-1,RBC
copnejlj-1,Late Myeloid
coppidhk-1,Early Myeloid Progenitor
cpabhlfi-1,Cycling HSPC
cpabpnnn-1,RBC
cpadjlco-1,Erythroblast
cpaecpgi-1,Early Myeloid Progenitor
cpaejibi-1,CLP
cpaeoofa-1,Late Myeloid
cpafanok-1,Late Erythroid
cpafhjog-1,Late Myeloid
cpaghojb-1,Late Myeloid
cpaimdgi-1,Megakaryocyte
cpamaadg-1,Ba/Eo/Ma
cpamebgg-1,RBC
cpamjgoi-1,Late Myeloid
cpanblpl-1,Late Erythroid
cpanbocc-1,Megakaryocyte
cpaphonl-1,Late Erythroid
cpapmhlh-1,Late Erythroid
cpbaamfj-1,Erythroblast
cpbbmhck-1,Mature B
cpbdbhlg-1,Mature B
cpbeoano-1,Early Myeloid Progenitor
cpbhjceo-1,THY1+ MSC
cpbihkfg-1,RBC
cpbileom-1,Pre-Pro B
cpbjckop-1,Neutrophil
cpbkmgck-1,Cycling HSPC
cpblafid-1,Early Myeloid Progenitor
cpblpjca-1,CLP
cpbnhjpk-1,RBC
cpbnnoel-1,Late Myeloid
cpcaihjm-1,Osteo-MSC
cpcapocb-1,Plasma Cell
cpcbagdj-1,SEC
cpccdfke-1,GMP
cpcceggd-1,Plasma Cell
cpccegna-1,GMP
cpccpbib-1,RBC
cpcdnhdi-1,Pre-Pro B
cpcecaba-1,Early Myeloid Progenitor
cpcfcjhn-1,Erythroblast
cpcfnnbe-1,Erythroblast
cpcfoajh-1,Mature B
cpcgecin-1,Early Myeloid Progenitor
cpchogki-1,Late Erythroid
cpcigpkn-1,Pro-B
cpcikeam-1,RBC
cpciomld-1,RBC
cpcipjjd-1,GMP
cpcjcbol-1,Pro-B
cpcjdekj-1,THY1+ MSC
cpcjjdjm-1,Adipo-MSC
cpcjnbdf-1,Late Erythroid
cpcjohmh-1,Osteo-MSC
cpckfjdl-1,THY1+ MSC
cpckjjod-1,Pre-Pro B
cpcladlm-1,Erythroblast
cpcmmenb-1,Erythroblast
cpcnjcnn-1,Erythroblast
cpcpipdn-1,Late Myeloid
cpcpngeh-1,Cycling HSPC
cpdbhbem-1,Early Myeloid Progenitor
cpdddlad-1,THY1+ MSC
cpdeabda-1,Early Myeloid Progenitor
cpdgkdoe-1,Erythroblast
cpdhaemo-1,Late Erythroid
cpdhdnoi-1,Early Myeloid Progenitor
cpdhjedk-1,Late Erythroid
cpdiaaha-1,Late Erythroid
cpdjipkd-1,Late Myeloid
cpdkldci-1,Late Myeloid
cpdlmlmb-1,Early Myeloid Progenitor
cpdlnbhe-1,RBC
cpdncido-1,RBC
cpdndpac-1,Osteo-MSC
cpdojjpn-1,MEP
cpdpicbi-1,Plasma Cell
cpeahgop-1,RBC
cpeaihfd-1,RBC
cpeaoeak-1,THY1+ MSC
cpeeiglb-1,Neutrophil
cpegglop-1,RBC
cpegjgfm-1,THY1+ MSC
cpehpacd-1,CLP
cpejhlfp-1,Osteoblast
cpejineb-1,Late Myeloid
cpeohfoo-1,GMP
cpeojhjd-1,Megakaryocyte
cpepkmpl-1,pDC
cpfaapdp-1,Late Erythroid
cpfcaemo-1,RBC
cpfclepk-1,RBC
cpfekihm-1,Osteoblast
cpffnmim-1,GMP
cpffppgm-1,Late Erythroid
cpfgdige-1,Late Myeloid
cpfhkbdk-1,RBC
cpfjfcfn-1,RBC
cpfjjmgj-1,Late Myeloid
cpfkceig-1,Late Myeloid
cpfoifgg-1,Late Myeloid
cpfoliak-1,Pre-Pro B
cpfpnaaa-1,Late Erythroid
cpfppekn-1,CD4+ T-Cell
cpgafalc-1,Late Myeloid
cpgbhfok-1,RBC
cpgchkcg-1,RBC
cpgechpj-1,RBC
cpgenold-1,Late Myeloid
cpggocgl-1,Osteoblast
cpgjcchm-1,Late Myeloid
cpgjplpo-1,RBC
cpgmbcgd-1,RBC
cpgmgebd-1,RBC
cpgnbbie-1,Early Myeloid Progenitor
cpgpimdi-1,RBC
cpgpjgfb-1,Megakaryocyte
cphbkccn-1,Late Erythroid
cphchiap-1,Fibro-MSC
cphemmag-1,Late Erythroid
cpheojif-1,Megakaryocyte
cphgdfef-1,RBC
cphimkog-1,Megakaryocyte
cphjedjd-1,Late Myeloid
cphjgibj-1,Late Myeloid
cphlkafh-1,Neutrophil
cphmdhka-1,Late Myeloid
cphmhlek-1,CD8+ T-Cell
cphmjnbm-1,Late Erythroid
cphnbdgo-1,RBC
cphnbilj-1,RBC
cphplhhb-1,Megakaryocyte
cpianpkn-1,Megakaryocyte
cpibnmle-1,Megakaryocyte
cpiecplf-1,Megakaryocyte
cpiepedn-1,Megakaryocyte
cpigecop-1,Megakaryocyte
cpihdgbk-1,Megakaryocyte
cpionkei-1,GMP
cpiopnch-1,Early Myeloid Progenitor
cpipcnjp-1,GMP
cpipdgki-1,RBC
cpiplgnb-1,Late Myeloid
cpjaeofk-1,RBC
cpjbndgi-1,CD4+ T-Cell
cpjgphfb-1,Late Myeloid
cpjiijnb-1,SEC
cpkafpkh-1,Fibro-MSC
cpkahehl-1,CD4+ T-Cell
cpkhajbm-1,CD4+ T-Cell
cpkhcfgg-1,Megakaryocyte
cpkhnpnl-1,Megakaryocyte
cpkilehh-1,Late Myeloid
cpkkdboc-1,Plasma Cell
cpkkokhp-1,Osteo-MSC
cpknmjhd-1,GMP
cplahcpn-1,VSMC
cplbmneg-1,Cycling HSPC
cpleppdi-1,THY1+ MSC
cplfkcnn-1,RBC
cplfpfak-1,Pre-Pro B
cplggglo-1,Pro-B
cplmjodn-1,Erythroblast
cplmodkh-1,Late Myeloid
cplnghaf-1,Pre-Pro B
cplodmmi-1,Early Myeloid Progenitor
cplpjmde-1,RBC
cpmbbpmb-1,RBC
cpmdhone-1,RBC
cpmfecjl-1,Late Myeloid
cpmfkpok-1,Pro-B
cpmhflpo-1,RBC
cpmhhjgf-1,Late Myeloid
cpmhmfop-1,Monocyte
cpmikdkp-1,RBC
cpminmie-1,Late Erythroid
cpmklcoi-1,RBC
cpmkpbih-1,RBC
cpmmilgm-1,HSC
cpmofdmf-1,RBC
cpnacdlg-1,Megakaryocyte
cpnaloch-1,RBC
cpnckglo-1,RBC
cpncmcjk-1,RBC
cpndfdlc-1,Erythroblast
cpnjeikh-1,RBC
cpnjicon-1,Late Erythroid
cpnjleok-1,Pro-B
cpnkgolk-1,Late Erythroid
cpnmdojp-1,pDC
cpnmhjbb-1,RBC
cpnnkfnb-1,Late Erythroid
cpnohkpg-1,Neutrophil
cpnoopem-1,RBC
cpoaclmc-1,Neutrophil
cpocbifm-1,Late Myeloid
cpocdblf-1,RBC
cpoegebh-1,Late Myeloid
cpoelgjb-1,RBC
cpofdcdk-1,CD8+ T-Cell
cpofhlhi-1,RBC
cpoflpkd-1,CD8+ T-Cell
cpohcced-1,Late Myeloid
cpohlchb-1,Neutrophil
cpoimbhg-1,Neutrophil
cpojibhn-1,RBC
cpokcdcf-1,CD8+ T-Cell
cpoklolc-1,Mature B
cpokpkci-1,CLP
cpolmjdi-1,THY1+ MSC
cpombade-1,Adipo-MSC
cpomibad-1,Neutrophil
cpomicee-1,Pre-Pro B
cpommigo-1,Adipo-MSC
cpoofppb-1,Neutrophil
cpopignl-1,Plasma Cell
cppaeekg-1,GMP
cppaijpj-1,Cycling HSPC
cppbdlbh-1,GMP
cppdpaab-1,Cycling HSPC
cppecgga-1,Mature B
cppfalgk-1,Megakaryocyte
cppfigop-1,Plasma Cell
cppgadjf-1,THY1+ MSC
cppghjbj-1,Pre-Pro B
cpphncab-1,Osteo-MSC
cppiobll-1,GMP
cppjiiph-1,GMP
cppmjijl-1,GMP
cppmmeod-1,GMP
cppnahed-1,Plasma Cell
cppnnpdf-1,Ba/Eo/Ma
cppohhml-1,GMP
cppojoac-1,CD8+ T-Cell
cpppjobc-1,Erythroblast
daaadnbh-1,Ba/Eo/Ma
daaaiajd-1,Megakaryocyte
daachejm-1,Megakaryocyte
daacpfna-1,Erythroblast
daadceeo-1,Late Myeloid
daadocam-1,Cycling HSPC
daahonip-1,Neutrophil
daaikepo-1,Early Myeloid Progenitor
daakiddp-1,Pre-Pro B
daalmebn-1,Plasma Cell
daamgmaj-1,Pro-B
daamibgm-1,CD4+ T-Cell
daanakbk-1,MEP
dabajmji-1,THY1+ MSC
dabbbgkd-1,HSC
dabbbiok-1,Macrophages
dabffbjf-1,Late Myeloid
dabgindl-1,Adipo-MSC
dabickdn-1,HSC
dabjailn-1,Late Myeloid
dabmdefa-1,RBC
dabnihea-1,Late Myeloid
dabnklml-1,Late Myeloid
dabnndgm-1,Neutrophil
dabomehd-1,Late Myeloid
dabpgddg-1,Late Myeloid
dacaanlk-1,Mature B
dacahcmj-1,GMP
dacanpga-1,Late Myeloid
dacdjhnm-1,HSC
dacelpee-1,Late Myeloid
dacgpjbi-1,SEC
dachcomg-1,AEC
daciolbn-1,Neutrophil
daclfadf-1,Late Myeloid
dacllgoo-1,Late Myeloid
dacnmgfo-1,Pro-B
dacoeahg-1,Late Myeloid
dacohglm-1,Late Myeloid
dadajafe-1,CD8+ T-Cell
dadajcjf-1,Late Myeloid
dadbbjfp-1,Pro-B
dadbejjd-1,Osteoblast
dadclbho-1,Monocyte
dadekkpk-1,Late Myeloid
dadglkfl-1,RBC
dadhglhe-1,Late Myeloid
dadiciei-1,Late Myeloid
dadiibao-1,Macrophages
dadkbopl-1,Late Myeloid
dadkkdng-1,Late Myeloid
dadppekp-1,Late Myeloid
daeelebc-1,HSC
daefbcic-1,HSC
daeggbjd-1,Plasma Cell
daencjaf-1,Late Myeloid
daenejgp-1,Adipo-MSC
daenhgie-1,Plasma Cell
daenklgh-1,Late Myeloid
daeobkdl-1,RBC
daeomill-1,Neutrophil
daepfpgp-1,Neutrophil
dafchgki-1,Osteoblast
dafdcnom-1,CD8+ T-Cell
dafdijec-1,Late Myeloid
dafemblm-1,Pro-B
dafgkhjm-1,RBC
dafgpjcp-1,RBC
dafihfcn-1,RBC
dafilcdd-1,CLP
dafipfeh-1,Late Myeloid
dafjpghp-1,Late Myeloid
daflpaph-1,RBC
dafnclid-1,Osteo-MSC
dagahpdg-1,Monocyte
dagdelki-1,Early Myeloid Progenitor
dagdiiel-1,Late Erythroid
dagdmmdm-1,Late Myeloid
dagepeop-1,Late Myeloid
dagfmolm-1,Neutrophil
daggdadc-1,Late Myeloid
daggiijg-1,CD4+ T-Cell
daghbdlk-1,CD4+ T-Cell
daghhalg-1,HSC
dagionhf-1,Late Myeloid
dagjcbaj-1,GMP
dagjhokn-1,Pre-Pro B
dagpflog-1,CD4+ T-Cell
dagppbkn-1,RBC
dahabhan-1,CD4+ T-Cell
dahaiaio-1,Late Myeloid
dahcmebk-1,Erythroblast
dahdkkfj-1,Neutrophil
dahebjfc-1,Late Myeloid
dahefkjp-1,CLP
dahfgeki-1,RBC
dahfhdhj-1,pDC
dahilkjo-1,CLP
dahjpkja-1,Plasma Cell
dahljccl-1,Macrophages
dahmehik-1,Osteo-MSC
dahnfdfe-1,Monocyte
dahnopkf-1,VSMC
dahobhlp-1,pDC
daiagejk-1,Pre-B
daibdmll-1,Neutrophil
daicjkjj-1,Macrophages
daifaidk-1,RBC
daiffmgi-1,Osteo-MSC
daigjpaj-1,VSMC
daihgian-1,Plasma Cell
daimakmf-1,Erythroblast
daimlgfm-1,AEC
daincejo-1,Late Myeloid
dainnhcg-1,Early Myeloid Progenitor
daipchmj-1,SEC
dajbipei-1,Late Myeloid
dajedbck-1,Neutrophil
dajhjgmh-1,RBC
dajhmpam-1,Neutrophil
dajibpen-1,Neutrophil
dajkmmkg-1,Late Myeloid
dajmgdph-1,RBC
dajoffpn-1,Mature B
dajookld-1,SEC
dakankmp-1,Fibro-MSC
dakcehlh-1,RBC
dakdacfm-1,Late Erythroid
dakdmdah-1,RBC
dakdpgmc-1,Late Myeloid
dakedljm-1,Late Erythroid
dakegcie-1,Erythroblast
dakegjab-1,CD8+ T-Cell
dakekfai-1,Late Erythroid
dakeloib-1,Neutrophil
dakfddcd-1,APOD+ MSC
dakhncnd-1,APOD+ MSC
dakicmcc-1,AEC
dakipcfb-1,RBC
dakjjmoo-1,RBC
dakjpnih-1,Early Myeloid Progenitor
dakkpdef-1,Pre-Pro B
dakmfcah-1,Megakaryocyte
daknhcgc-1,THY1+ MSC
daknpmdi-1,Cycling HSPC
dalaibpl-1,AEC
dalakmgm-1,Fibro-MSC
dalbbmbg-1,Megakaryocyte
dalbhgla-1,RBC
dalbjdpk-1,Late Myeloid
dalbjolo-1,Osteoblast
daldhlbk-1,Neutrophil
daldijlh-1,CD8+ T-Cell
daldiplh-1,THY1+ MSC
daldpjdj-1,RBC
dalfgknb-1,Early Myeloid Progenitor
dalhiamd-1,Mature B
dalilknb-1,Fibro-MSC
daliocme-1,APOD+ MSC
dalkbcik-1,Neutrophil
dalkbmin-1,SEC
dalkgpgl-1,Neutrophil
dallcikd-1,Plasma Cell
dalmjlik-1,Macrophages
dalmoiok-1,Early Myeloid Progenitor
dalmpnel-1,MEP
dalnanhf-1,Cycling HSPC
dalnhfea-1,Neutrophil
dalnmdcn-1,VSMC
daloffce-1,Mature B
dalolblk-1,Plasma Cell
damcgcpe-1,SEC
dameonlk-1,GMP
damgakce-1,AEC
damghhee-1,Late Erythroid
damhagne-1,Late Erythroid
damhingf-1,Mature B
damjmlci-1,Neutrophil
damkbphe-1,Erythroblast
damlageh-1,VSMC
damlgfcd-1,Mature B
dammcabf-1,Pre-Pro B
dammdcgd-1,Ba/Eo/Ma
damnjgii-1,RBC
damnklbc-1,Late Erythroid
damofgmb-1,Adipo-MSC
damohgol-1,HSC
dampadla-1,APOD+ MSC
dampiimi-1,Erythroblast
danagmmj-1,APOD+ MSC
danajgba-1,RBC
dancegpi-1,HSC
dancmhbd-1,THY1+ MSC
dandpllc-1,Late Erythroid
danecjbd-1,CD4+ T-Cell
danfbjam-1,Neutrophil
danhlnob-1,HSC
danhpbfj-1,RBC
danijhbi-1,Late Erythroid
dankffpi-1,THY1+ MSC
dankgohj-1,THY1+ MSC
danlnnba-1,Megakaryocyte
danmdkjc-1,Mature B
danmomgp-1,Late Erythroid
danocdop-1,Fibro-MSC
danokcdh-1,Fibro-MSC
danoldda-1,Late Erythroid
danpfknc-1,Late Erythroid
danpmobf-1,Adipo-MSC
daobdolp-1,APOD+ MSC
daobioeg-1,Plasma Cell
daodbblg-1,Early Myeloid Progenitor
daognimj-1,AEC
daoikknn-1,Pre-Pro B
daoilpdo-1,Erythroblast
daojjopn-1,CLP
daojopeb-1,CLP
daolcmnp-1,RBC
daolhdgo-1,VSMC
daonlmdk-1,Neutrophil
daoobjpp-1,Fibro-MSC
dapafppc-1,Late Myeloid
dapbijpg-1,RBC
dapdidmg-1,Osteoblast
dapehjcg-1,Fibro-MSC
dapeklin-1,VSMC
dapgdank-1,Ba/Eo/Ma
dapjmpdf-1,Neutrophil
dapkiefj-1,HSC
dapliihi-1,Ba/Eo/Ma
dapnfiph-1,Fibro-MSC
dappklic-1,SEC
dbaaeaoc-1,Mature B
dbaamjlb-1,Mature B
dbabcmcd-1,Late Erythroid
dbabdenc-1,HSC
dbabgaai-1,Mature B
dbadplja-1,Pre-B
dbaegngf-1,Fibro-MSC
dbagcghk-1,Pre-B
dbagcpnj-1,RBC
dbagdmio-1,Fibro-MSC
dbagmhog-1,GMP
dbaigcog-1,Pre-B
dbaimoli-1,pDC
dbakngoc-1,Megakaryocyte
dbalobig-1,Erythroblast
dbamkopl-1,Erythroblast
dbampign-1,Adipo-MSC
dbanedfi-1,MEP
dbbagdjl-1,pDC
dbbbnabc-1,MEP
dbbbnjon-1,AEC
dbbfcdoj-1,Pre-Pro B
dbbfifpm-1,Pre-Pro B
dbbfjfij-1,Late Myeloid
dbbidmce-1,Erythroblast
dbbkglfe-1,CD8+ T-Cell
dbbkhknh-1,Osteo-MSC
dbblhbmn-1,Early Myeloid Progenitor
dbblkkhg-1,Plasma Cell
dbbmgdcp-1,Plasma Cell
dbbphbaj-1,THY1+ MSC
dbbpjoec-1,Mature B
dbcaeejl-1,THY1+ MSC
dbcaifib-1,Late Myeloid
dbccbdio-1,CD8+ T-Cell
dbcdmhij-1,Neutrophil
dbcflinn-1,CD8+ T-Cell
dbchpllo-1,Pre-B
dbcibfol-1,Pre-Pro B
dbcicobf-1,Pre-Pro B
dbcjjnij-1,Monocyte
dbckeeio-1,pDC
dbcmgeac-1,RBC
dbcmjcif-1,Mature B
dbcnidko-1,Late Myeloid
dbcnigmf-1,Neutrophil
dbcocbkd-1,SEC
dbcoonek-1,CLP
dbcpecgb-1,Fibro-MSC
dbdblklm-1,THY1+ MSC
dbddnben-1,Adipo-MSC
dbdemmld-1,Adipo-MSC
dbdhlcpk-1,Erythroblast
dbdijiod-1,APOD+ MSC
dbdjbjmj-1,VSMC
dbdjfkjp-1,Erythroblast
dbdjmjmn-1,APOD+ MSC
dbdjokpb-1,Erythroblast
dbdkfgmp-1,Erythroblast
dbdlplje-1,Osteoblast
dbdobeef-1,AEC
dbeaobpd-1,HSC
dbebppdj-1,Late Myeloid
dbefbdkd-1,Erythroblast
dbegedlo-1,Late Erythroid
dbegodoj-1,Late Erythroid
